id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_025429	chr13	32842092	32851185	-	1909.0	1	Serpinb1a|1190005M04Rik|AI325983|EI|EIA|ELANH2|LEI|M/NEI|MNEI|PI2|RP23-427P14.4|13 A4|13 13.75 cM|protein-coding	10.975999999999999	17.667	22.303	7.5329999999999995	57.332	11.182	16.996	28.386	14.886	42.813	46.93	10.072000000000001	8.353	40.344	56.803000000000004	Serpinb1a
NM_001252201	chr1	39900913	40026310	+	5548.0	1	Map4k4|9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik|-|1 B|1|protein-coding	32.617	50.823	53.218	31.604	78.248	28.92	35.521	54.696000000000005	34.605	52.927	50.034	28.834	29.296999999999997	62.053000000000004	85.75299999999999	Map4k4
NM_010187	chr1	170960559	170976071	-	1396.0	1	Fcgr2b|AI528646|CD32|F630109E10Rik|Fc[g]RII|FcgRII|Fcgr2|Fcgr2a|Fcr-2|Fcr-3|Ly-17|Ly-m20|LyM-1|Lym-1|fcRII|-|1 H3|1 78.02 cM|protein-coding	7.805	16.389	18.077	5.487	47.552	28.214000000000002	31.494	58.628	31.962	51.828	49.01	20.641	12.665	59.678000000000004	71.09100000000001	Fcgr2b
NM_001098227	chr4	6365680	6396122	+	2542.0	1	Sdcbp|MDA-9|Sycl|syntenin-1|RP23-89L15.4|4 A1|4|protein-coding	46.145	56.608999999999995	53.658	43.876000000000005	68.234	58.031000000000006	58.083999999999996	78.873	55.407	70.939	77.99600000000001	49.397	37.815	75.352	93.75399999999999	Sdcbp
NM_013612	chr1	74375203	74386051	+	2287.0	1	Slc11a1|Bcg|Ity|Lsh|Nramp|Nramp1|ity|-|1 C3|1 38.54 cM|protein-coding	4.599	8.003	8.065	2.354	32.891	11.084000000000001	14.619000000000002	32.064	15.549000000000001	38.385	34.816	9.416	6.042999999999999	47.626000000000005	60.251000000000005	Slc11a1
NM_177260	chr3	84666192	84704575	+	3333.0	1	Tmem154|9930117H01Rik|-|3 F1|3|protein-coding	8.273	12.924000000000001	15.854000000000001	7.111000000000001	34.994	15.610999999999999	19.653	34.522	20.143	45.93600000000001	51.007	12.475999999999999	9.753	54.328	57.031000000000006	Tmem154
NM_010208	chr4	132974095	133001882	+	3327.0	1	Fgr|-|RP23-125F21.1|4 D2.3|4 66.11 cM|protein-coding	4.421	8.11	9.515	2.824	29.913	8.997	12.593	22.295	12.167	46.019	38.507	6.581	5.18	63.323	54.519	Fgr
NM_009778	chr17	57203973	57228136	-	5090.0	1	C3|AI255234|ASP|HSE-MSF|Plp|-|17 E1-E3|17 29.72 cM|protein-coding	21.489	29.612	27.593000000000004	16.461	71.536	39.591	41.766000000000005	58.456	42.06100000000001	59.276	64.822	30.623	20.457	67.49	75.253	C3
NM_007675	chr7	24777204	24784655	+	1043.0	1	Ceacam10|Bgp3|Cea10|-|7 A3|7 12.78 cM|protein-coding	6.188	14.334000000000001	14.94	1.5590000000000002	35.59	5.784	13.57	30.363000000000003	14.442	36.714	43.494	3.4410000000000003	2.039	42.716	50.513999999999996	Ceacam10
NM_027722	chr10	95547007	95564167	-	3224.0	1	Nudt4|4933436C10Rik|DIPP2|DIPP2alpha|DIPP2beta|HDCMB47P|-|10|10|protein-coding	18.718	21.791	23.101	14.894	35.503	17.687	20.04	29.381	20.968000000000004	60.093999999999994	54.115	14.774000000000001	13.554	70.641	58.254	Nudt4
NM_001081211	chr4	132564067	132580866	+	1816.0	1	Ptafr|PAFR|RP23-470B20.1|4 D2.2|4 65.56 cM|protein-coding	5.308	6.777	7.3420000000000005	3.263	21.836	13.703	15.225	34.567	14.309000000000001	40.595	33.935	10.700999999999999	6.932	52.635	59.521	Ptafr
NM_178901	chr7	127091436	127094049	+	1914.0	1	AI467606|-|-|7 F3|7|protein-coding	20.078	25.659000000000002	41.839	16.762999999999998	90.947	20.912	25.156999999999996	36.217	25.34	53.793	59.861999999999995	20.038	20.551	72.827	63.213	AI467606
NM_013673	chr1	85650050	85709448	+	2136.0	1	Sp100|A430075G10Rik|-|1 C5|1 43.6 cM|protein-coding	21.013	27.535	47.81100000000001	19.503	92.89399999999999	31.584	30.248	39.338	32.109	65.184	58.306000000000004	28.156999999999996	22.526999999999997	62.836000000000006	70.04	Sp100
NM_018775	chr1	39371496	39478747	-	4417.0	1	Tbc1d8|AD3|HBLP1|VRP|-|1 B|1|protein-coding	9.298	14.727	11.991	9.529	34.084	14.183	17.651	32.04	17.426	41.946000000000005	34.089	13.442	8.677	50.828	61.833	Tbc1d8
NM_010828	chr10	17723228	17725674	+	1965.0	1	Cited2|AI835299|ER154-like|Mrg1|Msg2|p35srj|-|10 A2|10|protein-coding	22.351	24.973000000000003	32.053000000000004	19.305999999999997	98.005	24.03	26.035999999999998	36.602	27.500999999999998	57.667	56.795	22.023000000000003	20.416	76.454	64.993	Cited2
NM_026148	chr10	58323466	58424691	+	4315.0	1	Lims1|2310016J22Rik|4921524A02Rik|AI507642|AU021743|AW551584|C430041B13Rik|Lims1l|PINCH|PINCH1|-|10 B4|10 29.31 cM|protein-coding	17.725	19.07	20.871	17.257	38.58	22.934	24.018	30.987	25.623	58.648999999999994	56.967	21.316999999999997	17.998	61.806000000000004	61.348	Lims1
NM_009396	chr12	111442661	111455018	+	3556.0	1	Tnfaip2|B94|Exoc3l3|M-sec|Tnfip2|tnfb94|-|12 F1|12 60.99 cM|protein-coding	10.182	15.918	11.455	12.67	39.109	26.639	26.381	40.036	27.642	54.062	43.667	27.078000000000003	16.647000000000002	62.836999999999996	69.188	Tnfaip2
NM_001206369	chr2	35266744	35307902	+	2582.0	1	Gsn|ADF|RP23-186B18.2|2 B|2 23.5 cM|protein-coding	6.07	9.9	14.114	4.128	45.391999999999996	7.931	12.511	23.304000000000002	13.290999999999999	37.934	39.786	6.235	6.6739999999999995	60.743	52.04600000000001	Gsn
NM_009320	chr6	91684067	91759063	+	6152.0	1	Slc6a6|AA589629|C80501|Taut|-|6 D1|6 40.73 cM|protein-coding	29.51	25.416999999999998	24.638	32.841	43.556000000000004	36.150999999999996	37.438	45.288000000000004	39.209	70.882	64.73	37.696	38.799	82.771	81.921	Slc6a6
NR_033148	chr5	137629123	137642896	+	4491.0	1	Gm20605|Lrch4-sap25|-|-|ncRNA	18.122	24.664	42.848	18.407	69.117	24.554000000000002	31.516	39.363	30.29	61.063	59.833999999999996	25.151	23.983	68.014	67.23	Gm20605
NM_133962	chr8	3393008	3456600	+	5278.0	1	Arhgef18|AI467246|D030053O22Rik|-|8 A1.1|8|protein-coding	7.091	8.924	22.495	3.895	65.883	9.968	13.675999999999998	25.734	14.377	44.333	42.825	9.132	7.845	59.891000000000005	50.593999999999994	Arhgef18
NM_177686	chr6	129350244	129365303	+	2214.0	1	Clec12a|CLL-1|D230024O04|KLRL1|Micl|-|6 F3|6|protein-coding	6.625	13.648	15.812999999999999	3.264	35.914	7.257999999999999	12.870999999999999	22.123	12.999	44.533	40.397	4.724	2.376	45.791000000000004	47.013000000000005	Clec12a
NM_001174155	chr7	29134933	29153955	+	4611.0	1	Rasgrp4|-|-|7 B1|7 16.94 cM|protein-coding	3.8169999999999997	6.279	9.312999999999999	2.5069999999999997	22.054000000000002	8.567	12.299000000000001	24.236	12.876	47.766000000000005	39.816	5.938	4.441	56.352	48.233999999999995	Rasgrp4
NM_001198825	chr16	84954436	85173707	-	3228.0	1	App|Abeta|Abpp|Adap|Ag|Cvap|E030013M08Rik|betaApp|-|16 C3-qter|16 46.92 cM|protein-coding	12.165	17.145	17.192999999999998	10.755999999999998	56.376000000000005	13.262	19.374000000000002	28.843000000000004	19.643	38.957	38.474000000000004	14.025	11.370999999999999	50.285	59.468	App
NM_011242	chr19	6400583	6415216	+	2174.0	1	Rasgrp2|CDC25L|Caldaggef1|-|19 A|19|protein-coding	8.019	12.302	38.359	4.836	72.67399999999999	10.593	16.373	31.173000000000002	17.143	53.291000000000004	44.288000000000004	9.198	7.206	70.05	50.606	Rasgrp2
NM_001162424	chrX	73894352	73911298	-	3235.0	1	Arhgap4|A130009C12Rik|A530015A20Rik|Rgc1|c1|mKIAA0131|RP23-252M19.2|X A7.3|X|protein-coding	13.485999999999999	18.669	31.948	13.626	59.578	21.660999999999998	25.684	34.698	25.680999999999997	57.353	48.321999999999996	18.021	17.486	82.382	63.281000000000006	Arhgap4
NM_013469	chr14	25842155	25886804	+	2378.0	1	Anxa11|A830099O17Rik|Anx11|-|14 A3|14 15.06 cM|protein-coding	14.081	16.837	20.398	11.289000000000001	34.068000000000005	14.978	20.347	30.363000000000003	17.893	48.747	46.785	14.165999999999999	15.2	63.464	56.593999999999994	Anxa11
NM_010129	chr7	45918023	45921426	-	751.0	1	Emp3|H-4|H4|HNMP-1|MI-35|Ymp|-|7 B4|7 29.6 cM|protein-coding	42.41	49.898999999999994	68.40100000000001	42.86600000000001	123.363	45.031000000000006	57.479	63.251999999999995	60.791000000000004	74.922	77.702	49.976000000000006	46.117	90.355	94.965	Emp3
NM_008917	chr4	122836227	122859175	+	2482.0	1	Ppt1|9530043G02Rik|AA960502|C77813|CLN1|D4Ertd184e|INCL|PPT|RP23-232N16.2|4 D1-D3|4 57.27 cM|protein-coding	25.395	27.511	36.368	28.051	52.72	35.688	39.899	50.016000000000005	37.497	67.616	65.73899999999999	32.949	28.831999999999997	66.002	71.766	Ppt1
NM_022656	chr14	31170928	31206826	-	5563.0	1	Nisch|1200007D05Rik|3202002H23Rik|AW494485|I-1|-|14 B|14|protein-coding	25.877	21.003	27.188000000000002	24.394000000000002	53.688	34.64	34.25	42.29	34.79	71.76100000000001	59.568999999999996	31.982	30.968000000000004	89.698	73.13600000000001	Nisch
NM_183390	chr16	19946492	19983049	-	2396.0	1	Klhl6|-|-|16 A3|16|protein-coding	14.237	18.489	32.672	12.501	74.097	17.698	19.9	29.988000000000003	22.878	44.684	53.262	18.211	16.393	60.82899999999999	54.808	Klhl6
NM_030017	chr12	79208914	79222661	+	1665.0	1	Rdh12|A930033N07Rik|-|12|12 D2|protein-coding	2.945	5.899	9.433	2.43	19.717	4.564	7.117000000000001	17.794	5.6579999999999995	40.443000000000005	33.946	4.8660000000000005	2.588	49.55	42.656000000000006	Rdh12
NR_027888	chr2	122771713	122809551	+	1609.0	1	Sqrdl|0610039J17Rik|4930557M22Rik|RP23-70E1.4|2|2 F2|protein-coding	4.897	7.992000000000001	10.041	2.784	37.915	5.624	8.855	19.07	8.686	33.189	35.435	4.079	3.79	48.099	44.663000000000004	Sqrdl
NM_026405	chr10	10545039	10558207	-	2049.0	1	Rab32|2810011A17Rik|AU022057|-|10 A1|10|protein-coding	4.868	7.181	9.98	4.461	30.781999999999996	8.833	12.507	19.852	10.762	44.21	34.528	7.507000000000001	5.952999999999999	50.542	49.135	Rab32
NM_010358	chr3	108012250	108017973	-	1284.0	1	Gstm1|Gstb-1|Gstb1|RP23-214E3.6|3 F2.3|3|protein-coding	1.926	4.578	7.358	1.548	28.749000000000002	4.789	7.837000000000001	24.061	10.522	35.098	28.033	2.636	1.787	41.056000000000004	47.73	Gstm1
NM_175512	chr2	69380462	69403086	+	2810.0	1	Dhrs9|C730025I08Rik|Rdh15|RP24-111M20.1|2 C2|2|protein-coding	0.507	2.218	3.595	0.193	10.138	1.094	4.3839999999999995	12.020999999999999	5.138999999999999	37.174	31.423000000000002	0.73	0.299	46.922	40.559	Dhrs9
NM_053182	chr3	9687482	9833679	-	8184.0	1	Pag1|Cbp|F730007C19Rik|Pag|-|3 A1|3|protein-coding	6.974	8.343	11.169	5.699	22.805	10.107000000000001	14.157	21.531999999999996	14.065999999999999	47.14	41.188	9.185	6.85	53.114	47.576	Pag1
NM_010902	chr2	75675519	75704641	-	2462.0	1	Nfe2l2|AI194320|Nrf2|RP23-374O4.2|2 C3|2 44.75 cM|protein-coding	31.303	40.007	43.175	30.818	68.541	35.695	40.777	50.278999999999996	37.318000000000005	62.637	60.614	36.611999999999995	30.885	66.766	74.919	Nfe2l2
NM_027206	chr3	95139521	95142360	-	1118.0	1	Tnfaip8l2|1810019A08Rik|AW610835|TIPE2|-|3 F2.1|3|protein-coding	12.295	26.498	40.35	14.09	64.092	12.089	17.581	27.570999999999998	16.436	42.056000000000004	42.083999999999996	10.960999999999999	12.311	46.928999999999995	53.181999999999995	Tnfaip8l2
NM_016917	chr1	45908070	45925594	-	3370.0	1	Slc40a1|Dusg|Fpn1|IREG1|MTP|MTP1|Ol5|Pcm|Slc11a3|Slc39a1|-|1|1 B|protein-coding	1.9280000000000002	4.425	6.553999999999999	0.7609999999999999	22.090999999999998	3.925	6.432	18.272000000000002	6.881	40.775	31.836	2.845	1.6769999999999998	47.408	42.516000000000005	Slc40a1
NM_024444	chr8	71988482	72009626	-	1687.0	1	Cyp4f18|1810054N16Rik|Cyp4f3|Cypf18|-|8|8 C1|protein-coding	1.242	3.4139999999999997	5.382000000000001	1.028	20.41	4.401	5.157	12.306	4.418	34.704	29.006999999999998	3.009	2.9189999999999996	47.167	43.446999999999996	Cyp4f18
NM_010559	chr3	89869324	89913162	-	3331.0	1	Il6ra|CD126|IL-6R|Il6r|-|3 F1|3 39.19 cM|protein-coding	6.039	9.355	16.207	6.627000000000001	48.285	7.837000000000001	12.972999999999999	22.374000000000002	11.546	44.732	38.371	7.773	7.055	48.431000000000004	47.332	Il6ra
NM_177715	chr14	102976581	102982637	-	6054.0	1	Kctd12|AU046135|AW538430|Pfet1|Pfetin|-|14 E2.3|14|protein-coding	5.7589999999999995	9.344	11.012	4.148	25.073	9.85	14.952	26.026999999999997	14.227	43.608999999999995	41.864	8.012	5.877999999999999	50.166000000000004	46.028	Kctd12
NM_009662	chr6	116410071	116461178	-	2811.0	1	Alox5|5-LO|5-LOX|5LO|5LX|AI850497|F730011J02|-|6 F1|6 53.79 cM|protein-coding	6.843	9.823	11.145	4.434	31.266	9.369	12.479000000000001	21.805999999999997	12.54	36.836	38.025999999999996	7.497000000000001	6.627999999999999	48.656000000000006	46.803999999999995	Alox5
NM_010156	chr6	3372258	3399571	-	5324.0	1	Samd9l|AA175286|ESTM25|mKIAA2005|-|6 A1-A2|6 1.76 cM|protein-coding	6.667000000000001	9.825	13.943	4.6080000000000005	28.336	11.375	14.962	25.695999999999998	15.468	45.001999999999995	41.038999999999994	9.476	5.15	54.177	46.248999999999995	Samd9l
NM_008621	chrX	75109733	75130949	-	2444.0	1	Mpp1|55kDa|C130070C03Rik|p55|RP23-62O13.2|X A7.3|X 38.15 cM|protein-coding	11.849	17.044	17.488	12.241	33.909	16.757	20.279	33.171	19.676	44.659	44.507	16.699	14.4	65.498	54.985	Mpp1
NM_008339	chr11	106311341	106314529	-	1190.0	1	Cd79b|B29|Ig-beta|Igb|Igbeta|RP23-418O11.7|11 E1|11 68.89 cM|protein-coding	10.6	18.762	17.941	9.837	67.209	23.983	28.846	35.01	25.445999999999998	45.038999999999994	29.497	25.636	17.021	55.452	71.51899999999999	Cd79b
NM_023635	chr9	73044810	73097614	+	3040.0	1	Rab27a|2210402C08Rik|2410003M20Rik|4933437C11Rik|ash|-|9 D|9 40.08 cM|protein-coding	15.922	21.215	26.921	16.342	55.22	22.974	26.713	33.219	26.017	55.655	52.888999999999996	20.627	19.307000000000002	62.496	58.902	Rab27a
NM_027395	chr15	25363277	25413764	-	1851.0	1	Basp1|2610024P12Rik|CAP-23|CAP23|Ckap3|NAP-22|NAP22|-|15 B1|15|protein-coding	27.961	37.251999999999995	19.069000000000003	36.501	65.77600000000001	40.521	42.729	61.021	42.141999999999996	40.32	35.168	41.135	30.802	61.705	91.185	Basp1
NM_001163761	chr8	120114152	120165307	+	5521.0	1	6430548M08Rik|AW049007|Kiaa0513|mKIAA0513|-|8 E1|8|protein-coding	2.414	5.08	6.541	1.505	21.369	4.812	7.5889999999999995	17.705	7.688	35.847	32.885	3.2689999999999997	1.996	49.82899999999999	41.876999999999995	6430548M08Rik
NM_001290767	chr7	44857403	44862929	+	1780.0	1	Pnkp|1810009G08Rik|PNK|-|7|7 B2|protein-coding	26.298000000000002	33.196999999999996	36.143	26.814	57.391999999999996	22.291	24.779	37.994	23.962	63.77	46.125	21.776999999999997	23.291999999999998	72.218	63.89	Pnkp
NM_001136091	chr19	3896050	3907133	-	2666.0	1	Tcirg1|ATP6N1C|ATP6a3|Atp6i|OC-116|OPTB1|Stv1|TIRC7|Vph1|oc|-|19 A|19 3.62 cM|protein-coding	12.088	12.325	16.89	14.636	39.986999999999995	25.044	21.959	27.822	23.435	41.306999999999995	40.597	19.617	16.391	57.473	60.176	Tcirg1
NM_008920	chr2	84980461	84983632	+	830.0	1	Prg2|MBP|mMBP|mMBP-1|RP23-232L15.2|2 D|2 49.45 cM|protein-coding	27.820999999999998	54.797	84.90299999999999	24.377	220.75	17.053	19.545	36.883	22.825	33.503	46.891000000000005	10.749	15.707	54.428999999999995	54.724	Prg2
NM_001291190	chr11	77348280	77460219	+	9159.0	1	Ssh2|SSH-2|SSH-2L|mSSH-2L|RP23-285D3.1|11 B5|11|protein-coding	8.427999999999999	12.809000000000001	20.979	7.202999999999999	46.591	11.907	16.085	23.005	15.937000000000001	46.949	42.255	11.224	11.02	53.806999999999995	49.548	Ssh2
NM_018750	chr1	131176410	131245178	-	3397.0	1	Rassf5|1300019G20Rik|AU042887|Maxp1|Nore1|Nore1A|Nore1B|Rapl|-|1 E4|1 56.91 cM|protein-coding	38.663000000000004	52.673	63.341	37.343	78.592	38.592	43.81100000000001	60.72	46.748999999999995	76.3	75.47	37.764	33.732	73.702	71.524	Rassf5
NM_172856	chr2	68861557	69111290	+	3918.0	1	Cers6|4732462C07Rik|AW544719|Lass6|T1L|RP23-431D4.1|2 C2|2|protein-coding	4.749	5.447	6.034	5.376	18.315	10.467	12.602	21.374000000000002	12.617	35.703	38.418	10.823	7.382999999999999	39.41	45.69	Cers6
NM_001289442	chr15	80572597	80652854	+	5370.0	1	Grap2|GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38|-|15|15 E2|protein-coding	14.11	15.698	31.379	9.157	88.197	19.271	21.944000000000003	23.301	21.813000000000002	50.486000000000004	45.608999999999995	14.532	14.806	69.447	54.596000000000004	Grap2
NM_001033430	chr6	39136620	39206773	-	9531.0	1	Kdm7a|A630082K20Rik|BB041802|ENSMUSG00000073143|Jhdm1d|mKIAA1718|-|6 B1|6|protein-coding	8.407	9.13	13.852	6.615	24.116999999999997	14.126	16.394000000000002	23.414	16.13	44.372	42.358999999999995	12.933	9.727	48.445	47.988	Kdm7a
NM_029364	chr10	121365090	121397245	+	3839.0	1	Gns|2610016K11Rik|AU042285|C87209|G6S|N28088|-|10 D2|10|protein-coding	15.654000000000002	13.882	16.076	14.210999999999999	29.680999999999997	28.436999999999998	29.348000000000003	43.07899999999999	29.973000000000003	47.6	43.018	28.995	22.706999999999997	59.601000000000006	68.259	Gns
NM_001081962	chr5	137641473	137642902	+	1058.0	1	Sap25|-|-|5 G2|5|protein-coding	10.575999999999999	13.087	25.706999999999997	10.552	51.015	19.464000000000002	25.111	30.398000000000003	25.49	51.211999999999996	52.812	20.354	17.715999999999998	62.37	55.076	Sap25
NM_010551	chr7	83643063	83735490	-	4968.0	1	Il16|mKIAA4048|-|7 D2-D3|7 47.43 cM|protein-coding	14.095999999999998	18.167	34.535	12.043	72.138	16.791	19.762999999999998	29.025	20.953000000000003	46.103	45.996	16.327	14.370999999999999	59.728	52.349	Il16
NM_023721	chr12	78842982	78861638	-	1399.0	1	Atp6v1d|1110004P10Rik|Atp6m|VATD|Vma8|-|12 C3|12 35.51 cM|protein-coding	31.603	37.529	48.29600000000001	35.046	90.57600000000001	32.922	36.635999999999996	39.941	37.48	64.984	63.754	31.261999999999997	28.156	65.47399999999999	66.134	Atp6v1d
NM_133648	chr2	112284688	112363163	+	5929.0	1	Slc12a6|9530023I19Rik|KCC3|gaxp|RP23-208E23.1|2 E3|2|protein-coding	7.117999999999999	8.995	16.197	6.575	30.449	14.372	16.266	24.89	17.758	51.383	43.958999999999996	11.908	10.286	51.098	47.34	Slc12a6
NM_013758	chr19	53143997	53247326	+	4243.0	1	Add3|AI463285|R75380|-|19 D2|19 47.18 cM|protein-coding	17.275	27.463	41.786	15.43	67.649	18.250999999999998	24.869	39.242	26.191999999999997	57.449	51.36600000000001	19.430999999999997	16.84	68.832	55.027	Add3
NM_001030294	chr14	80000302	80021930	+	1632.0	1	Olfm4|GC1|GW112|Gm296|Gm913|OlfD|pPD4|-|14 D3|14|protein-coding	4.391	9.812999999999999	10.550999999999998	2.878	21.541	7.571000000000001	14.752	27.21	15.478	49.84	41.68	5.938	3.668	44.901	42.095	Olfm4
NM_020008	chr6	129461591	129472777	-	2269.0	1	Clec7a|BGR|Clecsf12|beta-GR|-|6 F3|6|protein-coding	3.805	8.275	6.3629999999999995	2.8339999999999996	21.372	13.447000000000001	14.03	32.318000000000005	16.015	32.059	26.875999999999998	10.101	5.843999999999999	31.828000000000003	52.19	Clec7a
NM_001199137	chr4	123349633	123684360	-	17319.0	1	Macf1|ABP620|Acf7|Aclp7|MACF|R74989|mKIAA0465|RP23-327O13.1|4 D2.2|4 57.42 cM|protein-coding	12.162	11.498	18.125	11.998	46.096000000000004	18.75	20.1	24.375999999999998	19.935	52.92100000000001	43.458	16.928	16.289	63.121	54.201	Macf1
NM_009230	chr1	156428108	156474328	-	4767.0	1	Soat1|8430426K15Rik|ACAT-1|AW550831|Acact|ald|hid|-|1 G3|1 67.71 cM|protein-coding	5.319	7.6129999999999995	9.172	4.9719999999999995	20.378	10.745	14.777000000000001	24.344	14.713	38.716	35.465	10.218	8.099	38.103	48.283	Soat1
NM_013610	chr13	49187547	49196251	+	1126.0	1	Ninj1|AU024536|-|13 A5|13|protein-coding	17.009	18.953	23.500999999999998	14.343	57.806000000000004	20.813000000000002	23.386	34.5	22.893	49.161	36.105	22.267	19.379	46.927	63.075	Ninj1
NM_153408	chr1	36264602	36273425	-	2577.0	1	Neurl3|2010300P06Rik|Lincr|-|1 B|1|protein-coding	8.912	11.770999999999999	22.997	5.272	56.916000000000004	8.734	12.864	19.143	13.639000000000001	34.722	38.574	9.192	8.837	47.199	45.147	Neurl3
NM_001005423	chr1	72159233	72212307	-	2486.0	1	Mreg|Gm974|Wdt2|dsu|-|1 C3|1|protein-coding	9.946	16.312	9.772	12.92	32.234	24.337	26.631999999999998	38.131	23.82	34.211999999999996	24.57	25.698	19.401	43.187	71.11399999999999	Mreg
NM_008898	chr5	135689214	135735325	+	2439.0	1	Por|4933424M13Rik|CPR|CYPOR|-|5 G2|5 75.34 cM|protein-coding	26.666999999999998	32.427	33.974000000000004	26.901	51.721000000000004	20.500999999999998	24.62	33.643	25.998	53.776	46.692	23.524	23.445	73.578	61.258	Por
NM_008230	chr2	126593660	126618678	-	2385.0	1	Hdc|AW108189|Hdc-a|Hdc-c|Hdc-e|Hdc-s|RP23-251E2.2|2 E5-G|2 61.76 cM|protein-coding	15.059000000000001	14.588	17.474	12.270999999999999	45.912	18.339000000000002	18.947	17.114	17.515	42.05	41.056000000000004	17.908	15.859000000000002	63.2	52.905	Hdc
NM_015779	chr10	79886312	79888216	+	913.0	1	Elane|Ela2|F430011M15Rik|NE|-|10 C1|10 39.72 cM|protein-coding	3.718	15.165	32.074	1.068	80.40899999999999	2.351	8.086	21.814	7.824	25.035999999999998	30.736	2.0780000000000003	0.797	33.374	39.03	Elane
NM_001286100	chr13	24582189	24733806	+	5441.0	1	Fam65b|-|RP23-461O24.1|13|13 A3.2|protein-coding	11.005999999999998	11.912	26.316999999999997	7.696000000000001	44.45	17.218	19.791	30.641	21.377	47.42100000000001	48.895	15.388	12.433	49.336000000000006	47.607	Fam65b
NM_207231	chr11	97989580	97996173	-	1553.0	1	Arl5c|Arl12|BC065791|RP23-309H19.3|11 D|11|protein-coding	14.383	21.285	32.524	15.262	68.311	16.099	18.44	35.255	18.465	37.446999999999996	39.076	14.626	13.763	43.81399999999999	52.479	Arl5c
NM_026514	chr17	79334025	79355091	-	1963.0	1	Cdc42ep3|3200001F04Rik|AA986861|Borg2|Cep3|UB1|-|17 E3|17|protein-coding	7.428999999999999	12.338	11.001	7.325	32.895	11.495	13.007	29.433000000000003	11.312000000000001	35.863	32.96	9.429	7.752999999999999	46.662	46.277	Cdc42ep3
NM_146069	chr16	32142825	32165476	-	3553.0	1	Nrros|E430025L02Rik|Lrcc33|Lrrc33|-|16 B2|16|protein-coding	19.674	40.379	41.003	19.158	45.952	28.114	39.306999999999995	65.719	40.02	63.034	56.598	26.538	22.250999999999998	68.37899999999999	66.45	Nrros
NM_008437	chr7	44572445	44586846	+	1468.0	1	Napsa|KAP|Kdap|NAP1|SNAPA|pronapsin|-|7 B4|7|protein-coding	12.447000000000001	24.641	27.331	12.675	78.289	24.578000000000003	24.921	43.145	28.666999999999998	41.523	44.748999999999995	22.528000000000002	20.925	57.09	61.511	Napsa
NM_024196	chr2	152293872	152312590	+	1926.0	1	Tbc1d20|1110028I04Rik|2810442O16Rik|AI414693|RP23-452D3.4|2|2 H1|protein-coding	32.225	36.231	39.922	27.539	61.818999999999996	37.196	40.504	50.424	35.771	53.626999999999995	61.78	30.081999999999997	34.832	79.232	70.98	Tbc1d20
NM_026640	chr19	12573525	12589696	+	3193.0	1	Fam111a|4632417K18Rik|AW413625|-|19 B|19|protein-coding	9.568	17.864	19.547	9.618	29.954	13.026	18.997	26.029	19.032	47.379	44.765	12.059000000000001	9.655	45.391999999999996	46.096000000000004	Fam111a
NM_146251	chr2	24976033	25054072	+	4552.0	1	Pnpla7|BC027342|E430013P11Rik|Nre|RP23-226M2.4|2 A3|2|protein-coding	8.037	6.603	11.168	4.937	36.73	9.468	11.89	19.031	11.917	39.558	32.969	6.95	7.215	56.945	44.896	Pnpla7
NM_181754	chr13	19749682	19824257	-	3426.0	1	Gpr141|PGR13|-|13 A2|13|protein-coding	2.434	5.78	7.855	2.457	22.59	5.689	7.165	16.371	6.814	37.143	32.010999999999996	5.073	2.7110000000000003	39.649	37.71	Gpr141
NM_013471	chr6	86736840	86793584	-	1988.0	1	Anxa4|AI265406|AIV|AW106930|Anx4|Xanx-4|-|6 D1|6 37.75 cM|protein-coding	14.967	18.730999999999998	11.912	22.663	35.03	27.281999999999996	30.371	36.638000000000005	32.703	30.072	25.712	25.559	20.546	41.468	75.006	Anxa4
NM_001146311	chr7	126571400	126584280	-	2468.0	1	Cln3|AI323623|-|7 F3|7 69.16 cM|protein-coding	14.06	17.15	21.494	15.167	36.785	18.803	20.044	32.649	23.155	52.378	45.26	17.908	18.862000000000002	62.791000000000004	53.87	Cln3
NM_001291186	chr11	76416732	76468465	-	4443.0	1	Abr|-|RP23-48B14.2|11 B5|11 45.92 cM|protein-coding	10.13	12.597999999999999	14.562999999999999	9.685	31.802	23.449	21.823	31.013	22.928	47.754	43.251999999999995	22.665	17.24	56.253	54.018	Abr
