id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_008803	NM_008803	chr7	81213804	81333622	+	2659.0	1	Pde8a|AI551852|Pde8|-|7 D3|7|protein-coding	5.39	7.091	9.812999999999999	3.805	10.227	6.457000000000001	7.957999999999999	10.745	8.838	11.437999999999999	13.033	6.8839999999999995	5.534	13.217	10.167	Pde8a
NM_001039151	NM_001039151	chr2	102811142	102901665	-	4397.0	1	Cd44|AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1|RP23-203N8.3|2 E2|2 54.13 cM|protein-coding	25.333000000000002	31.04	24.752	29.384	46.56100000000001	47.823	51.54600000000001	73.031	53.646	107.245	104.71600000000001	48.17100000000001	40.363	128.817	117.64200000000001	Cd44
NM_145965	NM_145965	chr12	78226655	78684769	+	3275.0	1	Gphn|5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph|-|12 D2|12|protein-coding	27.781	30.75	21.555	21.026999999999997	5.667000000000001	20.067999999999998	20.991	20.328	22.396	7.596	10.264000000000001	18.944000000000003	19.049	3.7289999999999996	4.21	Gphn
NM_173036	NM_173036	chr8	95017692	95045249	+	2424.0	1	Gpr97|A030001G24Rik|AW214383|Pb1|Pb99|-|8 D1|8|protein-coding	3.302	4.947	5.484	2.6830000000000003	16.06	6.9879999999999995	8.4	13.616	8.67	18.672	22.724	5.796	3.509	26.271	23.346	Gpr97
NM_026003	NM_026003	chr19	26748403	26778321	+	1951.0	1	Smarca2|2610209L14Rik|SNF2alpha|Snf2l2|brahma|brm|-|19 C1|19 21.17 cM|protein-coding	7.582999999999999	10.19	14.507	6.7589999999999995	20.298	9.782	11.087	14.068	9.392000000000001	17.157	19.974	7.017	5.85	20.6	19.354	Smarca2
NM_007570	NM_007570	chr1	134074865	134079155	-	3079.0	1	Btg2|AA959598|APRO1|Pc3|TIS21|-|1 E4|1 58.1 cM|protein-coding	37.933	39.330999999999996	55.511	27.212	112.869	34.477	35.568000000000005	47.175	39.556999999999995	76.62899999999999	74.521	30.64	30.965	86.03	80.517	Btg2
NM_010188	NM_010188	chr1	171051169	171059403	-	1346.0	1	Fcgr3|CD16|-|1 H3|1 78.8 cM|protein-coding	12.392000000000001	25.643	32.33	7.382000000000001	107.662	26.073	39.966	93.693	41.148	167.889	149.10399999999998	18.132	11.472999999999999	212.627	185.101	Fcgr3
NM_001013367	NM_001013367	chr15	5143861	5181899	+	4644.0	1	Prkaa1|AI194361|AI450832|AL024255|AMPKalpha1|C130083N04Rik|-|15 A1|15|protein-coding	10.784	12.716	14.901	11.787	14.784	12.777999999999999	13.770999999999999	15.380999999999998	14.745999999999999	19.969	21.33	13.149000000000001	10.542	20.583000000000002	19.657	Prkaa1
NM_001170853	NM_001170853	chr1	173857220	173880187	-	1896.0	1	Mndal|Gm2785|-|1 H3|1|protein-coding	9.748	12.712	24.85	7.718	35.448	12.422	15.054	18.559	15.37	28.576999999999998	25.103	13.089	9.709	28.921	25.311999999999998	Mndal
NM_018807	NM_018807	chr2	153227769	153241358	-	5402.0	1	Plagl2|AU018672|AW552839|mKIAA0198|RP23-192G18.4|2|2 H2|protein-coding	78.075	85.115	73.34899999999999	89.34200000000001	20.557	87.087	88.073	73.175	88.23200000000001	30.79	39.327	95.51299999999999	96.95700000000001	17.105999999999998	18.042	Plagl2
NM_009105	NM_009105	chr2	13076967	13271415	-	1580.0	1	Rsu1|RsuI|rsp-1|RP23-415C3.3|2 A1|2|protein-coding	23.5	32.506	35.593	25.428	58.766999999999996	24.671999999999997	31.011	38.839	26.962	45.339	49.986999999999995	27.129	23.478	48.548	52.521	Rsu1
NM_010102	NM_010102	chr10	81497745	81500137	-	2390.0	1	S1pr4|Edg6|Lpc1|S1p4|-|10 C1|10|protein-coding	15.482999999999999	21.753	40.677	11.716	72.574	14.610999999999999	19.458	27.443	19.557000000000002	28.393	40.534	16.369	17.816	47.085	40.201	S1pr4
NM_153529	NM_153529	chr13	36725622	36734477	-	1617.0	1	Nrn1|0710008J23Rik|Cpg15|Nrn|-|13 A3.3|13|protein-coding	4.795	3.293	4.173	5.273	3.485	10.619000000000002	10.905	8.269	8.899	5.356	9.658	7.8	10.657	1.696	3.576	Nrn1
NM_010771	NM_010771	chr18	35562158	35592045	+	4455.0	1	Matr3|1110061A14Rik|2810017I02Rik|AI841759|AW555618|D030046F20Rik|mKIAA0723|-|18 C|18 19.14 cM|protein-coding	83.505	85.366	65.365	85.26899999999999	39.514	77.396	75.225	59.869	71.875	45.521	46.083999999999996	81.795	73.208	30.589000000000002	35.678000000000004	Matr3
NM_009424	NM_009424	chr2	101678440	101700974	+	5464.0	1	Traf6|2310003F17Rik|AI851288|C630032O20Rik|RP23-313G3.1|2 E2|2|protein-coding	43.887	50.478	45.757	46.67	16.085	46.542	45.783	43.275	47.727	22.215999999999998	25.924	47.857	46.254	13.673	16.734	Traf6
NM_027349	NM_027349	chr12	83632234	83683123	+	4223.0	1	Rbm25|2600011C06Rik|2610015J01Rik|A130095G20Rik|AI159652|AL023075|AU043498|RNPC7|-|12 D1|12|protein-coding	102.90899999999999	92.166	87.59	93.264	50.316	86.318	78.79	64.175	75.554	55.1	53.019	79.186	81.602	37.626	39.839	Rbm25
NM_027992	NM_027992	chr6	13069759	13089269	+	6071.0	1	Tmem106b|2310036D22Rik|5830455K21Rik|6430519M21Rik|AI428776|AI661344|-|6|6 A2|protein-coding	8.353	9.577	10.960999999999999	6.903	14.69	9.106	10.998	11.244000000000002	10.802999999999999	14.395999999999999	16.145	8.834	7.281000000000001	12.890999999999998	14.328	Tmem106b
NM_026911	NM_026911	chr14	30999826	31001666	-	1000.0	1	Spcs1|1810004F21Rik|-|14 B|14|protein-coding	65.167	74.83	52.187	66.335	34.69	46.928000000000004	45.376999999999995	39.832	45.603	34.06	34.358000000000004	45.325	50.077	24.862	23.476	Spcs1
NM_012015	NM_012015	chr13	56073622	56135550	-	1951.0	1	H2afy|H2AF12M|mH2a1|macroH2A1|-|13|13 B2|protein-coding	113.67299999999999	113.46700000000001	103.34899999999999	123.29799999999999	98.152	91.665	91.41799999999999	87.652	89.649	59.748999999999995	70.798	100.04899999999999	105.19200000000001	56.306999999999995	51.071000000000005	H2afy
NM_010513	NM_010513	chr7	67952257	68233667	+	11955.0	1	Igf1r|A330103N21Rik|CD221|D930020L01|IGF-1R|hyft|-|7 D1|7 37.27 cM|protein-coding	6.531000000000001	4.593	7.457999999999999	5.437	11.149000000000001	10.845	11.020999999999999	11.202	11.054	21.708000000000002	22.249000000000002	9.53	10.086	23.95	19.724	Igf1r
NM_008409	NM_008409	chrX	107397195	107403360	-	1624.0	1	Itm2a|AW108051|Bricd2a|E25|Itm2|RP23-138F13.6|X|X A2-A3|protein-coding	65.984	55.138000000000005	55.657	50.769	44.123000000000005	44.577	34.861	28.644000000000002	34.073	21.534000000000002	24.973000000000003	44.516000000000005	37.347	12.777000000000001	15.765	Itm2a
NM_013489	NM_013489	chr1	171839697	171890718	+	3281.0	1	Cd84|A130013D22Rik|CDw84|SLAMF5|-|1 H3|1 79.54 cM|protein-coding	8.392000000000001	11.061	14.347999999999999	7.785	27.748	12.305	16.725	28.141	16.471	61.809	53.674	11.985999999999999	8.799	67.42	61.068000000000005	Cd84
NM_199016	NM_199016	chr17	44096310	44105808	-	4551.0	1	Enpp4|4933413N07Rik|AA986363|AI195364|E-NPP 4|Gm90|mKIAA0879|-|17 B3|17|protein-coding	11.529000000000002	14.293	14.649000000000001	13.901	7.542999999999999	10.363	11.293	10.097999999999999	10.895999999999999	8.285	9.412	11.683	9.971	5.819	4.6160000000000005	Enpp4
NM_178606	NM_178606	chr10	67009189	67096988	-	5463.0	1	Reep3|D10Ucla1|-|10 B5.1|10 34.83 cM|protein-coding	14.307	16.961	15.22	12.837	16.352999999999998	16.862000000000002	18.756	25.287	19.604	31.399	29.576999999999998	17.175	14.513	27.717	29.656	Reep3
NM_001081678	NM_001081678	chr6	28239931	28261601	-	3887.0	1	Zfp800|AA407452|Znf800|-|6 A3.2|6|protein-coding	13.617	14.806	14.057	16.499000000000002	10.72	19.147000000000002	18.666	14.737	17.578	12.398	12.092	18.837	14.538	8.384	8.405	Zfp800
NM_008365	NM_008365	chr1	40466006	40500854	+	4145.0	1	Il18r1|Il18ralpha|Il1rrp|-|1 B|1|protein-coding	5.824	6.709	8.16	4.376	13.87	7.403	9.767999999999999	12.869000000000002	10.078	20.142	16.734	6.382999999999999	5.17	16.656	16.3	Il18r1
NM_130796	NM_130796	chr13	113592179	113618564	-	4443.0	1	Snx18|Snag1|-|13 D2.2|13|protein-coding	15.252	21.415	23.621	12.027000000000001	21.375999999999998	13.5	16.426	25.421999999999997	18.582	26.31	28.544	13.398	13.034	29.451999999999998	28.678	Snx18
NM_027166	NM_027166	chr17	72836704	72851195	+	2864.0	1	Ypel5|2310076K21Rik|CGI-127|-|17|17 E2|protein-coding	12.467	17.382	21.107	13.738	22.131	14.239	15.318	19.903	17.043	31.425	26.278000000000002	13.445	10.882	25.281	26.869	Ypel5
NM_133771	NM_133771	chr17	74200700	74294863	-	1488.0	1	Memo1|0610016J10Rik|D930048L02Rik|-|17 E2|17|protein-coding	32.755	28.127	25.48	30.546	15.739	22.805999999999997	23.796	15.654000000000002	26.541999999999998	13.742	13.794	23.569000000000003	22.072	12.144	8.702	Memo1
NM_001130164	NM_001130164	chr15	41830958	41861047	+	2503.0	1	Oxr1|2210416C20Rik|C7|C7B|-|15|15 D1|protein-coding	7.568	9.109	11.863	6.77	19.498	9.734	10.013	11.359000000000002	8.603	17.692	16.619	9.136000000000001	5.812	14.738	15.54	Oxr1
NM_009186	NM_009186	chr16	22245741	22265929	-	2124.0	1	Tra2b|5730405G21Rik|D16Ertd266e|SIG-41|Sfrs10|Silg41|TRA2beta|-|16 B1|16 13.18 cM|protein-coding	31.174	29.975	28.017	33.902	15.773	22.476999999999997	24.795	18.090999999999998	23.371	10.700999999999999	13.655	21.919	21.759	9.593	8.377	Tra2b
NM_026603	NM_026603	chr5	123907275	123928832	+	2226.0	1	Denr|1500003K04Rik|-|5 F|5|protein-coding	79.335	102.745	81.045	82.015	23.55	36.744	37.284	32.753	36.81	11.644	21.515	39.249	42.077	5.71	9.925	Denr
NM_194342	NM_194342	chr15	79724068	79742536	-	3694.0	1	Sun2|B230369L08Rik|C030011B15|Unc84b|-|15 E1|15|protein-coding	49.418	72.764	106.61	45.979	199.46400000000003	51.961999999999996	66.053	100.57	67.358	159.829	148.42700000000002	53.174	53.876000000000005	191.438	168.28799999999998	Sun2
NM_178744	NM_178744	chr12	76370266	76388747	+	3983.0	1	Zbtb1|9430077A12|AI256369|Bsg2|C430003J21Rik|-|12 C3|12|protein-coding	36.446999999999996	41.348	33.229	33.853	18.315	28.866	29.820999999999998	26.256	29.695	16.596	20.75	28.668000000000003	29.093000000000004	13.36	14.617	Zbtb1
NM_173750	NM_173750	chr2	106962529	106970391	-	3256.0	1	Arl14ep|2700007P21Rik|4930448O08Rik|ARF7EP|RP23-12N7.2|2 E3|2|protein-coding	31.894000000000002	34.746	31.064	31.991	13.735	26.545	28.884	23.451	28.361	14.520999999999999	15.165999999999999	29.195	25.587	8.113999999999999	9.927	Arl14ep
NM_172514	NM_172514	chr15	66526212	66561046	-	2919.0	1	Tmem71|AI661017|E430024D12|-|15 D2|15|protein-coding	5.082	7.473	22.993000000000002	2.0180000000000002	70.757	7.79	11.454	21.698	12.413	52.607	48.321999999999996	5.375	4.025	54.903999999999996	56.06100000000001	Tmem71
NM_001004159	NM_001004159	chr6	123173023	123204671	+	1036.0	1	Clec4b2|Aplra1|F830043G12Rik|mDCAR1|-|6 F2|6|protein-coding	0.8490000000000001	0.723	1.263	0.488	4.99	3.36	4.493	7.336	5.296	12.635	11.629000000000001	3.514	1.08	14.675999999999998	10.782	Clec4b2
NM_019662	NM_019662	chr8	104628066	104631321	-	1568.0	1	Rrad|REM3|Rad|-|8 D3|8|protein-coding	8.259	17.711	28.430999999999997	6.175	21.366	6.547999999999999	9.057	15.753	10.927	12.584000000000001	14.987	6.5729999999999995	5.638	7.9479999999999995	14.184000000000001	Rrad
NM_001271375	NM_001271375	chr11	106751226	106768794	+	1087.0	1	Milr1|Allergin-1|Gm885|Mca32|-|11 E1|11|protein-coding	3.2	4.282	6.585	1.994	12.175999999999998	4.002	5.4510000000000005	9.452	4.333	18.153	15.325	3.821	2.0069999999999997	18.114	14.595	Milr1
NM_001163085	NM_001163085	chrX	159988433	160123351	+	4317.0	1	Map3k15|BC031147|MEKK15|-|X F4|X|protein-coding	7.707999999999999	8.533999999999999	7.854	7.064	9.509	7.39	9.269	9.031	7.194	14.965	13.402000000000001	7.684	5.91	15.387	11.3	Map3k15
NM_174987	NM_174987	chr8	126422501	126425435	+	759.0	1	Coa6|1810063B05Rik|AI447995|-|8 E2|8|protein-coding	19.491	19.022000000000002	18.752	19.374000000000002	15.870999999999999	11.388	11.770999999999999	10.940999999999999	15.413	4.976	10.450999999999999	12.295	11.647	5.747000000000001	6.381	Coa6
NM_007683	NM_007683	chr5	86012025	86065583	-	3170.0	1	Cenpc1|CENP-C|Cenpc|-|5|5 E2-E5|protein-coding	10.985999999999999	10.229	10.412	10.417	4.9910000000000005	10.577	10.799000000000001	8.836	11.152999999999999	5.875	8.414	10.287	9.619	3.4010000000000002	4.132	Cenpc1
NM_001114977	NM_001114977	chr9	95456894	95511996	-	7706.0	1	U2surp|2610101N10Rik|AU023006|Sr140|-|9|9 E4|protein-coding	26.235	23.609	20.524	24.531	11.955	26.241	25.226	19.936	26.271	14.992	17.725	27.186999999999998	24.381999999999998	11.118	12.398	U2surp
NM_146087	NM_146087	chr18	61555582	61588299	+	2001.0	1	Csnk1a1|2610208K14Rik|4632404G05Rik|5430427P18Rik|CK1a|Csnk1a|-|18 D3|18|protein-coding	124.36200000000001	141.72	122.37100000000001	152.556	87.613	118.712	115.406	102.87100000000001	114.777	79.899	83.721	128.528	132.90200000000002	56.114	60.119	Csnk1a1
NM_207221	NM_207221	chr10	67127258	67256326	+	8354.0	1	Jmjd1c|5430433L24Rik|D630035I23Rik|Jmjdic|TRIP8|-|10 B5.1|10|protein-coding	12.135	14.745999999999999	15.466	11.413	16.666	15.54	17.494	20.892	17.163	25.616	26.516	15.73	12.302999999999999	25.851999999999997	27.166999999999998	Jmjd1c
NM_172909	NM_172909	chr7	140218267	140231145	+	3438.0	1	Cd163l1|B430307C05|E430002D04Rik|Scart1|-|7 F4|7|protein-coding	3.425	10.235	16.119	0.715	32.135	2.548	8.74	15.454	9.079	24.057	20.578000000000003	1.521	1.4480000000000002	28.6	23.461	Cd163l1
NM_175677	NM_175677	chr7	104338754	104353349	-	3607.0	1	Trim12c|9230105E10Rik|Trim12-2|-|7 E3|7|protein-coding	7.506	9.744	14.185	6.14	16.139	10.437000000000001	10.52	13.54	11.968	20.366	19.985	8.785	7.539	21.024	19.567	Trim12c
NM_025397	NM_025397	chr11	70451931	70453726	+	884.0	1	Med11|1110030J09Rik|AI465144|AW545069|DN-491F10.5|11 B3|11|protein-coding	90.26299999999999	97.23299999999999	99.426	89.304	34.798	49.215	50.266999999999996	51.108999999999995	53.928999999999995	15.839	34.268	53.941	63.23	20.511999999999997	18.003	Med11
NM_011341	NM_011341	chr4	155992914	156013610	+	5165.0	1	Sdf4|Cab45|RP23-118E21.4|4 E2|4|protein-coding	95.508	121.395	127.552	107.20200000000001	53.161	72.024	75.673	78.113	72.988	39.742	51.403	76.577	88.52600000000001	28.096999999999998	32.152	Sdf4
NM_008444	NM_008444	chr2	153291416	153333389	+	5620.0	1	Kif3b|AI854312|AW549267|mKIAA0359|RP23-192G18.6|2 G-H2|2 75.41 cM|protein-coding	28.433000000000003	34.344	32.974000000000004	31.81	16.410999999999998	29.715999999999998	28.255	27.574	28.671999999999997	15.597000000000001	20.378	27.114	29.499000000000002	11.142999999999999	13.394	Kif3b
NM_011692	NM_011692	chrX	75514297	75534946	+	1593.0	1	Vbp1|-|RP23-252K7.8|X A7.3|X 38.25 cM|protein-coding	54.351000000000006	68.96300000000001	56.971000000000004	63.869	24.795	42.823	47.43600000000001	41.173	47.733000000000004	23.425	29.287	50.403999999999996	44.677	18.736	23.238000000000003	Vbp1
NM_001005223	NM_001005223	chr11	84910955	84916356	-	976.0	1	Znhit3|Myohd1|Trip3|RP23-391K14.3|11 C|11|protein-coding	23.144000000000002	21.017	13.158	20.434	5.456	12.422	15.465	7.499	11.402999999999999	4.204	5.994	13.290999999999999	11.293	2.426	1.62	Znhit3
NM_001002895	NM_001002895	chr17	27563769	27565727	-	630.0	1	AI413582|AI854251|-|17 A3.3|17|protein-coding	10.51	14.589	10.517000000000001	9.291	52.028	11.97	14.032	14.075	13.968	18.09	24.081	12.045	9.236	29.177	24.869	AI413582
NM_025892	NM_025892	chr16	32099802	32108054	+	1695.0	1	Cep19|1500031L02Rik|AI428934|AL022620|-|16 B2|16|protein-coding	5.291	8.029	10.979000000000001	5.585	12.292	3.9360000000000004	7.212999999999999	8.927	6.321000000000001	14.062000000000001	15.912	4.114	5.348	18.087	14.142000000000001	Cep19
NM_145615	NM_145615	chr9	55454436	55512243	-	1450.0	1	Etfa|2010200I21Rik|D9Ertd394e|-|9 B|9|protein-coding	33.295	38.576	33.509	36.155	18.826	20.883000000000003	21.046999999999997	17.472	22.311	8.399	12.583	22.065	19.872	5.329	7.567	Etfa
NM_016677	NM_016677	chr12	17690814	17791926	+	1555.0	1	Hpcal1|NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3|-|12 A1.1-A1.2|12|protein-coding	16.250999999999998	19.609	23.961	17.727999999999998	46.978	15.929	19.262999999999998	24.982	17.543	28.478	35.678000000000004	18.531	16.264	42.756	36.010999999999996	Hpcal1
NM_001164672	NM_001164672	chr4	40722930	40737151	+	5470.0	1	Dnaja1|Hsj2|Nedd7|RP23-135L5.1|4 A5|4|protein-coding	15.360999999999999	14.595999999999998	14.999	14.412	6.077000000000001	10.594000000000001	10.668	9.418	11.081	4.881	6.707000000000001	10.835999999999999	9.349	2.6310000000000002	2.494	Dnaja1
NM_145505	NM_145505	chr19	57361009	57389594	+	5611.0	1	Fam160b1|AI450540|mKIAA1600|-|19 D2|19|protein-coding	9.396	9.308	14.075	8.667	18.843	10.049	12.335999999999999	13.558	11.235999999999999	23.34	23.476999999999997	9.951	9.633	26.664	22.787	Fam160b1
NM_001081117	NM_001081117	chr7	135689788	135716379	-	10059.0	1	Mki67|D630048A14Rik|Ki-67|Ki67|-|7|7 F3-F5|protein-coding	5.687	5.984	6.797999999999999	6.422000000000001	12.582	8.691	9.906	9.955	9.7	13.078	14.919	8.788	6.886	12.42	13.550999999999998	Mki67
NM_172416	NM_172416	chr10	42678916	42702462	+	3001.0	1	Ostm1|1200002H13Rik|HSPC019|gl|-|10 B2|10 22.89 cM|protein-coding	10.850999999999999	11.869000000000002	13.479000000000001	9.752	18.227	12.950999999999999	14.259	17.283	13.85	21.05	21.064	11.823	10.497	20.95	20.537	Ostm1
NM_024221	NM_024221	chr14	8165991	8172992	-	1473.0	1	Pdhb|2610103L06Rik|AL024199|C81408|-|14 A1|14|protein-coding	45.891000000000005	41.16	35.596	41.159	17.865	31.78	31.668000000000003	25.320999999999998	30.818	17.596	20.565	32.79	32.781	11.76	13.052	Pdhb
NM_007452	NM_007452	chr19	60864066	60874538	-	1436.0	1	Prdx3|AW822249|Aop1|D0Tohi1|Ef2l|Mer5|Prx3|SP22|TDXM|-|19 D3|19 56.52 cM|protein-coding	85.39200000000001	78.26100000000001	67.387	84.79	33.734	61.078	57.075	45.675	58.251000000000005	31.473000000000003	30.521	60.806000000000004	61.562	15.404000000000002	18.104	Prdx3
NM_032465	NM_032465	chr16	46035657	46120248	-	2164.0	1	Cd96|1700109I12Rik|Tactile|-|16 B5|16|protein-coding	5.5	8.604	13.91	5.042	17.392	6.2989999999999995	6.41	9.658999999999999	7.152	12.218	10.493	5.118	3.9560000000000004	10.654000000000002	8.862	Cd96
NM_010422	NM_010422	chr13	97176331	97198357	-	1889.0	1	Hexb|-|-|13 D1|13 50.66 cM|protein-coding	8.697000000000001	13.155999999999999	18.014	7.8420000000000005	33.472	13.42	17.923	22.278000000000002	16.496	29.924	31.285	12.594000000000001	9.686	34.306	35.138000000000005	Hexb
NM_021297	NM_021297	chr4	66827811	66842796	+	3841.0	1	Tlr4|Lps|Ly87|Ran/M1|Rasl2-8|RP24-209H15.1|4 C1|4 34.66 cM|protein-coding	1.058	2.331	2.6189999999999998	0.912	7.792999999999999	5.044	7.309	13.65	7.425	14.802	18.419	3.417	1.7919999999999998	15.606	20.241	Tlr4
NM_144869	NM_144869	chr19	4057487	4059294	-	668.0	1	BC021614|-|-|19 A|19|protein-coding	11.732000000000001	15.175999999999998	18.98	17.092	16.795	16.847	14.571	14.749	10.460999999999999	8.384	10.835999999999999	14.046	15.328	6.343	4.291	BC021614
NM_019992	NM_019992	chr5	86071828	86103993	+	1125.0	1	Stap1|AI586015|Brdg1|STAP-1|-|5 E1|5|protein-coding	14.193	16.655	12.252	16.410999999999998	17.877	13.561	13.71	13.95	13.481	26.686	25.252	15.769	10.395	24.925	25.480999999999998	Stap1
NM_001076789	NM_001076789	chr15	103191546	103239816	-	8794.0	1	Cbx5|2610029O15Rik|C75991|HP1|Hp1a|Hp1alpha|-|15 F3|15|protein-coding	13.138	13.290999999999999	10.911	14.129000000000001	6.5489999999999995	20.534000000000002	20.227999999999998	14.693	19.389	9.294	12.894	18.739	19.673	7.688	7.396	Cbx5
NM_009274	NM_009274	chr5	23503356	23616571	-	6419.0	1	Srpk2|AW226533|AW492537|AW547358|Wbp6|mSRPK2|-|5 A3|5 10.36 cM|protein-coding	5.301	8.788	13.036	5.797000000000001	17.59	11.277999999999999	13.567	18.352999999999998	12.652000000000001	35.458	31.266	10.783	8.289	43.091	33.971	Srpk2
NM_028840	NM_028840	chr3	19132144	19163065	-	2922.0	1	Armc1|2310016N05Rik|2900046P06Rik|3110009G21Rik|AA409258|AW048872|Arcp|C330014L16Rik|-|3|3 A3|protein-coding	20.179000000000002	19.588	16.992	21.985	11.695	18.204	16.913	13.15	17.343	9.472000000000001	12.267000000000001	17.512	17.636	6.909	6.6979999999999995	Armc1
NM_174995	NM_174995	chr3	51661193	51682675	+	582.0	1	Mgst2|GST2|MGST-II|-|3 C|3|protein-coding	4.752	11.387	17.358	4.035	40.951	5.382000000000001	10.422	16.082	10.317	38.045	26.408	4.317	3.557	44.86	30.147	Mgst2
NM_008685	NM_008685	chr15	103248218	103255416	-	1663.0	1	Nfe2|45kDa|NF-E2|p45|p45NFE2|p45nf-e2|-|15 F3|15 58.62 cM|protein-coding	10.282	14.469000000000001	16.158	6.735	51.886	12.069	15.665	28.141	16.248	55.68600000000001	56.167	8.201	7.436	69.206	65.74	Nfe2
NM_001111102	NM_001111102	chr3	88483205	88503352	-	2054.0	1	Lmna|Dhe|-|3 F1|3 38.84 cM|protein-coding	12.752	34.510999999999996	36.399	14.582	6.997000000000001	10.505999999999998	13.759	17.816	14.465	6.531000000000001	9.245	10.584000000000001	13.947000000000001	2.73	4.211	Lmna
NM_021882	NM_021882	chr10	128706258	128720238	+	2117.0	1	Pmel|D10H12S53E|D12S53Eh|Pmel17|Si|Silv|gp100|gp87|-|10 D3|10 77.13 cM|protein-coding	2.969	3.503	8.539	2.97	17.534000000000002	6.193	7.485	6.914	6.773	11.167	11.452	5.303999999999999	4.387	16.836	10.086	Pmel
NM_001122754	NM_001122754	chr5	72695978	72752777	-	2243.0	1	Txk|A130089B16Rik|Btkl|PTK-RL-18|PTK4|Rlk|-|5 C3.2|5 38.44 cM|protein-coding	7.212000000000001	12.1	17.468	7.023	30.794	11.948	10.776	13.334000000000001	12.254000000000001	10.917	15.694	9.829	7.808	14.029000000000002	14.94	Txk
NM_018785	NM_018785	chr2	53138476	53191187	-	3537.0	1	Prpf40a|2810012K09Rik|FBP11|Fnbp11|Fnbp3|RP23-282A22.2|2|2 C1|protein-coding	64.74	65.22	52.324	65.529	30.461	57.86	49.535	43.156000000000006	53.196000000000005	32.221	33.305	55.114	50.747	24.1	26.031999999999996	Prpf40a
NM_031251	NM_031251	chr11	73183133	73199019	-	2997.0	1	Ctns|AI195360|AW049661|RP23-263M10.9|11 B4|11|protein-coding	3.929	4.83	7.287000000000001	3.593	10.609000000000002	6.542000000000001	7.562	10.449000000000002	7.928	15.319	14.657	6.775	5.694	12.640999999999998	13.275	Ctns
NM_023635	NM_023635	chr9	73044810	73097614	+	3040.0	1	Rab27a|2210402C08Rik|2410003M20Rik|4933437C11Rik|ash|-|9 D|9 40.08 cM|protein-coding	15.922	21.215	26.921	16.342	55.22	22.974	26.713	33.219	26.017	55.655	52.888999999999996	20.627	19.307000000000002	62.496	58.902	Rab27a
NM_001293622	NM_001293622	chr3	136670066	136937727	+	4801.0	1	Ppp3ca|2900074D19Rik|CN|Caln|Calna|CnA|-|3 G3|3|protein-coding	5.638999999999999	8.594	12.139000000000001	4.418	22.98	9.896	12.821	19.73	13.186	38.184	34.192	8.811	6.689	41.986000000000004	38.635	Ppp3ca
NM_026375	NM_026375	chr1	179744904	179804015	-	8793.0	1	Ahctf1|6230412P20Rik|AV011447|Elys|-|1 H4|1 83.62 cM|protein-coding	35.669000000000004	33.175	29.103	33.813	17.945	32.293	31.156	26.779	31.612	18.101	21.37	32.304	30.861	13.052999999999999	15.727	Ahctf1
NM_028756	NM_028756	chr16	45139573	45158673	-	4191.0	1	Slc35a5|1010001J06Rik|AU021179|BB097433|D16Ertd450e|D730043G07Rik|-|16 B5|16 29.44 cM|protein-coding	6.19	7.218999999999999	7.768	6.4479999999999995	8.61	8.027999999999999	8.662	11.083	8.533999999999999	15.181	19.33	7.059	6.515	17.797	18.785999999999998	Slc35a5
NM_001276463	NM_001276463	chr15	64086840	64312673	-	6115.0	1	Asap1|AV239055|DEF-1|Ddef1|PAP|mKIAA1249|s19|-|15|15 D3|protein-coding	10.849	15.565999999999999	21.456	9.424	26.26	13.489	14.718	21.993000000000002	14.373	26.305	24.275	12.040999999999999	9.397	26.932	25.775	Asap1
NM_019456	NM_019456	chr2	22774327	22875653	+	2524.0	1	Apbb1ip|9930118P07Rik|Prp48|RP23-114M13.1|2 A3|2|protein-coding	23.212	33.773	51.756	19.425	89.819	28.016	37.037	65.467	40.134	106.277	93.04799999999999	24.824	20.328	119.537	112.45700000000001	Apbb1ip
NM_172779	NM_172779	chrX	56454839	56507843	+	3789.0	1	Ddx26b|4930535D10Rik|6330505F04Rik|D130066O12|-|X A5|X|protein-coding	5.42	3.852	8.052	4.482	16.851	8.88	9.059	13.614	10.847000000000001	28.119	21.813000000000002	7.47	6.172999999999999	27.513	22.671	Ddx26b
