id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-MEKi	0-1uM-PCC-24h-2	100uM-K99A-24h-MEKi	100uM-K99A-24h-2	10uM-K99A-24h-MEKi	10uM-K99A-24h-2	10uM-PCC-24h-MEKi	10uM-PCC-24h-2	No-Peptide-24h-MEKi	No-Peptide-24h-2	No-Peptide-24h	No-Peptide-24h-std	10uM-K99A-24h	10uM-K99A-24h-std	100uM-K99A-24h	100uM-K99A-24h-std	0-1uM-PCC-24h	0-1uM-PCC-24h-std	10uM-PCC-24h	10uM-PCC-24h-std	gene_name
NM_026641	chr3	68892499	69004570	-	4068.0	1	Ift80|4921524P20Rik|Wdr56|mKIAA1374|-|3|3 E2|protein-coding	18.43	20.421	24.089	17.15	15.784	23.272	23.557	23.7	21.924	21.916	24.607	20.33	18.375	10.63	8.019	11.9015	5.490684155913545	24.348000000000003	0.3662813126550243	21.1725	1.0627814921233525	20.9935	3.6253364671434505	17.7625	0.8662058069534918	Ift80
NM_001252456	chr17	56412426	56462221	-	5587.0	1	Ptprs|AL022616|PTP|PTP-NU3|PTPNU-3|PTPsigma|Ptpt9|R-PTP-S|RPTPsigma|AC073761.1|17 D|17 29.32 cM|protein-coding	14.634	17.948	29.179	17.907	9.642	13.050999999999998	17.632	18.957	17.844	14.454	16.426	14.729	16.434	9.201	9.306	9.474	0.23758787847877635	22.8025	9.017732780472027	17.896	0.07353910524409595	16.133000000000006	2.119906129997248	17.1705	1.041568288687721	Ptprs
NM_019662	chr8	104628066	104631321	-	1568.0	1	Rrad|REM3|Rad|-|8 D3|8|protein-coding	8.259	17.711	28.431	6.175	21.366	6.547999999999999	9.057	15.753	10.927	12.584	14.987	6.573	5.638	7.947999999999999	14.184	17.775	5.0784409024817965	21.709	9.506343566271935	14.319	4.797012403569544	8.658000000000001	0.5642712113868578	5.9064999999999985	0.37971634149718736	Rrad
NM_011543	chr11	52231995	52246858	+	1446.0	1	Skp1a|15kDa|2610043E24Rik|2610206H23Rik|EMC19|OCP-II|OCP2|SKP1|Tceb1l|p19A|p19Skp1|RP23-223A11.5|11 B1.3|11 31.86 cM|protein-coding	107.03	117.139	92.49	103.443	46.73	65.108	67.444	59.132	62.358	32.876999999999995	39.224	65.775	75.337	22.666	26.284	36.507	14.457505248140142	65.857	37.664749806682615	89.7485	38.73601658018021	87.23700000000001	27.991529040050764	89.39	19.873943192029106	Skp1a
NM_173867	chr4	140701473	140723220	+	3752.0	1	Rcc2|2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470|RP23-275J10.2|4 D3|4|protein-coding	283.235	273.876	215.288	262.512	83.50200000000002	167.02	161.596	143.655	164.144	57.469	74.778	186.042	229.338	36.354	39.847	61.67450000000001	30.868746532698733	145.033	99.35557382452177	219.01	77.5922413131623	222.4155	86.01176175675045	245.925	23.457560359082237	Rcc2
NM_001003913	chr10	127296221	127311786	-	2916.0	1	Mars|Metrs|Mtrns|-|10 D3|10|protein-coding	120.133	120.409	98.082	116.779	30.584	71.436	68.55	54.277	69.531	23.584	30.4	81.077	90.125	14.338	14.729	22.6565	11.211178015712711	64.241	47.858401164267924	94.97	35.97617881320912	94.3415	36.474689093945706	103.45200000000001	18.84722414574624	Mars
NM_009884	chr7	35046422	35056566	-	4698.0	1	Cebpg|C/EBP[g]|C/EBPgamma|GPE1-BP|Gpe1bp|Ig/EBP|-|7 B1|7|protein-coding	38.634	43.871	41.334	35.292	18.114	28.806	31.388	28.102	30.663	18.145	22.52	28.452	30.227	13.117	15.433	16.7735	1.895753280361152	31.927	13.303506981243698	37.266999999999996	9.339466365911905	35.010999999999996	5.123695736477722	32.7595	3.5814958467098155	Cebpg
NM_016891	chr17	20945454	20965905	+	2239.0	1	Ppp2r1a|6330556D22Rik|PP2A|PR65|-|17 A3.2|17|protein-coding	130.908	136.592	119.592	135.145	67.332	110.031	110.594	95.236	110.599	55.32100000000001	73.07300000000002	120.774	122.224	54.714	53.706	60.519	9.635037000447932	96.3325	32.893900354017056	123.5955	18.37982656338194	120.751	14.36416715302342	128.6845	9.136526719711156	Ppp2r1a
NM_001282737	chr4	107879755	107887424	+	685.0	1	Magoh|Mago-m|Mos2|RP23-40G2.2|4 C7|4 50.18 cM|protein-coding	160.47299999999996	161.76	123.295	164.195	42.643	77.908	75.579	55.169	75.112	35.461	34.09	82.71	89.277	25.106	22.728	32.685500000000005	14.082031547330072	78.6925	63.077460415745996	118.436	61.269388376251975	118.02599999999998	60.02912308205077	126.736	52.97502583293378	Magoh
NM_134023	chr11	4186833	4215505	+	1902.0	1	Tbc1d10a|AI447804|EPI64|Tbc1d10|mFLJ00288|RP23-453B22.5|11 A1|11|protein-coding	46.182	65.24600000000001	51.887	43.805	22.724	28.76	32.387	33.855	31.27	16.093	17.83	30.138	39.89	15.692	15.383	19.0535	5.190870880690444	34.8585	24.08193564687025	48.258	24.024659997594146	39.2845	9.754538046468467	41.8475	2.768323048345416	Tbc1d10a
NM_001159963	chr5	43744618	43782149	-	2842.0	1	Fbxl5|Fbl4|Fir4|-|5 B3|5|protein-coding	23.048	28.676	30.048	19.603	48.243	43.7	53.177	88.12899999999998	52.199	118.812	111.631	35.559	23.507	132.362	130.116	89.1795	57.89295349608623	70.8395	57.687892529542104	40.4375	16.633272813851143	38.1125	21.30442021036951	21.555	2.760544873752272	Fbxl5
NM_011692	chrX	75514297	75534946	+	1593.0	1	Vbp1|-|RP23-252K7.8|X A7.3|X 38.25 cM|protein-coding	54.351000000000006	68.96300000000001	56.971	63.869	24.795	42.823	47.43600000000001	41.173	47.733	23.425	29.287	50.404	44.677	18.736	23.238000000000003	24.0165	1.1009652583075908	43.12900000000001	19.575544130368378	58.348000000000006	15.011876964590412	50.8935	4.889643391905012	54.273	13.570793344532252	Vbp1
NM_011718	chr15	98771752	98778150	-	2220.0	1	Wnt10b|Wnt12|-|15 F1|15 54.65 cM|protein-coding	3.096	11.674	17.17	4.899	1.653	4.52	6.439	7.354	5.689	2.904	5.07	4.4110000000000005	4.688	0.561	0.579	1.1159999999999999	0.7594326829943516	11.12	8.555992052357226	8.6815	4.23203408540149	4.7675	2.3638579695066286	4.7935	0.1491995308303668	Wnt10b
NM_023172	chr15	58933810	58939489	+	645.0	1	Ndufb9|1190008J14Rik|-|15|15 D2|protein-coding	122.8	138.155	112.869	121.891	62.119	63.944	58.979	60.118	63.158	26.049	36.358	68.523	72.347	34.006	38.16	50.1395	16.94157137044848	74.6135	54.10144693536393	100.6565	53.030887268647525	90.8895	45.128261882106656	97.119	35.032898367106306	Ndufb9
NM_010792	chr10	127041932	127045461	+	879.0	1	Mettl1|2810012D02Rik|-|10 D3|10|protein-coding	108.322	85.176	64.583	72.178	14.645	60.912	48.681	34.667	54.118	14.595	19.628	50.106	67.40899999999999	3.544	3.205	8.925	8.089301576774103	42.1055	31.78798534824123	69.64699999999999	21.961322410091768	78.50150000000002	42.172555536746884	69.7935	3.3721922394784296	Mettl1
NM_009424	chr2	101678440	101700974	+	5464.0	1	Traf6|2310003F17Rik|AI851288|C630032O20Rik|RP23-313G3.1|2 E2|2|protein-coding	43.887	50.478	45.757	46.67	16.085	46.542	45.783	43.275	47.727	22.216	25.924	47.857	46.254	13.673	16.734	16.4095	0.4589123009900055	35.8405	14.024048791272794	49.1025	1.9452507550441458	44.835	1.3406744571296587	46.461999999999996	0.29415642097174605	Traf6
NM_009687	chr14	50924949	50927188	+	1300.0	1	Apex1|APE|Apex|HAP1|Ref-1|-|14 C3|14 26.3 cM|protein-coding	231.75	192.985	130.594	179.40099999999995	35.951	95.891	88.185	56.895	89.111	20.188	32.493	81.839	109.579	10.928	14.713	25.331999999999997	15.017533818839894	81.5435	69.3678823411815	141.048	73.45000978897146	159.9675	101.5157850410467	144.48999999999995	49.37160967600714	Apex1
NM_172015	chr13	49682130	49734267	+	4360.0	1	Iars|2510016L12Rik|AI327140|AU044614|E430001P04Rik|ILRS|-|13 A5|13|protein-coding	84.613	75.75399999999998	69.435	82.884	18.877	69.184	67.018	50.456	67.315	18.297	28.86	73.758	70.234	10.076	12.413	15.645	4.57073823358984	49.1475	28.690857646644172	71.5345	5.967274126433304	75.8155	12.441543814977305	76.559	8.944900782009801	Iars
NM_018807	chr2	153227769	153241358	-	5402.0	1	Plagl2|AU018672|AW552839|mKIAA0198|RP23-192G18.4|2|2 H2|protein-coding	78.075	85.115	73.34899999999998	89.34200000000001	20.557	87.087	88.073	73.175	88.23200000000001	30.79	39.327	95.513	96.957	17.105999999999998	18.042	19.2995	1.7783735546841095	56.338	24.057186909528713	86.6735	2.2040518369585334	83.074	7.069653598303119	93.14950000000002	5.3846181387352665	Plagl2
NM_011894	chr14	31373964	31436033	-	2462.0	1	Sh3bp5|AI606498|SH3BP-5|Sab|-|14|14 B|protein-coding	15.184	29.112	41.746	10.405	54.429	17.812	23.893	40.589	23.085	36.635	39.208	15.39	13.817	47.354	41.153	47.791000000000004	9.387549627032604	40.477	1.7946370106513374	26.0985	4.261732570211292	19.5385	6.158192957353651	12.110999999999999	2.4126483374084904	Sh3bp5
NM_007782	chr4	126024659	126044975	+	3888.0	1	Csf3r|Cd114|Csfgr|G-CSF-R|G-CSFR|RP23-140F18.1|4 D2.2|4 59.77 cM|protein-coding	3.805	7.0310000000000015	11.403	1.868	37.578	10.548	25.216	68.817	26.973000000000006	142.558	121.626	8.44	4.015	191.005	147.128	92.353	77.46354787898626	66.5145	77.93943074272485	17.002000000000002	14.101123430422133	14.5105	15.139863291985163	2.9415	1.5181582592075162	Csf3r
NM_009969	chr11	54247270	54249899	-	1027.0	1	Csf2|Csfgm|GMCSF|Gm-CSf|MGI-IGM|RP23-309E16.1|11 B1.3|11 32.13 cM|protein-coding	46.601000000000006	69.444	34.846	47.63399999999999	12.384	23.949	31.959	22.339	30.694000000000006	7.165	12.455	27.109	28.003	2.245	3.706	8.045	6.13627264713686	23.6505	15.83282793754799	50.068999999999996	27.400387770978718	39.28	10.353457490133447	37.8185	13.881213221473086	Csf2
NM_011817	chr13	51846675	51848474	+	1074.0	1	Gadd45g|AI327420|C86281|CR6|DDIT2|OIG37|-|13|13 A5-B|protein-coding	29.655	57.774	27.609	28.965	8.617	10.964	17.25	15.595	15.182	5.033	6.093	10.694	13.337	6.614	8.145	8.381	0.33375440072004303	16.851	15.214109504009762	36.478	30.11709202429743	23.4525	8.77165962061913	21.151	11.050664776383366	Gadd45g
NM_001029890	chr3	88532395	88541394	+	5772.0	1	Mex3a|2700083E18Rik|Gm411|Rkhd4|-|3 F1|3|protein-coding	5.2570000000000014	9.294	15.369000000000002	3.687	2.499	2.914	6.42	8.169	6.1160000000000005	6.2170000000000005	7.026	3.695	3.907	2.084	2.0380000000000003	2.2685000000000004	0.3259762261269975	11.197500000000002	5.899391875439362	7.705	2.247185350610851	5.8385	0.8223651865199598	3.797	0.1555634918610533	Mex3a
NM_026125	chr4	155962312	155966629	+	1311.0	1	Fam132a|1110035L05Rik|C1qdc2|CTRP12|alipolin|RP23-118E21.2|4 E2|4 87.66 cM|protein-coding	10.069	25.515	19.405	10.059	5.6389999999999985	9.292	10.509	15.46	12.042	4.52	7.6389999999999985	8.174	9.347	7.4620000000000015	6.711	6.175	0.7580184694319854	13.522	8.319818387440918	18.7785	9.526849662926349	10.289000000000001	0.3111269837220837	9.703	0.5034600282048379	Fam132a
NM_009006	chr19	6341160	6355619	+	4614.0	1	Map4k2|AI385662|BL44|GCK|Rab8ip|-|19 A|19|protein-coding	19.455	24.519	52.857	22.912	75.398	32.675	42.069	50.973	43.505	89.075	81.202	34.971	30.995	102.704	80.06	77.729	3.296531813891908	67.0295	20.042941712732684	34.012	13.425129347607786	30.762	15.990512749752586	26.9535	5.7155441123308925	Map4k2
NM_001033302	chr3	95878505	95882228	-	1387.0	1	Ciart|Chrono|Gm129|-|3 F2.1|3|protein-coding	22.48	27.359	22.764	16.698	3.802	12.17	13.527	13.649	14.928	4.1789999999999985	6.005	12.717	11.578	1.7519999999999998	2.387	3.0945	1.0005560953789636	14.3845	11.850402545905357	21.1435	8.790044396929979	18.003500000000006	6.330727011963152	14.138	3.620386719675128	Ciart
NM_008946	chr11	70525357	70527858	+	1028.0	1	Psmb6|Lmp19|Mpnd|RP23-122P1.4|11 B3|11 42.99 cM|protein-coding	172.768	188.944	146.609	174.395	64.876	84.64200000000002	85.62799999999999	74.27600000000002	79.557	31.041	45.865	89.428	119.36	28.186	35.77	50.32300000000001	20.581049973215624	96.237	71.23676556385755	134.25050000000002	77.34828947365288	129.19799999999998	61.617284912595814	146.8775	38.91562170260168	Psmb6
NM_008503	chr17	24720063	24721927	+	991.0	1	Rps2|Llrep3|S4|-|17 A3.3|17|protein-coding	276.059	242.451	192.404	245.729	77.367	156.054	151.032	114.899	143.9	48.629	58.734	158.785	169.209	30.244	33.864000000000004	55.6155	30.761266301958376	125.56900000000002	94.51896344120578	193.1755	69.68608039271547	213.5455	88.40743953141062	207.46900000000002	54.1078108963947	Rps2
NM_025824	chr1	58393136	58406548	+	2819.0	1	Bzw1|1200015E15Rik|mKIAA0005|-|1|1 C2|protein-coding	107.349	115.373	92.056	110.8	47.86600000000001	91.096	89.958	67.279	84.92399999999998	42.576	54.151	89.814	89.35600000000002	37.975	40.447	44.1565	5.246025209622996	73.1035	26.8028825408761	100.14849999999998	21.530694380349217	98.6535	12.29729403161532	100.07799999999999	15.163197815764265	Bzw1
NM_029632	chr17	36948355	36951792	-	1674.0	1	Ppp1r11|1500041B02Rik|AV117883|Hcgv|Tcte5|Tctex-5|Tctex5|-|17 B1|17 19.16 cM|protein-coding	82.289	87.329	79.16	84.56299999999997	32.706	46.018	46.713	40.022	47.371	20.113	25.648000000000003	52.161	62.636	16.601	17.065	24.8855	11.059857164538775	52.404	37.83869807485454	67.35	28.254572762652067	64.501	25.156030847492598	73.59949999999998	15.504730391077487	Ppp1r11
NM_183368	chr17	6705830	6738044	+	1493.0	1	Sytl3|A430092N21|Slp3|Slp3-a|Slp3-b|mFLJ00307|-|17|17 A1|protein-coding	18.357	23.488000000000003	24.49	17.375	5.956	10.296	14.015	17.676	16.711	8.331	8.435	10.2	13.829	2.379	4.734	5.3450000000000015	0.8640844866099536	16.4625	11.352599371950026	20.0995	4.792062656101244	16.186	3.0702576439119835	15.602	2.5074006460875093	Sytl3
NM_001252506	chr16	23290470	23360350	+	4035.0	1	St6gal1|AW742324|Siat1|St6Gal-I|St6gal|St6galI|-|16 B1|16 14.03 cM|protein-coding	14.582	24.851	35.993	10.396	44.319	12.694	16.385	22.412	15.715	27.534	27.634	10.979	9.499	25.758000000000006	24.975	34.647	13.67827357527257	31.8135	5.910705583938322	20.283	6.46012755292029	15.4835	1.274913526479346	9.9475	0.634274782724344	St6gal1
NM_001252653	chr3	95734148	95739569	-	1883.0	1	Ecm1|AI663821|p85|-|3 F2.1|3 40.91 cM|protein-coding	50.276	41.667	39.401	23.543000000000006	28.005	57.823	56.312	55.163	59.817	10.583	20.985	52.68899999999999	40.946	11.284	14.069	21.037	9.854240102615726	30.193	13.022078482331452	50.742	12.833988078535814	53.294	4.2680965312420645	32.2445	12.305779312989486	Ecm1
NM_028057	chr1	134405990	134411738	+	1615.0	1	Cyb5r1|1500005G05Rik|B5R.1|C80155|Nqo3a2|-|1 E4|1|protein-coding	56.362	70.589	54.271	63.245	20.008	50.034	46.673	43.357	46.346	34.356	35.641	42.923	52.972	31.985	30.97	25.489	7.75130453536694	44.956	13.173399333505365	58.4675	17.142389696305475	51.5175	6.851157602916479	58.1085	7.264107963129419	Cyb5r1
NM_001113391	chr1	165788681	165862112	+	1676.0	1	Cd247|4930549J05Rik|A430104F18Rik|AW552088|Cd3|Cd3-eta|Cd3-zeta|Cd3h|Cd3z|Cd3zeta|T3z|Tcrk|Tcrz|RP23-132G24.1|1 G-H|1 73.14 cM|protein-coding	114.146	142.111	154.153	163.815	104.879	98.26	99.853	91.747	101.733	63.802	79.545	127.815	145.58700000000005	50.303	42.553	73.71600000000001	44.071137244232766	116.849	52.755822730765956	121.92200000000001	28.55155761075034	106.9995	10.10667722349934	154.70100000000005	12.889142407468182	Cd247
NM_177324	chr7	110308013	110614920	-	7120.0	1	Sbf2|4833411B01Rik|AA414977|AI317167|B430219L04Rik|Mtmr13|mMTMH1|-|7|7 F2|protein-coding	9.17	14.715	17.141	10.347	3.3760000000000003	8.449	11.861	14.253	11.378	8.671	10.8	8.771	8.825	4.113	5.276	4.3260000000000005	1.3435028842544376	13.9705	4.4837640995038885	13.0465	2.3596153288195123	10.5155	1.9028243481730025	9.586	1.0762165209659258	Sbf2
NM_027000	chr13	8972478	8996012	-	2546.0	1	Gtpbp4|2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1|-|13 A1|13|protein-coding	145.69	140.619	93.365	126.172	32.51	78.627	72.953	56.277	69.89699999999999	20.565	27.029	73.204	75.137	13.143	16.965999999999998	24.738000000000003	10.991267806763688	60.197	46.90663543679082	105.258	50.00800577907504	109.3215	51.4328259431659	100.6545	36.0871945778554	Gtpbp4
NM_009423	chr11	78158423	78165550	-	3007.0	1	Traf4|A530032M13Rik|CART1|msp2|RP23-185A18.2|11|11 B5-C|protein-coding	44.152	60.685	48.217	49.215	19.222	34.589	37.734	35.73699999999999	37.939	12.518	17.032	41.28100000000001	44.415	5.533	8.728	13.975	7.420378561771622	32.6245	22.05112497130249	49.312	16.083850844869225	40.943000000000005	4.5382113216553135	46.815	3.3941125496954925	Traf4
NM_019654	chr17	87107679	87137588	+	4392.0	1	Socs5|1810018L08Rik|Cish5|mKIAA0671|-|17 E4|17|protein-coding	12.376	18.017	18.848	11.747	6.05	9.708	11.616	12.578	12.351	6.509	9.979	10.623	9.516	4.583	4.591	5.3205	1.0316687937511764	14.4135	6.271330042343491	15.184000000000001	4.00646702220298	11.996	0.5374011537018111	10.6315	1.5775552288272017	Socs5
NM_134137	chr18	42202349	42262071	-	3772.0	1	Lars|2310045K21Rik|3110009L02Rik|AW536573|mKIAA1352|-|18|18 E|protein-coding	95.448	93.774	74.729	95.536	21.135	61.545	62.106	50.187	61.533	21.961	25.631	63.928	67.937	11.977	13.902	17.518500000000003	5.11450334832228	50.18	34.71752874269711	77.65350000000002	22.79782973223546	78.777	23.57635429832184	81.7365	19.51544005396748	Lars
NM_010444	chr15	101266846	101274794	+	2467.0	1	Nr4a1|GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|TIS1|TR3|nur77|-|15|15 F|protein-coding	341.7519999999999	355.147	196.837	261.26	94.786	216.536	218.072	186.704	217.519	47.806	63.62600000000001	233.897	253.381	15.988	23.019	58.9025	50.74693236541496	130.2315	94.19440142864114	286.333	97.31769208114237	279.91200000000003	87.45496669715216	257.3205	5.571294328967505	Nr4a1
NM_009912	chr9	123962126	123968692	-	2827.0	1	Ccr1|Cmkbr1|Mip-1a-R|-|9 F|9 75.05 cM|protein-coding	3.647	11.344	13.05	2.237	30.943	9.685	20.559	42.593	20.654	69.155	71.46600000000002	7.218	5.3039999999999985	77.564	80.176	55.5595	34.81298815815728	42.258	41.30634972979337	15.999	6.583164132846753	12.103	11.958589883426896	3.7705	2.16869649789914	Ccr1
NM_173869	chr16	36156811	36161948	+	409.0	1	Stfa2l1|-|-|16 B3|16|protein-coding	9.427	12.827	24.9	3.534	56.629	12.339	24.373	55.405	22.021	150.15	135.281	7.898	2.736	210.243	172.56099999999995	114.59499999999998	81.97630335651881	80.0905	78.05115361415228	17.424	6.501139746229127	16.9	10.568417951614146	3.135	0.5642712113868672	Stfa2l1
NM_025409	chr18	76930027	76941614	+	1389.0	1	Ier3ip1|1110057H19Rik|AI644142|AL022842|AL022863|AV026606|-|18 E3|18|protein-coding	38.68	42.144	40.045	38.966	19.839	22.76	24.645	24.573	22.322	12.659	18.204	24.806	23.927	12.112	10.177	15.008	6.832065719824426	29.1245	15.443919207895384	32.233000000000004	14.016270616679757	31.6625	9.924243673953194	31.4465	10.634178882264482	Ier3ip1
NM_177363	chr7	3489076	3502552	-	949.0	1	Tarm1|9930022N03Rik|ENSMUSG00000053338|Gm9904|OLT-2|-|7 A1|7|protein-coding	9.848	16.959	11.248	5.064	22.39	37.714	46.62600000000001	73.934	49.253	46.732	49.213	23.448	14.681	54.169	53.486	37.938	21.988192467776884	30.2305	26.845308947747284	33.106	22.83530639163836	28.237	26.00597319847884	9.8725	6.80024591467103	Tarm1
NM_008694	chr9	110419808	110423012	+	1155.0	1	Ngp|bectenecin|-|9 F2|9|protein-coding	534.788	913.145	1031.474	318.353	2856.762	662.847	892.8969999999998	1543.66	898.7360000000001	2547.593	2583.673	525.158	338.664	3169.89	2881.396	2869.079	17.418868447795187	1807.5735	1097.5704386509774	905.9405	10.188701610116768	713.8425	253.2213023039335	328.5085	14.362045832677632	Ngp
NM_021099	chr5	75574991	75656721	+	5142.0	1	Kit|Bs|CD117|Fdc|Gsfsco1|Gsfsco5|Gsfsow3|SCO1|SCO5|SOW3|Ssm|Tr-kit|W|c-KIT|-|5 C3.3|5 39.55 cM|protein-coding	6.121	17.352999999999998	15.924	4.082	10.919	5.381	9.611	14.425	10.187	13.07	14.145	4.397	3.145	10.494000000000002	16.427	13.673	3.8947441507754985	15.0345	1.25794296373085	13.77	5.067127193982798	7.866	2.467802666341049	3.6135	0.6625590539717897	Kit
NM_001170967	chr18	31804057	31841642	+	1138.0	1	Wdr33|1110001N06Rik|2310011G05Rik|2810021O11Rik|8430413N20Rik|WDC146|-|18|18 B3|protein-coding	38.37300000000001	44.161	41.90600000000001	38.384	19.353	33.133	28.883000000000006	30.611	32.795	19.972	17.688	32.845	31.368	12.648	14.028	16.6905	3.7653436098183453	29.797000000000004	17.124712026775807	38.478	8.036975674966277	33.628	6.710443353460359	34.876000000000005	4.961061176804793	Wdr33
NM_001113379	chr7	98494222	98501830	+	3812.0	1	Lrrc32|AI426318|D11S833Eh|D7H11S833E|EG434215|Garp|-|7 E2|7 53.86 cM|protein-coding	7.0470000000000015	21.7	11.684	4.673	3.269	6.9689999999999985	9.005	10.911	9.75	2.323	3.993	5.7970000000000015	5.504	1.537	1.569	2.419	1.2020815280171309	7.838500000000002	5.4383582541057365	15.725	8.449926035179244	8.026	1.3845150775632755	5.0885	0.587605735166022	Lrrc32
NM_027349	chr12	83632234	83683123	+	4223.0	1	Rbm25|2600011C06Rik|2610015J01Rik|A130095G20Rik|AI159652|AL023075|AU043498|RNPC7|-|12 D1|12|protein-coding	102.909	92.166	87.59	93.264	50.316	86.318	78.79	64.175	75.554	55.1	53.019	79.186	81.602	37.626	39.839	45.0775	7.408357746491481	70.3045	24.445388532400113	83.86	11.746457849070874	90.8495	17.054708455438213	87.43299999999998	8.246279282197717	Rbm25
NM_020578	chr17	73804841	73832093	+	3650.0	1	Ehd3|Ehd2|-|17 E2|17 45.2 cM|protein-coding	8.083	14.514	21.38	4.999	20.198	5.4670000000000005	8.825	13.458	8.977	15.487	14.303	4.06	4.829	10.823	10.982	15.59	6.516696095415223	17.8415	5.0041946904571795	11.7455	3.915250247429913	8.454	0.5246732316403953	4.914	0.12020815280172815	Ehd3
NM_001025246	chr2	93187584	93201757	+	2652.0	1	Trp53i11|Tp53i11|RP23-217C12.1|2 E1|2|protein-coding	8.612	14.889	23.071	8.093	16.453	9.843	14.77	15.205	13.487	13.923	15.872	10.034	11.224	11.724	12.542	14.4975	2.7654946212206	19.4715	5.090461717761956	14.187999999999999	0.9913637072235358	11.691	4.354363558546761	9.6585	2.213951331895079	Trp53i11
NM_153137	chr1	193175504	193201546	-	2103.0	1	Traf3ip3|6030423D04Rik|AI115021|T3jam|RP23-282D4.1|1 H6|1|protein-coding	21.781	27.104	52.938	19.156	77.955	26.783	30.946	37.747	32.318000000000005	54.997	54.577	25.015	23.227	54.608	48.319	63.137	20.9558165672445	53.7575	1.1589480143645845	29.711	3.686854757106673	26.3635	6.480633649574694	21.1915	2.8786317062104243	Traf3ip3
NM_009500	chr2	27263635	27426825	-	3452.0	1	Vav2|2810040F13Rik|AI847175|RP23-113K24.1|2 A3|2 19.36 cM|protein-coding	11.91	17.026	20.13	10.55	7.683	11.175	10.625	11.559	11.726	8.169	9.766	11.125	10.422	5.505	6.615	7.149	0.7551900423072336	14.948	7.328454680217372	14.376	3.7476659402887034	11.2675	0.9086322138247166	10.485999999999999	0.09050966799176634	Vav2
NM_130796	chr13	113592179	113618564	-	4443.0	1	Snx18|Snag1|-|13 D2.2|13|protein-coding	15.252	21.415	23.621	12.027	21.376	13.5	16.426	25.422	18.582	26.31	28.544	13.398	13.034	29.452	28.678	25.026999999999997	5.163293716224165	26.0825	3.4810866837813688	19.9985	2.00323351110149	15.839	0.8301433611130152	12.5305	0.7120565286548932	Snx18
NM_001177606	chr11	70235204	70237914	-	673.0	1	0610010K14Rik|1110020A23Rik|AL033328|AU045833|Bap18|DN-160I24.7|11 B3|11|protein-coding	75.098	88.74	71.467	77.146	42.788	45.596	52.542	45.905	54.377	17.031	22.1	48.53	51.462	19.351	16.156	29.471999999999998	18.831667796560144	46.7835	34.90774046683629	71.5585	24.298310321913306	63.82	15.949500556443764	64.304	18.16133056799524	0610010K14Rik
NM_007839	chr5	52150203	52190546	-	3026.0	1	Dhx15|DBP1|DEAH9|Ddx15|HRH2|mDEAH9|-|5 C1|5|protein-coding	162.64600000000004	157.33	128.428	161.201	74.081	136.336	126.584	102.747	127.028	58.947	77.203	134.113	129.506	46.95	56.92100000000001	65.501	12.13395236516115	102.8155	36.22154486628095	142.179	21.426749683514668	144.615	25.49968474314927	145.3535	22.41174942970768	Dhx15
NM_001272052	chr2	163726571	163750239	-	1690.0	1	Ada|-|RP23-144O20.2|2 H3|2 84.44 cM|protein-coding	8.033999999999999	11.32	16.625999999999998	7.825	4.13	5.149	6.2879999999999985	7.662000000000001	5.513	3.16	6.865	6.189	5.462999999999999	2.138	3.129	3.6295	0.707813887967734	11.7455	6.902069291161885	8.4165	4.106169078350285	7.1610000000000005	1.2346084399517074	6.644	1.6701862171626225	Ada
NM_010876	chr5	134220259	134229625	-	2709.0	1	Ncf1|NCF-47K|NOXO2|Ncf-1|p47-phox|p47<phox>|p47phox|-|5 G2|5 74.47 cM|protein-coding	61.415	133.017	128.012	59.684	218.172	71.006	95.659	169.636	100.849	235.757	209.021	69.84	52.62600000000001	285.128	282.55	250.361	45.52212035922768	168.5165	57.28201323714092	116.933	22.746210937208886	78.53699999999998	24.214164614952146	56.155	4.990759661614564	Ncf1
NM_011076	chr5	8660092	8748570	+	4947.0	1	Abcb1a|Abcb4|Evi32|Mdr1a|Mdr3|P-gp|Pgp|Pgy-3|Pgy3|mdr-3|-|5 A1|5 3.43 cM|protein-coding	5.3279999999999985	13.563	12.996	4.893	6.249	5.183	8.574	11.409	9.333	7.451	8.97	4.633	4.468	5.643	6.474	6.3615	0.1590990257670125	10.982999999999999	2.8468119010570327	11.448	2.9910616844190914	6.9510000000000005	2.2952686117315344	4.6805	0.30052038200426423	Abcb1a
NM_021345	chr9	64986983	65021717	-	2720.0	1	Ptplad1|4930523M17Rik|AW742319|B-ind1|HACD3|Hspc121|-|9|9 D|protein-coding	36.454	41.854	35.967	36.967	18.779	32.437	33.763000000000005	30.918000000000006	31.267	21.5	23.204	34.609	31.617	13.630999999999998	14.282	16.5305	3.1798591949959083	29.5855	9.024803848283897	36.5605	7.486139492421996	35.10850000000001	1.9028243481728828	34.292	3.783021279347996	Ptplad1
