id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-MEKi	0-1uM-PCC-24h-2	100uM-K99A-24h-MEKi	100uM-K99A-24h-2	10uM-K99A-24h-MEKi	10uM-K99A-24h-2	10uM-PCC-24h-MEKi	10uM-PCC-24h-2	No-Peptide-24h-MEKi	No-Peptide-24h-2	No-Peptide-24h	No-Peptide-24h-std	10uM-K99A-24h	10uM-K99A-24h-std	100uM-K99A-24h	100uM-K99A-24h-std	0-1uM-PCC-24h	0-1uM-PCC-24h-std	10uM-PCC-24h	10uM-PCC-24h-std	gene_name	pc1	pc2
NM_021606	chr2	38511697	38587490	+	3156.0	1	Nek6|1300007C09Rik|RP23-42H18.3|2 B|2 24.41 cM|protein-coding	7.064	6.5870000000000015	3.94	7.075	9.96	9.098	10.221	17.237000000000002	11.12	19.438	17.689	7.181	8.953	20.198	27.218000000000004	18.589	12.20324882971744	10.8145	9.722011134533838	8.8535	3.205315039118616	8.6425	2.2323361082059257	8.014	1.3279465350683357	Nek6	-0.0005073481384834944	0.002624680625627195
NM_001134391	chr6	122577792	122602444	-	2199.0	1	Apobec1|Cdar1|-|6 F1|6 57.68 cM|protein-coding	2.134	3.731	4.873	2.0540000000000003	15.446	5.038	5.239	10.657	4.99	21.649	17.315	3.381	2.57	25.588	27.51	21.478	8.530536208234508	11.094	8.797822571523024	4.3605	0.890247437513864	3.6865	2.19556655558423	2.3120000000000003	0.3648670990922551	Apobec1	-0.0009637660784884088	0.002067777621578865
NM_026943	chr7	19149838	19152726	+	483.0	1	Snrpd2|1810009A06Rik|SMD2|-|7 A3|7|protein-coding	97.004	67.541	55.972	94.851	23.762	32.066	27.551	20.398	23.47	6.202000000000001	5.03	33.333	43.904	15.61	10.437	17.0995	9.42219785931074	30.500999999999998	36.02143364720511	45.5055	31.162902953672337	62.2775	49.110687273749285	69.3775	36.02496918111105	Snrpd2	0.0025409208389372733	0.009358475011971332
NM_001177673	chr12	100876682	100908198	-	2915.0	1	Gpr68|BB131428|Ogr1|-|12 E|12|protein-coding	11.041	4.2360000000000015	4.392	15.741	13.461	9.711	11.034	6.372999999999998	8.47	7.127000000000002	7.041	11.415	16.757	8.102	12.292	12.8765	0.8266078272070883	5.7165	1.873125863363161	6.3530000000000015	2.9938901115438408	11.0375	0.0049497474677994285	16.249000000000002	0.7184204896854397	Gpr68	8.23623464053537e-05	0.00793562495572698
NM_023229	chr5	24441040	24445235	-	1828.0	1	Fastk|0610011K02Rik|610011K02Rik|-|5 A3|5|protein-coding	43.81100000000001	40.072	33.225	42.831	25.425	34.208	33.955	23.484	30.836	16.673	15.948	32.929	39.239	15.987	14.654000000000002	20.0395	7.616247140160312	24.5865	12.216683858559982	35.45399999999999	6.530838231038985	38.883	6.969244435374622	41.035	2.5399275580220566	Fastk	0.0011009145693142365	0.0033152015883066532
NM_178385	chr17	46890621	46892463	+	1840.0	1	Tbcc|2810055C19Rik|-|17 C|17|protein-coding	23.391	22.918000000000006	20.094	21.148000000000003	10.031	12.201	11.398	13.272	9.734	3.61	4.5539999999999985	10.617	14.931	6.841	4.674	7.3525	3.787971026816337	12.324000000000002	10.98843937963895	16.326	9.322495803163454	17.3945	8.48033162677026	18.0395	4.396082858636763	Tbcc	0.000544139201573423	-0.00041483473215356254
NM_030259	chr5	124463265	124478235	-	1254.0	1	Rilpl2|-|-|5 F|5|protein-coding	77.7	44.354	34.963	93.408	45.804	41.447	36.186	35.86	34.302	27.576	23.287	55.607	62.644	27.975	37.482	41.643	5.884542633034399	29.125	8.256178777134137	39.328	7.1078373644871595	56.943000000000005	29.354830914178358	78.02600000000001	21.753433016422925	Rilpl2	0.001496276357320584	0.025934309556857337
NM_009834	chr3	51224447	51251654	+	3064.0	1	Ccrn4l|AU043840|Ccr4|nocturnin|-|3|3 B-D|protein-coding	14.470999999999998	11.355	9.504	13.042	4.488	10.734000000000002	11.326	8.843	11.234000000000002	10.372	8.689	11.63	11.924	8.927999999999997	8.177999999999999	6.332999999999999	2.6092240225783567	9.0965	0.5762920266670802	11.2945	0.0855599205235233	12.8985	2.223850826831693	12.482999999999999	0.7905453813665492	Ccrn4l	0.00032636160678988613	-2.8091363574549626e-05
NM_026553	chr19	5088538	5092879	+	1483.0	1	Yif1a|5330422J23Rik|54TM|Yif1|Yif1p|-|19 A|19|protein-coding	23.624	22.529	17.457	22.682	8.994	15.372	14.776	12.955	15.044	7.026	8.993	15.316	18.525	3.025	6.299	7.6465	1.9056527752977452	13.225	5.984951795962932	18.7865	5.292694257181314	19.200000000000006	6.256480799938573	20.6035	2.93944288939252	Yif1a	0.0006585692094369063	-0.00033218516865218437
NM_008303	chr1	55088148	55091317	+	762.0	1	Hspe1|10kDa|Hsp10|mt-cpn10|-|1|1 C1|protein-coding	92.065	69.73	46.374	91.416	14.791	46.74100000000001	40.728	26.783	43.815	11.452	14.379	46.226000000000006	50.371	6.9510000000000005	11.220999999999998	13.005999999999998	2.5243712088359658	30.3765	22.623881464063587	56.7725	18.324672234449395	66.3965	36.30074082577377	70.8935	29.02319783380181	Hspe1	0.0030064718037869117	0.005599802643211207
NM_001141965	chr2	145903241	145916425	+	1134.0	1	Naa20|1500004D14Rik|2900026I01Rik|AU041458|D2Ertd186e|Nat5|RP23-125A1.5|2 H1|2 71.28 cM|protein-coding	22.839	16.035999999999998	12.515	24.182	8.389	16.625	14.347	9.557	15.428	6.0870000000000015	6.296	17.498	17.269000000000002	5.275	5.056	6.7225	2.35678690169476	9.4055	4.397497072199139	15.732000000000001	0.429920922961388	18.593000000000004	6.004750785836147	20.7255	4.8882291783426055	Naa20	0.0007092067280895434	0.002725193935020084
NM_001013370	chr10	41887439	41908436	+	2600.0	1	Sesn1|1110002G11Rik|AU044290|Pa26|Sest1|-|10 B2|10 22.77 cM|protein-coding	8.027000000000001	10.408	19.93	5.475	45.674	7.385	9.025	10.962	9.715	23.945	22.12	8.322000000000001	5.466	24.253	23.362	34.518	15.77696650183423	21.025	1.5485638507985795	10.0615	0.490024999362314	8.526	0.7056925676242044	5.4705	0.006363961031577281	Sesn1	-0.00145612133822879	0.0012769187558980112
NM_011633	chr1	191997203	192092599	-	2098.0	1	Traf5|-|-|1 H6|1 97.11 cM|protein-coding	7.89	6.449	9.338	6.8020000000000005	18.457	6.774	6.141	6.1720000000000015	5.847	11.206	6.924	5.254	6.0539999999999985	8.999	10.083	14.27	5.9213121856561575	8.131	1.7069557697843205	6.148	0.4256782822743004	7.0154999999999985	1.2367297602952765	6.428	0.5289158723275394	Traf5	-0.00038073293409188213	0.002466945891897249
NM_133925	chr6	29123573	29164724	-	4165.0	1	Rbm28|2810480G15Rik|AI503051|-|6 A3.3|6|protein-coding	30.789	25.477	20.248	34.872	13.344	26.211	22.072	17.250999999999998	21.115	13.056	13.427	25.162	28.372	9.335	8.935	11.139500000000002	3.1176337982514783	16.8375	4.823175354473457	23.296	3.084399779535678	26.4305	6.163849811603135	31.622	4.596194077712559	Rbm28	0.0009583496164559448	0.0028064395598318974
NM_009870	chr10	127063603	127067282	+	1336.0	1	Cdk4|Crk3|-|10 D3|10|protein-coding	183.598	139.155	105.83	185.979	68.146	123.44	110.939	86.914	117.356	37.485	47.389	128.029	153.49	32.368	36.957	52.5515	22.0539533984272	76.6095	41.32402739932303	128.2555	15.414220723085213	147.2685	51.37767161423337	169.73450000000003	22.973192213969515	Cdk4	0.005829610065490589	0.021093578772109607
NM_001177595	chr5	120511192	120534024	+	2709.0	1	Slc8b1|AF261233|NCKX6|NCLX|Slc24a6|-|5 F|5|protein-coding	3.326	3.189	4.892	1.987	13.798	4.154	5.797999999999999	7.43	5.56	12.188	11.896	3.937	3.346	15.181	19.868	16.833	4.292138161802346	8.393999999999998	4.952575895430579	4.3744999999999985	1.6765501781933037	4.5619999999999985	1.7479679630931448	2.6665	0.960958115632518	Slc8b1	-0.0006819496724996553	0.002102600345995717
NM_016923	chr1	16688456	16709605	+	596.0	1	Ly96|ESOP-1|MD-2|MD2|-|1 A3|1|protein-coding	0.4920000000000001	3.64	4.255	2.2430000000000003	6.94	6.1320000000000014	7.416	8.856	5.385	8.086	13.726	4.99	2.347	15.16	17.414	12.177	7.406236426147897	8.990499999999997	6.697008324617793	4.5125	1.2339013331705244	3.9539999999999997	4.896007352935657	2.295	0.07353910524340752	Ly96	-0.0004960820475130027	-0.0006504180522857414
NM_153065	chr2	167015313	167034945	+	2569.0	1	Ddx27|C86129|RP23-19L12.8|2 H3|2|protein-coding	68.579	57.857	47.729	72.936	25.659	42.992	37.761	30.133000000000006	36.328	15.844	16.655	43.09	51.552	8.247	9.061	17.36	11.73655835413432	32.192	21.972636118590774	47.0925	15.223301892165187	53.17	21.791616782607022	62.244	15.120771408893182	Ddx27	0.0021496974768007646	0.003929263697920729
NM_011212	chr7	135537824	135686294	+	5388.0	1	Ptpre|PTPe|PTPepsilon|RPTPepsilon|-|7 F3|7 81.27 cM|protein-coding	2.147	3.016	4.562	1.737	13.069	4.35	5.672999999999999	10.671	5.879	21.95	17.833	3.007	2.617	22.494	22.474	17.7715	6.650339277059487	11.1975	9.384014093126671	4.4475	2.0244467145370857	3.9099999999999993	2.4932585104637663	2.177	0.6222539674441604	Ptpre	-0.0007927793479031193	0.0002845736307216858
NM_001002786	chr17	29135056	29148976	+	4095.0	1	Rab44|9830134C10Rik|RP23-73N16.7|17 A3.3|17|protein-coding	5.311	8.043	12.125	3.794	32.724000000000004	14.775	18.843	36.381	18.897	55.581	57.218	10.43	8.977	64.32	60.56399999999999	46.644	19.685852788233486	34.6715	31.885566084044992	13.47	7.674937002998786	12.077	9.568568963016363	6.3855	3.664934446889875	Rab44	-0.002082653780615009	-0.0029328310421634133
NM_026582	chr3	159839695	159935175	+	2674.0	1	Wls|5031439A09Rik|AI173978|AI987742|Gpr177|-|3 H4|3|protein-coding	4.137	5.517	6.882999999999999	3.2430000000000003	11.504	6.356	7.72	11.054	7.646	13.103	16.205	5.522	4.813	16.918	16.561	14.0325	3.5758389924603655	11.544	6.591649414220996	6.5815	1.5054303371461617	5.9285	2.533563596991399	4.0280000000000005	1.1101576464628764	Wls	-0.000505027501542923	-0.001230145514268707
NM_001135657	chr2	90429756	90479174	-	4173.0	1	Ptprj|AI450271|BET|Byp|CD148|DEP-1|PTPbeta2|Ptpb2|RPTPJ|Scc-1|Scc1|RP24-113P16.2|2 E1-2|2 50.19 cM|protein-coding	2.983	3.498	3.675	2.736	10.741	7.465	7.707000000000002	11.333	6.686	22.426	16.55	7.63	5.041	27.176	25.002	17.871499999999994	10.08404980650136	10.1125	9.1039998077768	5.0920000000000005	2.2542564184227114	5.3450000000000015	3.3403724343252503	3.888500000000001	1.6298811306349914	Ptprj	-0.0006959868543017672	0.0017659654080658344
NM_178069	chr16	30561369	30587589	-	2286.0	1	Lsg1|5830465I20|AA409273|D16Bwg1547e|-|16 B2|16 21.34 cM|protein-coding	52.724	38.912	30.111	46.672	17.685	32.353	28.921	20.995	29.029	13.475	13.989	33.06	34.584	11.857	9.253	13.469000000000001	5.962324378964968	22.05	11.399975526289518	33.9705	6.988336318466624	40.8225	16.831262712583403	40.628	8.547506770982977	Lsg1	0.0014461833103818463	0.002593203446583316
NM_021448	chr18	24603961	24638830	+	2765.0	1	Elp2|AU023723|Epl2|StIP1|Statip1|-|18 A2|18|protein-coding	40.286	36.051	27.616	39.031	16.715999999999998	29.791	26.394	20.489	27.5	11.8	14.99	32.47	31.041	10.299	12.226	14.470999999999998	3.174909447527594	21.303	8.927930219261349	31.7755	6.046470085926162	33.34	9.823127404243523	35.036	5.6497831816804895	Elp2	0.001080381174200636	0.0010376984341366271
NM_023635	chr9	73044810	73097614	+	3040.0	1	Rab27a|2210402C08Rik|2410003M20Rik|4933437C11Rik|ash|-|9 D|9 40.08 cM|protein-coding	15.922	21.215	26.921	16.342	55.22	22.974	26.713	33.219	26.017	55.655	52.889	20.627	19.307	62.496	58.902	57.06100000000001	2.603567168328774	39.905	18.362148893852247	23.616	3.3955267632577777	21.317500000000006	7.630389275784024	17.8245	2.0965716062181063	Rab27a	-0.002000344704035004	0.0010248142114909528
NM_027346	chr11	106066107	106073612	+	1330.0	1	Taco1|2310066I18Rik|Ccdc44|RP23-81G14.4|11 E1|11|protein-coding	9.642	8.423	9.533	11.925999999999998	6.803	7.022	8.556000000000001	5.185	7.005	3.085	4.026	7.826	10.012	4.0760000000000005	3.865	5.334	2.0774797231260784	6.7795	3.8940370439943166	7.7139999999999995	1.00267741572252	9.099	0.7679179643686082	10.969000000000001	1.353402379191048	Taco1	0.00024410445312751696	0.0010725226379265285
NM_026031	chr4	124678764	124693554	-	943.0	1	Utp11l|2700082D03Rik|CGI-94|Cgi94|RP23-230F2.3|4|4 D1|protein-coding	96.348	88.84899999999998	75.293	102.605	26.59	57.823	46.324	45.747	49.622	21.754	22.082	51.98	57.13800000000001	18.37	17.61	22.1	6.349818895055188	48.6875	37.62585893371739	69.2355	27.73767770560465	71.336	35.37230962207585	79.8715	32.15002402020879	Utp11l	0.0028336927696796426	-0.002227417187391569
NM_011955	chr16	10411938	10424425	+	2115.0	1	Nubp1|-|-|16 A1|16 5.61 cM|protein-coding	34.438	30.121	27.479	34.661	18.529	27.372	23.433000000000003	21.428	25.061	9.761	12.26	28.97	33.756	11.755	10.422	14.4755	5.732514675079344	19.8695	10.76145810287807	27.590999999999998	3.577960312803925	28.935500000000005	7.781710126957924	34.2085	0.6399316369737408	Nubp1	0.0009389558141161097	0.002354241561390222
NM_016804	chr2	74825812	74876748	+	1246.0	1	Mtx2|1500012G02Rik|MNCb-0780|2|2 D|protein-coding	43.758	38.307	32.135	42.017	13.526	32.077	27.247	22.931	31.199	10.296	17.07	33.331	31.164	9.702	11.583	12.5545	1.3739084758454467	24.6025	10.652563658575335	34.753	5.026115000673949	35.5025	11.675040064171114	36.5905	7.674229896217599	Mtx2	0.0012451150913180917	-0.0020475250349543065
NM_008222	chrX	169311531	169320343	-	2373.0	1	Hccs|-|RP23-37L2.1|X F5|X|protein-coding	34.791	24.403	18.407	36.876	14.139	24.347	20.37	15.362	20.919	12.789	11.073	26.706	23.956	6.617000000000001	9.268	11.7035	3.4443171311596714	14.74	5.18592113322214	22.660999999999998	2.4635600256539503	27.5805	10.197186891491187	30.416	9.135819612930216	Hccs	0.0009414181120270851	0.004321157134558838
NM_010123	chr19	60761116	60790693	-	5152.0	1	Eif3a|A830012B05Rik|Csma|Eif3|Eif3s10|mKIAA0139|-|19|19 D|protein-coding	156.414	136.363	112.528	153.154	57.028	112.784	99.859	86.042	96.421	48.893	53.659	113.782	115.194	36.719	42.536	49.782	10.247391472955488	83.09349999999998	41.62666910167085	116.39200000000001	28.243259054153185	128.13649999999998	39.990424010005256	134.174	26.84177341384116	Eif3a	0.0043107397748442956	0.0019112453482839672
NM_144887	chr2	84687920	84715164	-	4726.0	1	Zdhhc5|1110032A17Rik|AI451382|Zisp|-|2 D|2|protein-coding	43.61	41.3	31.977	41.405	21.321	40.984	39.301	29.38	38.093	19.733	24.737	38.655	39.282	18.696	20.1	20.7105	0.8633773798287878	28.357	5.1194530957905915	39.6965	2.2676914472653213	41.4555	3.0469231201328366	40.3435	1.501187696459129	Zdhhc5	0.0010987689183705985	-0.00016252684486016514
NM_181569	chr11	32231963	32267707	-	2850.0	1	Nprl3|Aag|CGTHBA|HS-26|HS-40|Mare|Phg|Prox1|m(alpha)RE|RP23-177M10.6|11 A4|11 18.83 cM|protein-coding	11.558	11.336	9.385	9.952	5.823	8.976	8.167	8.717	7.519	4.776	5.358	10.003	10.228	2.82	3.798	4.810499999999998	1.4318912319027626	7.371499999999998	2.8475190078382284	9.427499999999998	2.6990265837890552	9.8625	2.397799095003581	10.09	0.1951614716075284	Nprl3	0.0002714363079562819	-0.00031817066259319586
NM_011329	chr11	82176666	82179812	-	500.0	1	Ccl1|BF534335|I-309|Scya1|Tca-3|RP23-446K18.2|11 C|11 49.99 cM|protein-coding	6.872999999999998	0.394	0.245	24.352	3.102	10.557	8.934	2.815	10.663	0.0	0.397	21.945	20.478	0.0	1.087	2.0945	1.424820164090893	0.321	0.10748023074035526	5.5285	7.261279536004658	7.903499999999998	1.457347076025472	22.415	2.7393316703166755	Ccl1	0.0007713544242075823	0.009263307109363655
NM_010688	chr11	97799672	97838764	+	3424.0	1	Lasp1|AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma|RP23-386E10.6|11 C-D|11 61.1 cM|protein-coding	34.43	51.221	58.87600000000001	32.564	84.676	37.627	47.737	66.28399999999999	47.212	81.176	80.797	35.325	34.676	101.747	94.532	89.60400000000001	6.969244435374393	69.8365	15.500487750390315	49.2165	2.834791085777052	41.0835	9.409469937249355	33.620000000000005	1.4934095218659167	Lasp1	-0.002778745612188565	-0.003543576630194139
NM_001113326	chr8	39581700	39642678	-	1455.0	1	Msr1|MRS-A|MSR|MSR-A|SR-AI|SR-AII|Scara1|Scvr|-|8 A4|8 23.89 cM|protein-coding	0.23	2.82	4.666	0.72	16.345	0.239	1.616	3.241	1.245	5.192	4.327	0.282	0.269	5.867000000000001	10.53	13.4375	4.111825932599772	4.4965	0.2397091988222496	2.0325	1.1136931803688124	0.923	0.9800499987245548	0.4945	0.31890515831513305	Msr1	-0.000628903517329206	0.0026359397048974385
NM_008568	chr5	138164589	138171862	-	2379.0	1	Mcm7|AI747533|Mcmd7|mCDC47|-|5|5 G1|protein-coding	39.653	33.195	29.553	40.717	22.362	29.114	25.557	18.902	24.63	10.813	17.026	28.772	32.574	10.555	10.284	16.323	8.540435703171113	23.2895	8.857926647923883	28.9125	6.056369580862768	32.605	9.967377187605583	36.6455	5.757970519202062	Mcm7	0.0009588450413224776	0.0018523294107123938
NM_133648	chr2	112284688	112363163	+	5929.0	1	Slc12a6|9530023I19Rik|KCC3|gaxp|RP23-208E23.1|2 E3|2|protein-coding	7.1179999999999986	8.995	16.197	6.575	30.449	14.372	16.266	24.89	17.758	51.383	43.959	11.908	10.286	51.098	47.34	38.8945	11.94374064102198	30.078	19.63069845930093	13.3765	6.1963767235377105	11.691999999999998	6.468612834294539	8.4305	2.6240732649832728	Slc12a6	-0.0016046344327100305	-0.002390243819652052
NM_010122	chr5	31187558	31193139	-	1719.0	1	Eif2b4|Eif2b|-|5 B1|5|protein-coding	37.983	30.451	24.53	34.134	14.255999999999998	20.989	18.656	13.755	18.188	12.161	10.239	18.702	25.518	9.28	8.625	11.4405	3.9817182848614436	17.3845	10.105263009936957	24.3195	8.671250457690652	28.3195	13.666252759992403	29.826	6.092432026703289	Eif2b4	0.0009329903823655101	0.0017542621334803278
NM_001008542	chr19	53310506	53375810	+	5148.0	1	Mxi1|ENSMUSG00000067085|Gm10197|Mad2|bHLHc11|-|19 D|19 47.53 cM|protein-coding	4.909	7.785	7.905	4.618	14.261	4.3610000000000015	6.513	11.155	7.028	17.9	14.754	4.203	4.347	21.134	19.7	16.9805	3.845953782873632	11.3295	4.84297434434666	7.4064999999999985	0.5352798333582286	5.711	1.13419927702322	4.4825	0.19162593770155767	Mxi1	-0.0006174214031034306	0.00017212052217365715
NM_028151	chr13	112867780	112927380	-	3280.0	1	Skiv2l2|2610528A15Rik|mKIAA0052|-|13 D2.2|13|protein-coding	55.771	55.357	40.4	60.32	20.932	42.144	36.786	31.282	36.786	17.929000000000006	21.57	43.035	41.674	16.357	15.324000000000002	18.128	3.9654548288941576	30.985	13.314820689742696	46.0715	13.131680033415387	46.2785	13.424422240826573	50.997	13.184713042004374	Skiv2l2	0.0016644034475595485	1.3135686200383554e-05
NM_144927	chr8	31150316	31160088	+	2157.0	1	Tti2|-|-|8 A3|8|protein-coding	27.006	24.725	18.791	28.408	11.025	20.788	18.29	16.215	19.99	10.054	11.171	21.584	25.369	7.309	6.416	8.720500000000001	3.2590551544887942	14.981	5.388153672641491	22.3575	3.348150608918291	22.648000000000003	6.163142704821949	26.8885	2.148897508025925	Tti2	0.0008777601941463134	0.0009092600740134813
NM_172429	chr19	53379214	53390573	-	2118.0	1	Smndc1|2410004J23Rik|4933440I19Rik|-|19 D2|19|protein-coding	60.448	60.716	51.269	58.409	24.458	45.683	43.404	35.619	44.039	22.938	23.034	45.027	43.668	17.564	16.941	20.6995	5.315321674179276	37.1515	19.965159966802172	52.3775	11.792419789848047	51.926	12.051927978543473	51.0385	10.423461061470913	Smndc1	0.001644823085402862	-0.004201063748733967
NM_011361	chr10	21994666	21999902	+	2441.0	1	Sgk1|Sgk|-|10 A3|10|protein-coding	4.309	4.961	7.02	3.345	22.81	7.818	8.649	14.934	9.14	26.652	20.595	5.5870000000000015	3.92	29.79	28.184	25.497	3.7999918420965337	13.8075	9.59897455460738	7.0505	2.954999238578583	6.478999999999999	3.0688434303496166	3.6325	0.4065863991822591	Sgk1	-0.001063367719387458	0.0020955795369067584
NM_009909	chr1	74153994	74161246	+	3039.0	1	Cxcr2|CD128|CDw128|Cmkar2|Gpcr16|IL-8Rh|IL-8rb|IL8RA|Il8rb|mIL-8RH|-|1 C3|1 38.41 cM|protein-coding	5.089	12.643	17.132	1.985	54.03	9.315	22.018	52.265	22.892	119.832	122.421	6.917000000000002	3.314	143.548	136.75799999999998	95.394	58.49752979400071	69.7765	74.45056588435042	17.7675	7.247137400380933	13.5535	11.970610698707066	2.6495	0.939744912196922	Cxcr2	-0.004884732995497801	-0.00803358720232593
NM_001033271	chr14	50926070	50930849	-	2744.0	1	Tmem55b|BC039161|-|14 C1|14|protein-coding	90.322	77.844	56.803	73.432	31.144	44.901	43.835	32.366	44.82	20.671	26.307	39.37	51.38399999999999	19.029	20.551	25.8475	7.490382133109107	41.555	21.56392839906497	61.332	23.351494341904573	67.0785	32.87127293701901	62.408	15.590290311600981	Tmem55b	0.0020738140394150188	-0.0010672937762473192
NM_009226	chr18	10617796	10628230	+	831.0	1	Snrpd1|AA407109|AL023031|SMD1|-|18 A1|18|protein-coding	93.65	89.811	69.199	97.912	17.358	40.417	35.139	30.487	39.429	9.169	13.364	42.573	43.495	6.224	8.683	13.0205	6.1341513267933	41.2815	39.481307127550885	64.62	35.62545384974065	64.39450000000001	41.37352487400607	70.7035	38.47862971182834	Snrpd1	0.0029066407754164444	-0.004412675070299764
NM_175677	chr7	104338754	104353349	-	3607.0	1	Trim12c|9230105E10Rik|Trim12-2|-|7 E3|7|protein-coding	7.506	9.744	14.185	6.14	16.139	10.437	10.52	13.54	11.968	20.366	19.985	8.785	7.539	21.024	19.567	17.852999999999998	2.4239620459074813	17.085	4.101219330881968	10.856	1.5726054813588874	9.013	2.1312198384962566	6.839499999999999	0.9892423868799866	Trim12c	-0.0005676248495898759	-0.003043571709058952
NM_011718	chr15	98771752	98778150	-	2220.0	1	Wnt10b|Wnt12|-|15 F1|15 54.65 cM|protein-coding	3.096	11.674	17.17	4.899	1.653	4.52	6.439	7.354	5.689	2.904	5.07	4.4110000000000005	4.688	0.561	0.579	1.1159999999999999	0.7594326829943516	11.12	8.555992052357226	8.6815	4.23203408540149	4.7675	2.3638579695066286	4.7935	0.1491995308303668	Wnt10b	0.00012734416623306447	-0.0071025487164976895
NM_011070	chr1	171345699	171358170	+	616.0	1	Pfdn2|ESTM27|W48336|-|1 H3|1 79.35 cM|protein-coding	102.661	89.26700000000002	72.238	110.854	46.832	42.282	44.351000000000006	41.356	43.947	19.452	19.558	48.609	59.312	12.543	18.614	32.723	19.953139151522013	45.898	37.25038523290733	66.607	32.04607932337436	73.506	41.23139641098759	85.083	36.44569771591703	Pfdn2	0.002540625036887453	0.007556046001034068
NM_010121	chr6	70844527	70905240	+	4477.0	1	Eif2ak3|AI427929|Pek|Perk|-|6 C1|6|protein-coding	8.031	8.978	12.315	7.11	23.65	10.521	10.345999999999998	14.839	10.833	21.019	22.226	9.105	8.498	23.967	23.327	23.4885	0.2283954903230136	17.2705	7.008135308339886	9.9055	1.3116830791010394	9.1885	1.6369521984468631	7.803999999999999	0.9814642122869224	Eif2ak3	-0.0008124109777673297	2.3152767337373005e-05
NM_026712	chr17	33629092	33631714	+	1122.0	1	Zfp414|0610030H11Rik|Znf414|-|17|17 B2|protein-coding	8.068	8.121	11.847	6.988	20.643	7.6	9.597	11.039	11.533	21.185	18.294	7.037000000000001	6.433	26.324	22.642	21.6425	1.4135064555919852	15.0705	4.558717418309666	9.827	2.412648337408502	8.8325	1.0811662684342502	6.7105	0.39244426355854334	Zfp414	-0.0007334491798091879	0.0002573879380769578
NM_023320	chr3	95988836	95995839	-	1354.0	1	Plekho1|2810052M02Rik|CKIP-1|Ckip1|JZA-20|Jza2|-|3|3 F2|protein-coding	7.521	12.178	11.267	8.752	40.283	10.111	10.071	17.1	10.857	18.181	15.525	10.376	9.546	21.353	25.442	32.8625	10.494171739589568	13.395999999999999	3.0108606742923234	11.5175	0.9340880579474332	8.796	1.803122292025696	9.149	0.5614427842620822	Plekho1	-0.0011329622110143127	0.006966108786044068
NM_053074	chr7	44816420	44830806	+	2380.0	1	Nup62|AA589433|AI426861|AI790512|AU045898|D7Ertd649e|Nupc1|p62|-|7 B4|7 23.1 cM|protein-coding	113.398	108.113	85.51	105.962	37.493	70.755	71.047	60.084	72.532	28.403	34.122	76.00399999999998	87.383	16.442	20.185	28.839000000000002	12.238604168776774	59.816	36.336803271614315	90.3225	25.15956638139864	92.2225	29.946679290031405	96.6725	13.137336887664828	Nup62	0.003518017583362641	-0.0035144595535009
NM_001166391	chr13	36867178	37050244	-	3837.0	1	F13a1|1200014I03Rik|AI462306|F13a|-|13 A3.3|13|protein-coding	0.12	2.138	8.826	0.075	41.176	0.242	1.3730000000000002	5.447	1.376	20.944000000000006	15.932	0.2	0.131	23.482	24.821	32.9985	11.564731406306008	12.379	5.024700787111599	1.757	0.5388153672641498	0.7465000000000002	0.8860047968267439	0.103	0.03959797974644662	F13a1	-0.0016692617830986532	0.005809495052418341
NM_001080808	chr5	115649286	115731559	-	1843.0	1	Ccdc64|2210403N09Rik|BICDR-1|-|5 F|5|protein-coding	31.039	32.212	28.783	37.15	15.4	19.074	19.646	18.176	21.654	7.244	8.824	24.259	28.78	4.835	4.773	10.0865	7.514423763669439	18.8035	14.113144245702305	26.933000000000003	7.4656333957675525	25.3425	8.056067558058329	32.965	5.918483758531347	Ccdc64	0.0010461354231356805	0.0004028858935497744
NM_175649	chr7	143607685	143627845	-	2967.0	1	Tnfrsf26|Tnfrh3|Tnfrsf24|-|7 F5|7 88.26 cM|protein-coding	9.28	5.225	14.102	6.125	38.944	16.99	15.088	19.758	17.445999999999998	32.046	30.646	13.462	13.785	37.845	31.617	35.2805	5.18097138575379	22.374	11.698374587950239	11.3355	8.64155197288079	12.184000000000001	4.106876185131472	9.955	5.4164379438889565	Tnfrsf26	-0.001296331662954947	0.00257745596082885
NM_018785	chr2	53138476	53191187	-	3537.0	1	Prpf40a|2810012K09Rik|FBP11|Fnbp11|Fnbp3|RP23-282A22.2|2|2 C1|protein-coding	64.74	65.22	52.324	65.529	30.461	57.86	49.535	43.15600000000001	53.19600000000001	32.221	33.305	55.114	50.747	24.1	26.032	28.2465	3.1317759338752005	42.8145	13.448463871386965	59.208	8.50225193698714	57.1375	10.751558607941464	58.138000000000005	10.452452439499515	Prpf40a	0.001607221880451413	-0.003140739592286294
