id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name	pc1	pc2
NM_009388	NM_009388	chr14	30549131	30574726	+	3213.0	1	Tkt|p68|-|14|14 B1|protein-coding	127.941	124.22	103.425	117.994	154.72799999999998	91.589	95.37700000000001	120.53200000000001	93.182	154.02200000000002	150.619	88.98100000000001	88.69	193.101	179.375	Tkt	-0.0038822887180312193	0.007672891668243492
NM_001177871	NM_001177871	chr16	57549242	57572804	+	3249.0	1	Filip1l|4631422O05Rik|Doc1|-|16 C1.1|16|protein-coding	5.997999999999999	11.546	12.06	7.239	20.066	13.765	14.068	21.249000000000002	12.968	25.535999999999998	18.541	12.450999999999999	7.9910000000000005	24.471999999999998	32.037	Filip1l	-0.0008122822615277295	0.004683715174057415
NM_001174107	NM_001174107	chr12	81714950	81781170	-	10606.0	1	Map3k9|E130314H24Rik|Mlk1|Prke1|-|12 D1|12|protein-coding	0.917	1.413	1.774	0.446	5.143	1.433	2.217	4.127	2.333	10.437999999999999	8.957	1.4069999999999998	0.987	10.064	10.774000000000001	Map3k9	-0.0004243110322368313	-0.00021113250006471086
NM_007636	NM_007636	chr10	117050998	117063814	-	1944.0	1	Cct2|Cctb|-|10 D2|10|protein-coding	412.39599999999996	358.48900000000003	258.145	413.751	102.229	283.147	262.397	195.447	264.216	87.3	104.054	308.191	311.36	52.952	63.992	Cct2	0.010417372929754885	0.01382916811058216
NM_008491	NM_008491	chr2	32384637	32387739	-	845.0	1	Lcn2|24p3|AW212229|Sip24|RP23-161B9.11-003|2 A3|2 22.09 cM|protein-coding	257.151	442.642	516.83	139.86	1600.6629999999998	320.107	447.68699999999995	828.832	466.473	1467.473	1350.829	236.21900000000002	158.121	1948.1670000000001	1709.192	Lcn2	-0.06339614714414667	-0.015230905653366296
NM_029872	NM_029872	chr13	58125879	58128556	-	2675.0	1	Hnrnpa0|1110055B05Rik|3010025E17Rik|Hnrpa0|hnRNP A0|-|13 B1|13|protein-coding	298.149	266.467	229.46400000000003	290.13599999999997	195.144	142.97	139.08100000000002	134.592	146.386	62.61600000000001	74.507	152.66899999999998	195.213	67.017	70.949	Hnrnpa0	0.004779156099918563	0.026270153558384725
NM_023738	NM_023738	chr9	107975567	107984056	+	3136.0	1	Uba7|1300004C08Rik|Ube1l|-|9 F2|9 59.07 cM|protein-coding	9.515	12.175999999999998	13.433	9.527999999999999	28.141	16.407	15.954	16.898	15.317	21.825	19.555999999999997	14.812999999999999	10.705	26.168000000000003	28.29	Uba7	-0.0005911215084261936	0.0024216076149452645
NM_144907	NM_144907	chr4	132492807	132510456	-	2643.0	1	Sesn2|HI95|SEST2|Ses2|RP23-63D8.3|4 D2.3|4|protein-coding	50.358999999999995	53.386	43.313	49.718	14.279000000000002	32.635999999999996	31.58	33.922	31.473000000000003	16.730999999999998	16.77	33.387	41.493	16.032	13.875	Sesn2	0.0010685545063133114	0.0039289545409148495
NM_028794	NM_028794	chr5	104047011	104065367	+	1324.0	1	Nudt9|1190002C07Rik|AI462474|RP23-102H7.1|5 E5|5|protein-coding	44.82	39.059	32.806	53.077	22.101	27.295	24.506	19.029	24.747	10.182	14.790999999999999	32.375	33.554	15.107000000000001	16.35	Nudt9	0.0006548009006712069	0.005458658611490782
NM_025614	NM_025614	chr10	33996555	34019616	-	1073.0	1	Rwdd1|0710001K08Rik|2610002D06Rik|2700069A07Rik|IH1|-|10 B1|10|protein-coding	26.401999999999997	22.83	17.915	23.570999999999998	13.009	15.245	12.84	13.773	15.968	1.699	6.746	17.059	18.772000000000002	5.226	4.192	Rwdd1	0.0005697371825432392	0.001193236940698398
NM_001195268	NM_001195268	chr10	80130434	80137387	-	2947.0	1	Dos|9630008F14|R29144/1|mCG_141307|10 C1|10|protein-coding	19.311	21.43	20.04	17.826	11.947000000000001	14.427999999999999	13.515	13.588	15.738	10.165	10.111	13.484000000000002	17.258	6.1739999999999995	5.752000000000001	Dos	0.0004281518540319067	-0.0008395359417623915
NM_027446	NM_027446	chr16	5244155	5255956	-	2130.0	1	Fam86|5730409G15Rik|Fam86a|-|16 A2|16 2.51 cM|protein-coding	19.97	17.575	14.9	18.998	11.286	16.15	14.415999999999999	13.282	15.334000000000001	6.115	8.147	13.745	17.521	5.763	5.314	Fam86	0.0004910158081757026	0.00021630822973394692
NM_013885	NM_013885	chr4	135213970	135272760	-	4056.0	1	Clic4|D0Jmb3|TU-74|mc3s5|mtCLIC|RP23-230K10.1|4 D3|4|protein-coding	96.824	124.729	115.014	117.414	34.874	85.024	89.941	97.23299999999999	88.976	45.599	55.898	97.79299999999999	94.70100000000001	26.823	43.599	Clic4	0.0022032870157355578	-0.0011843111649008878
NM_145415	NM_145415	chr1	193104403	193130251	-	5534.0	1	Diexf|AA408296|AW045375|Def|-|1 H6|1|protein-coding	18.326	12.552	10.753	17.132	5.091	13.878	11.539000000000001	6.981	10.569	3.742	5.026	13.184000000000001	14.195	3.355	3.0189999999999997	Diexf	0.0004407544954533123	0.0007632485636891551
NM_175175	NM_175175	chr4	10988662	11007619	-	2916.0	1	Plekhf2|1110070J07Rik|AA673237|ZFYVE18|RP23-130H14.2|4 A1|4|protein-coding	12.992	13.892999999999999	15.681	12.155	17.445999999999998	13.427999999999999	14.062000000000001	16.773	13.793	26.13	21.644000000000002	12.519	11.839	32.074	27.424	Plekhf2	-0.0006213840775340714	0.0015377351040401469
NM_001110218	NM_001110218	chr10	122678762	122945793	+	6375.0	1	Ppm1h|A430075L18Rik|ARHCL1|C030002B11Rik|-|10 D2|10|protein-coding	7.3629999999999995	8.384	10.238999999999999	6.399	20.015	8.526	8.741	11.249	9.158999999999999	14.515999999999998	15.405999999999999	7.4239999999999995	7.32	16.831	15.357999999999999	Ppm1h	-0.00036153120431172846	-0.0013464240873810294
NM_011094	NM_011094	chr7	3838121	3898120	-	2149.0	1	Pira7|16M2|-|7|7|protein-coding	0.8390000000000001	2.166	2.6260000000000003	0.622	7.457999999999999	2.1319999999999997	4.092	8.744	4.456	14.849	14.073	2.6239999999999997	1.5619999999999998	15.194	16.674	Pira7	-0.0006394913270124214	-0.0006700638799532607
NM_153141	NM_153141	chr9	21546894	21589465	+	3132.0	1	Carm1|Prmt4|-|9 A4|9|protein-coding	41.373000000000005	35.064	26.182	41.528999999999996	13.783	33.375	30.041999999999998	23.121	33.467	9.897	16.621	35.115	37.336999999999996	11.777999999999999	11.788	Carm1	0.001047041623535181	0.0012106922851207224
NM_008884	NM_008884	chr9	58217180	58249786	-	5229.0	1	Pml|1200009E24Rik|AI661194|Trim19|-|9 B|9 31.63 cM|protein-coding	12.014000000000001	9.022	9.714	13.038	13.960999999999999	18.87	15.71	10.363	17.363	10.462	9.794	23.808000000000003	20.641	10.296	9.347999999999999	Pml	0.0004501022480353228	0.0021281666810877534
NM_008803	NM_008803	chr7	81213804	81333622	+	2659.0	1	Pde8a|AI551852|Pde8|-|7 D3|7|protein-coding	5.39	7.091	9.812999999999999	3.805	10.227	6.457000000000001	7.957999999999999	10.745	8.838	11.437999999999999	13.033	6.8839999999999995	5.534	13.217	10.167	Pde8a	-0.0002090369955119531	-0.003193215303160162
NM_027002	NM_027002	chr18	31789159	31796642	+	950.0	1	Polr2d|2310002G05Rik|2610028L19Rik|HSRBP4|RBP4|-|18|18 B2|protein-coding	49.098	41.232	36.25	52.94	21.714000000000002	30.714000000000002	25.788	21.705	23.756	8.5	8.715	29.63	31.627	7.084	9.417	Polr2d	0.0009461504491800867	0.0047712627490516454
NM_010071	NM_010071	chr14	70774381	70778494	+	1710.0	1	Dok2|DokR|Frip|-|14 D2-D3|14 36.71 cM|protein-coding	16.224	17.555	15.738	19.122	20.377	15.095999999999998	13.777000000000001	13.087	13.501	8.988	13.017999999999999	16.611	19.076	9.365	7.746	Dok2	0.00032657097145940027	-0.000673154595142779
NM_009942	NM_009942	chr1	36691487	36693388	+	563.0	1	Cox5b|-|mCG_17741|1 B|1|protein-coding	40.196	44.982	38.938	42.355	25.160999999999998	23.389	21.631999999999998	26.125	20.686999999999998	6.131	11.36	25.318	24.546999999999997	13.503	12.554	Cox5b	0.0005344395710066976	0.003020858716693352
NM_001032378	NM_001032378	chr11	106654218	106715281	-	3232.0	1	Pecam1|C85791|Cd31|PECAM-1|Pecam|RP23-247J12.1|11 E1|11|protein-coding	11.579	10.362	22.5	7.523	44.357	11.845999999999998	12.075999999999999	15.329	13.341	21.721	23.285999999999998	10.121	9.418	20.07	20.277	Pecam1	-0.0005134775439811133	-0.004058131103032215
NM_008566	NM_008566	chr8	75109528	75128439	+	3403.0	1	Mcm5|AA617332|AI324988|AL033333|Cdc46|Mcmd5|P1-CDC46|mCD46|mCDC46|-|8 C1|8|protein-coding	35.689	35.355	22.054000000000002	41.056999999999995	12.078	23.166	21.596999999999998	16.441	21.143	6.6979999999999995	10.548	23.715	27.688000000000002	5.75	6.928	Mcm5	0.000807982969307858	0.00165432019848894
NM_025443	NM_025443	chr11	17203200	17211589	-	1554.0	1	Pno1|1810003N24Rik|AA407421|AU015468|AU019495|AU042323|Emi3|Imi3|RP23-32H19.2|11 A2|11|protein-coding	90.55799999999999	77.04	46.795	87.257	15.037	56.963	46.599	28.122	48.864	11.943	13.144	57.178999999999995	50.047	10.105	8.842	Pno1	0.0019323235269331188	0.0022162060095357746
NM_001281976	NM_001281976	chr1	60909025	60915832	+	1818.0	1	Ctla4|Cd152|Ctla-4|Ly-56|CH29-120A16.2|1 C|1 30.58 cM|protein-coding	38.819	27.426	26.614	57.335	24.285999999999998	65.123	53.075	32.555	47.007	24.394000000000002	27.026	68.44800000000001	61.398999999999994	18.234	19.248	Ctla4	0.0016711591534869085	0.0025564954883224205
NM_013700	NM_013700	chr6	124815019	124829447	-	3154.0	1	Usp5|AA407472|ISOT|ISOT-1|Ucht|-|6 F2|6 59.17 cM|protein-coding	34.001999999999995	33.356	32.107	37.218	20.195	27.349	26.686999999999998	20.684	26.16	14.495	16.662	29.164	34.185	13.494000000000002	15.169	Usp5	0.0007207455251085312	0.0032904089594603535
NM_138301	NM_138301	chr10	77907722	77969872	-	7256.0	1	Trpm2|9830168K16Rik|C79133|LTRPC2|TRPC7|Trp7|Trrp7|-|10 C1|10 39.72 cM|protein-coding	1.034	1.87	2.52	1.11	8.714	4.869	7.303999999999999	15.343	7.582999999999999	35.703	27.666	4.614	2.83	53.294	39.275	Trpm2	-0.0014954504739917	0.002440562852304816
NM_025396	NM_025396	chr8	71592184	71596267	+	876.0	1	Pgls|1110030K05Rik|AI447866|Plgs|-|8 C1|8|protein-coding	73.387	87.584	85.954	72.83800000000001	72.533	47.876000000000005	41.44	56.476000000000006	49.93	28.77	36.391999999999996	47.059	64.638	28.239	31.651999999999997	Pgls	0.001064718292810047	0.0060771829218318795
NM_010260	NM_010260	chr3	142620663	142638008	+	2442.0	1	Gbp2|-|-|3 H1|3 66.69 cM|protein-coding	155.069	55.486999999999995	22.845	194.60299999999998	23.351999999999997	257.116	169.104	36.513000000000005	167.708	17.201	16.831	350.155	290.274	15.106	18.822	Gbp2	0.010423087253190544	0.06561903682908563
NM_011461	NM_011461	chr10	88675270	88683023	-	1257.0	1	Spic|AU019198|C76795|Prf|Spi-C|-|10|10 C|protein-coding	0.16699999999999998	0.91	0.9440000000000001	0.575	8.925	0.32299999999999995	0.524	2.911	0.8240000000000001	5.44	4.063	0.36700000000000005	0.49	9.666	13.368	Spic	-0.00047104082969106383	0.0047036228833139794
NM_009035	NM_009035	chr5	53590346	53657445	+	5397.0	1	Rbpj|AI843960|CBF1|Igkjrb|Igkrsbp|RBP-J|RBP-J kappa|RBPjk|Rbpsuh|-|5 C1-C3|5 29.37 cM|protein-coding	12.618	7.192	5.0089999999999995	13.275	4.4639999999999995	14.134	11.414000000000001	5.959	10.924000000000001	3.97	6.605	13.699000000000002	13.165999999999999	4.006	4.716	Rbpj	0.000336575378258751	0.00022632127407317952
NM_001271477	NM_001271477	chr17	32412461	32420975	-	2671.0	1	Pglyrp2|C730002N09Rik|PGRP-L|Pglyrpl|tagL|-|17 B1|17|protein-coding	5.0680000000000005	19.332	37.73	4.586	10.742	4.018	11.285	17.732	13.255	13.873	19.36	4.127	4.567	6.042000000000001	5.513999999999999	Pglyrp2	-9.634153105577907e-05	-0.011413903571350751
NM_030724	NM_030724	chr1	167226084	167285127	-	1328.0	1	Uck2|AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk|-|1 H2.3|1|protein-coding	102.30799999999999	98.111	65.876	112.417	40.76	64.953	60.442	46.474	65.521	18.144000000000002	30.128	68.686	71.245	10.839	18.942999999999998	Uck2	0.002204221262687073	0.0006660772121925636
NM_001102565	NM_001102565	chr12	87428078	87443839	-	1940.0	1	Alkbh1|2700073G19Rik|Abh|Alkbh|alkB|hABH|-|12 D3|12|protein-coding	43.053000000000004	33.672	28.482	35.367	10.446	30.379	26.201999999999998	18.645	27.881999999999998	9.399	12.037	26.006	26.736	7.227	8.254	Alkbh1	0.000868700433205999	-0.0006059662844233774
NM_133209	NM_133209	chr5	137852147	137858049	-	1013.0	1	Pilrb1|FDFACT|Fdact|Pilrb|-|5 G2|5|protein-coding	2.069	1.9469999999999998	1.494	1.9969999999999999	8.166	4.81	5.617000000000001	7.294	4.088	9.129	9.103	2.784	2.099	16.67	12.49	Pilrb1	-0.00038660531722034086	0.00029497421971647704
NM_021522	NM_021522	chr18	9993615	10030149	-	4167.0	1	Usp14|2610005K12Rik|2610037B11Rik|AW107924|C78769|ax|nmf375|-|18 A1|18 4.91 cM|protein-coding	29.025	28.447	20.268	31.396	10.222999999999999	22.009	21.61	15.300999999999998	22.074	9.642999999999999	11.802999999999999	24.252	22.45	6.325	7.496	Usp14	0.0006566802145197169	-0.0010707700494150675
NM_175675	NM_175675	chr5	30647939	30659729	+	3074.0	1	Slc35f6|4930471M23Rik|5730478O19Rik|ANT2BP|P40|Tango9|-|5 B1|5|protein-coding	3.79	4.478	5.096	4.208	8.914	5.397	5.4	5.38	5.119	9.067	7.064	5.121	4.623	6.791	10.821	Slc35f6	-0.00022539957329614142	0.0016220014500868845
NM_010422	NM_010422	chr13	97176331	97198357	-	1889.0	1	Hexb|-|-|13 D1|13 50.66 cM|protein-coding	8.697000000000001	13.155999999999999	18.014	7.8420000000000005	33.472	13.42	17.923	22.278000000000002	16.496	29.924	31.285	12.594000000000001	9.686	34.306	35.138000000000005	Hexb	-0.001007759299557667	-0.002380571898240437
NM_009517	NM_009517	chr3	32334794	32365665	-	7774.0	1	Zmat3|Wig1|-|3|3 B|protein-coding	5.65	3.9019999999999997	3.4989999999999997	6.781000000000001	1.8159999999999998	10.7	9.043	5.685	8.929	3.535	4.209	12.075999999999999	12.155999999999999	2.3890000000000002	3.109	Zmat3	0.00034976094465083744	0.0011582926943361094
NM_181517	NM_181517	chr7	110018425	110055114	+	3091.0	1	Ipo7|A330055O14Rik|C330016G14|Imp7|Ranbp7|-|7 F1|7|protein-coding	76.793	60.082	46.88	77.404	20.506	64.013	58.721000000000004	40.389	58.997	24.291999999999998	25.76	69.619	59.662	14.897	19.779	Ipo7	0.0018750196317889173	0.000496876592000249
NM_026246	NM_026246	chr19	6053630	6057751	-	1716.0	1	Mrpl49|4833419D18Rik|Nof1|-|19 A|19 4.34 cM|protein-coding	25.715999999999998	23.309	19.139	25.624000000000002	12.985	17.037	15.866	13.328	16.832	8.121	10.95	20.437	20.705	7.952000000000001	7.372999999999999	Mrpl49	0.0004879384513970592	0.00035091423974184944
NM_026784	NM_026784	chr3	89459118	89469009	+	1183.0	1	Pmvk|1110011E12Rik|2900002L22Rik|AV001327|PMK|PMKA|PMKASE|-|3 F1|3|protein-coding	12.647	12.504000000000001	9.127	15.332	20.627	9.464	11.765999999999998	16.419	8.795	9.027999999999999	9.555	9.362	13.243	15.802	26.404	Pmvk	-0.0004309384371041528	0.010491436818459455
NM_001134384	NM_001134384	chr6	90659598	90810123	-	6474.0	1	Iqsec1|AW561907|BC026481|BRAG2|D6Ertd349e|cI-43|-|6 D1|6 40.16 cM|protein-coding	5.25	5.545	8.623	4.755	15.939	10.51	11.185	16.381	11.505	25.802	23.863000000000003	9.179	8.202	33.86	29.56	Iqsec1	-0.0008850064331567491	0.0005781041653361568
NM_017480	NM_017480	chr1	60977914	61000321	+	3248.0	1	Icos|AILIM|CCLP|CRP-1|H4|Ly115|CH29-120A16.4|1 C2|1 30.6 cM|protein-coding	79.235	72.286	26.758000000000003	75.575	25.77	103.728	82.492	42.38	80.369	15.88	19.05	108.48100000000001	89.45700000000001	12.758	15.856	Icos	0.0034289003291245778	0.007942947029268633
NM_026938	NM_026938	chr7	16452779	16455490	+	810.0	1	Tmem160|1810008O21Rik|-|7|7 A2|protein-coding	33.319	29.804000000000002	28.478	31.357	44.678999999999995	14.824000000000002	16.255	23.371	13.931	9.166	10.344000000000001	12.975999999999999	21.275	14.847000000000001	16.352999999999998	Tmem160	0.00019227891497524918	0.006237104530978475
NM_145552	NM_145552	chr4	125030014	125055382	+	2332.0	1	Gnl2|BC003262|HUMAUANTIG|Ngp-1|RP23-325M14.4|4 D2.2|4|protein-coding	75.657	56.413000000000004	43.074	70.184	17.891	48.332	34.985	25.802	37.400999999999996	12.482999999999999	15.35	45.798	42.875	9.753	9.855	Gnl2	0.0013810548543911653	0.0018656790590592205
NM_019816	NM_019816	chr11	84422856	84513501	-	1785.0	1	Aatf|4933415H02Rik|5830465M17Rik|Che-1|Trb|RP24-211A17.1|11|11 B5|protein-coding	41.79	33.48	24.561999999999998	39.106	12.136	28.63	23.551	18.885	22.125999999999998	10.945	10.082	27.69	26.675	5.83	10.632	Aatf	0.0007141976577267527	0.0031467902258925334
NM_181754	NM_181754	chr13	19749682	19824257	-	3426.0	1	Gpr141|PGR13|-|13 A2|13|protein-coding	2.434	5.78	7.855	2.457	22.59	5.689	7.165	16.371	6.814	37.143	32.010999999999996	5.073	2.7110000000000003	39.649	37.71	Gpr141	-0.0015410750550716155	-0.0011954823173869712
NM_013551	NM_013551	chr9	44336348	44344228	-	1580.0	1	Hmbs|PBGD|T25658|Ups|Uros1|-|9 A5.2|9 24.84 cM|protein-coding	14.243	11.584000000000001	8.361	14.04	5.857	7.49	6.3389999999999995	5.388999999999999	8.354	2.5140000000000002	3.42	8.437000000000001	10.27	1.262	2.878	Hmbs	0.00028380599593806264	0.0013149070175754883
NM_018749	NM_018749	chr15	77958998	77970824	-	1893.0	1	Eif3d|66/67kDa|AA407891|Eif3s7|eIF3p66|-|15 E1|15|protein-coding	220.27599999999998	187.293	160.89600000000002	203.077	72.21	129.775	123.87799999999999	93.869	123.24	42.246	60.081	132.719	147.963	37.755	37.858000000000004	Eif3d	0.0044743625512240395	0.004139411721341086
NM_001164208	NM_001164208	chr6	48833812	48841374	-	1059.0	1	Tmem176b|1810009M01Rik|Clast1|Lr8|-|6 B2.3|6 23.75 cM|protein-coding	26.355999999999998	42.016999999999996	35.879	25.656	63.416000000000004	31.660999999999998	32.902	47.647	36.366	32.592	39.935	28.566	21.239	45.248000000000005	48.443999999999996	Tmem176b	-0.0008512256105510197	-0.0011567044738210529
NM_025541	NM_025541	chr10	53596961	53609215	+	2176.0	1	Asf1a|2310079C17Rik|C79052|-|10 B3|10|protein-coding	24.151	24.183000000000003	18.232	23.195999999999998	15.395999999999999	13.782	13.247	14.715	12.179	6.794	7.861000000000001	13.572000000000001	14.862	5.0969999999999995	5.746	Asf1a	0.00036172261089054695	0.00018270662536428134
NM_010699	NM_010699	chr7	46845804	46855627	+	1613.0	1	Ldha|Ldh1|Ldhm|l7R2|-|7 B4|7 30.6 cM|protein-coding	295.30400000000003	245.28799999999998	159.667	384.889	158.015	206.354	175.554	119.23899999999999	170.24099999999999	69.807	94.54700000000001	231.57	254.99	89.08200000000001	86.009	Ldha	0.006139487057989414	0.03619558571318085
NM_145442	NM_145442	chr12	56328307	56345894	-	1497.0	1	Mbip|4933408E06Rik|-|12 C1|12|protein-coding	12.960999999999999	13.280999999999999	9.699	11.295	8.012	10.655999999999999	12.345	9.449	11.272	8.918	6.061	10.994000000000002	9.718	5.952000000000001	5.58	Mbip	0.00025532452887403205	-0.0005163810480336304
NM_145941	NM_145941	chr16	20672749	20692883	+	5382.0	1	Eif4g1|E030015G23Rik|eIF4GI|-|16 B1|16|protein-coding	162.173	134.31799999999998	109.86200000000001	158.256	73.313	133.088	120.396	93.061	120.69200000000001	60.816	65.267	131.202	144.827	45.917	52.776	Eif4g1	0.003749156225684645	0.008610371299140489
NM_153806	NM_153806	chr3	122274414	122285271	+	2394.0	1	Dnttip2|4930588M11Rik|AA408582|AU014960|HSU15552|-|3 G1|3|protein-coding	82.835	65.90899999999999	48.621	82.131	26.066	59.001000000000005	51.619	37.568000000000005	52.433	18.906	24.334	57.611999999999995	61.607	17.543	22.750999999999998	Dnttip2	0.0016689007123330986	0.00586865785337633
NM_010477	NM_010477	chr1	55077834	55087932	-	2318.0	1	Hspd1|60kDa|Hsp60|-|1 C1.2|1|protein-coding	97.35700000000001	80.612	48.556999999999995	113.41	18.846	65.59	55.968	33.699	50.869	12.474	17.368	72.087	76.469	8.279	8.294	Hspd1	0.002642883861237493	0.007894059618136176
NM_011291	NM_011291	chr1	16101296	16104433	-	924.0	1	Rpl7|Rpl7a|Surf-3|-|1 A3|1|protein-coding	296.48400000000004	310.62	294.173	305.856	140.66299999999998	150.67	130.22799999999998	126.506	136.24	65.687	81.075	167.46900000000002	179.84400000000002	57.254	60.443000000000005	Rpl7	0.004376186265766481	0.012813348355219122
NM_133998	NM_133998	chr10	77486655	77515813	-	2420.0	1	Fam207a|1810008A18Rik|AI303072|-|10 C1|10|protein-coding	26.322	24.19	19.840999999999998	26.201999999999998	18.714000000000002	15.605	13.524000000000001	14.453	14.481	6.324	11.452	15.190999999999999	19.352	9.783999999999999	8.843	Fam207a	0.00033707216957046325	0.0009825220188482081
NM_153570	NM_153570	chr5	110648419	110653382	-	2022.0	1	Noc4l|AI326906|-|5 F|5|protein-coding	51.338	34.452	23.18	54.535	13.857999999999999	39.705	34.232	18.342	37.427	8.664	9.661	43.995	49.808	7.334	7.308	Noc4l	0.0017203335764989106	0.00708206603728629
NM_001177370	NM_001177370	chr19	46305930	46312090	+	2949.0	1	Nfkb2|NF-kappaB2|lyt|p49|p49/p100|p50B|p52|-|19 C3-D2|19 38.8 cM|protein-coding	284.388	375.99300000000005	400.99	289.262	100.839	190.44799999999998	230.584	238.398	228.13	117.726	145.71	206.169	242.305	50.542	72.904	Nfkb2	0.006830644449281988	-0.026224889754842527
NM_026003	NM_026003	chr19	26748403	26778321	+	1951.0	1	Smarca2|2610209L14Rik|SNF2alpha|Snf2l2|brahma|brm|-|19 C1|19 21.17 cM|protein-coding	7.582999999999999	10.19	14.507	6.7589999999999995	20.298	9.782	11.087	14.068	9.392000000000001	17.157	19.974	7.017	5.85	20.6	19.354	Smarca2	-0.0005734329669480439	-0.0031434475749358886
NM_013750	NM_013750	chr1	135766085	135769134	+	1463.0	1	Phlda3|Tih1|-|1 E4|1 59.26 cM|protein-coding	28.473000000000003	27.394000000000002	19.01	27.116	2.827	16.772000000000002	14.592	9.957	15.921	4.14	3.5580000000000003	18.855	24.131999999999998	0.341	1.013	Phlda3	0.0008781903689418591	0.0033905386546332103
NM_138585	NM_138585	chr8	72460483	72475233	-	3780.0	1	Cherp|5730408I11Rik|D8Wsu96e|DAN16|Scaf6|-|8 B3.3|8 35.08 cM|protein-coding	55.733000000000004	45.896	42.068000000000005	54.339	30.719	51.041000000000004	48.08	38.203	45.025	25.843000000000004	25.996	49.401	53.894	22.945999999999998	22.254	Cherp	0.0013252889729161014	0.002970637495388839
NM_178616	NM_178616	chr11	80428615	80472133	+	1728.0	1	Psmd11|1700089D09Rik|1810019E17Rik|2610024G20Rik|2810055C24Rik|C78232|P44.5|S9|-|11 B5|11|protein-coding	46.661	45.176	41.799	49.24	14.87	40.518	39.321	33.150999999999996	41.398	16.771	19.998	47.059	45.751999999999995	13.27	18.648	Psmd11	0.0011945559794299498	0.0035782517595530743
NM_008416	NM_008416	chr8	84976909	84978748	-	1837.0	1	Junb|-|-|8 C2-D1|8 41.41 cM|protein-coding	302.617	370.673	345.25	320.078	181.046	181.53900000000002	209.975	225.87099999999998	217.58700000000002	98.802	126.524	215.67	236.02	74.658	97.26100000000001	Junb	0.005845913947200369	0.002028710014174321
NM_011905	NM_011905	chr3	83836272	83841608	-	2850.0	1	Tlr2|Ly105|-|3 E3|3|protein-coding	3.1319999999999997	8.318	6.989	3.1060000000000003	26.104	11.540999999999999	12.142999999999999	22.149	12.187000000000001	27.146	23.954	9.985	4.712	30.653000000000002	36.019	Tlr2	-0.0011521954282769477	0.002437110099281949
NM_007683	NM_007683	chr5	86012025	86065583	-	3170.0	1	Cenpc1|CENP-C|Cenpc|-|5|5 E2-E5|protein-coding	10.985999999999999	10.229	10.412	10.417	4.9910000000000005	10.577	10.799000000000001	8.836	11.152999999999999	5.875	8.414	10.287	9.619	3.4010000000000002	4.132	Cenpc1	0.00023348711244053426	-0.002626801089710641
NM_175277	NM_175277	chr6	83349484	83358392	+	524.0	1	Bola3|1810056O20Rik|-|6 C3|6|protein-coding	35.27	41.931000000000004	28.177	42.611999999999995	15.293	26.901	31.049	18.131	31.314	13.422	11.354000000000001	35.226	33.955	4.043	9.526	Bola3	0.0011211315150903352	0.00218178436104503
NM_133815	NM_133815	chr1	181815315	181842401	-	3536.0	1	Lbr|AI505894|ic|-|1 H5|1 84.89 cM|protein-coding	37.001	44.388999999999996	46.879	36.355	76.248	37.075	43.431999999999995	54.87	43.286	78.936	80.453	38.236999999999995	36.33	90.26	85.024	Lbr	-0.0021772004731138127	-0.004176413529784016
NM_027769	NM_027769	chr4	19519252	19570104	-	5628.0	1	Cpne3|5430428M23Rik|5730450C07Rik|C85108|CPN3|RP23-109G18.2|4 A3|4|protein-coding	8.511000000000001	9.967	11.889000000000001	9.058	12.677	15.625	16.167	22.233	16.031	30.838	29.581999999999997	15.57	12.009	27.424	26.195999999999998	Cpne3	-0.0006667090081034373	-0.004913618277926404
NM_001081158	NM_001081158	chr11	74649495	74670847	+	5371.0	1	Cluh|1300001I01Rik|Kiaa0664|mKIAA0664|RP23-194P5.1|11 B4|11|protein-coding	41.151	28.643	20.255	40.731	13.225999999999999	30.424	27.639	17.872	25.288	7.4079999999999995	9.859	31.416999999999998	35.283	6.45	6.561	Cluh	0.0011470665253819868	0.0034037266724619396
NM_013610	NM_013610	chr13	49187547	49196251	+	1126.0	1	Ninj1|AU024536|-|13 A5|13|protein-coding	17.009	18.953	23.500999999999998	14.343	57.806000000000004	20.813000000000002	23.386	34.5	22.893	49.161	36.105	22.267	19.379	46.927	63.075	Ninj1	-0.0015993925773305597	0.01199169839954045
