id	chr_name	start	end	chromosome_id	tag_count_100um_k99a	id_100um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
16489	chr9	55540073	55541561	12	28.8	16489	63.4	12110.0	114.5	5350.0	98.8	7087.0	49.1	11938.0
16491	chr9	66068862	66069746	12	28.8	16491	37.5	18124.0	25.1	21444.0	30.9	20235.0	31.8	17202.0
16492	chr9	74953775	74954415	12	28.8	16492	36.7	18377.0	56.6	13399.0	43.8	16658.0	34.1	16356.0
16493	chr9	75070562	75071336	12	28.8	16493	23.4	23062.0	29.2	20075.0	32.1	19887.0	27.7	18732.0
16498	chr10	7663247	7663873	9	28.8	16498	69.2	11082.0	64.3	11932.0	50.0	15136.0	58.3	9886.0
16499	chr10	11280314	11281124	9	28.8	16499	18.4	25488.0	29.2	20076.0	24.1	22679.0		
16500	chr10	13474222	13474878	9	28.8	16500	86.8	8391.0			59.3	13078.0	25.4	19694.0
16502	chr10	30199381	30200355	9	28.8	16502	25.9	22038.0	33.3	18845.0	32.7	19711.0	27.7	18747.0
16504	chr10	41808985	41809735	9	28.8	16504	40.9	17179.0	37.0	17863.0	38.9	17910.0	30.6	17613.0
16509	chr10	105842070	105842834	9	28.8	16509	55.1	13804.0	48.8	15014.0	75.3	10255.0	67.6	8139.0
16511	chr10	117148407	117148907	9	28.8	16511	170.2	2223.0						
16514	chr11	76202110	76202738	13	28.8	16514					38.3	18087.0	30.0	17840.0
16522	chr11	115536137	115536767	13	28.8	16522	33.4	19419.0	31.9	19263.0	37.0	18458.0	26.0	19460.0
16523	chr11	118248565	118249065	13	28.8	16523	69.2	11099.0	52.5	14255.0	48.8	15456.0	27.7	18777.0
16524	chr12	9569553	9570523	15	28.8	16524	38.4	17927.0	31.0	19530.0	34.6	19179.0		
16525	chr12	15800265	15801157	15	28.8	16525					18.5	25357.0	30.0	17849.0
16529	chr12	84218624	84219376	15	28.8	16529	227.8	1151.0	211.7	1367.0	159.3	2761.0	132.3	2222.0
16531	chr12	101912928	101913552	15	28.8	16531	100.1	6803.0	116.8	5144.0	135.8	3922.0	104.6	3724.0
16533	chr12	102756703	102757327	15	28.8	16533	45.1	16157.0	48.8	15030.0	58.7	13227.0	50.8	11546.0
16537	chr13	4190551	4191317	14	28.8	16537	40.9	17212.0	53.8	13953.0			27.1	19035.0
16539	chr13	29854926	29855842	14	28.8	16539	51.7	14597.0	48.4	15133.0	46.9	15939.0	22.0	21443.0
16543	chr13	64161402	64162028	14	28.8	16543	49.2	15168.0	42.4	16483.0	58.7	13233.0	42.7	13675.0
16545	chr14	8665594	8666954	11	28.8	16545	30.9	20285.0	28.3	20405.0	32.7	19747.0	35.8	15824.0
16552	chr15	8709760	8710664	16	28.8	16552	52.6	14417.0	58.4	13055.0	46.3	16091.0	38.1	15111.0
16554	chr15	76368577	76369229	16	28.8	16554	100.1	6816.0	44.3	16057.0	64.8	12074.0	57.2	10175.0
16556	chr15	80014212	80015696	16	28.8	16556	16.7	26551.0	29.7	19969.0	74.1	10459.0	29.5	18141.0
16557	chr15	81105048	81105674	16	28.8	16557	261.1	865.0	309.8	552.0	260.6	876.0	249.5	503.0
16558	chr15	88750878	88751504	16	28.8	16558	55.1	13845.0	59.3	12871.0	40.8	17493.0	41.6	14067.0
16561	chr15	102256221	102257159	16	28.8	16561	74.3	10306.0	73.0	10458.0	71.0	10990.0	31.2	17481.0
16568	chr16	93683481	93684231	17	28.8	16568	64.2	12025.0	74.4	10241.0	70.4	11121.0	52.6	11205.0
16569	chr16	96145375	96146147	17	28.8	16569	26.7	21822.0	21.0	23150.0	31.5	20128.0	42.2	13889.0
16570	chr17	7169501	7170127	18	28.8	16570	109.3	5869.0	72.5	10531.0	64.2	12192.0	65.3	8582.0
16571	chr17	21649775	21650403	18	28.8	16571	61.7	12486.0	43.3	16275.0	53.7	14350.0	24.3	20313.0
16573	chr17	29886401	29887657	18	28.8	16573	55.1	13856.0	43.3	16277.0	40.1	17653.0	30.6	17688.0
16578	chr17	56672828	56673328	18	28.8	16578	36.7	18472.0	46.5	15589.0	50.6	15033.0	42.7	13702.0
16579	chr17	69415967	69416909	18	28.8	16579	46.7	15808.0	130.5	4090.0	51.2	14909.0	43.9	13381.0
16580	chr17	74489586	74490340	18	28.8	16580	60.9	12668.0	42.4	16509.0	42.6	17027.0	34.1	16438.0
16581	chr17	74527178	74527946	18	28.8	16581	31.7	20038.0	43.3	16281.0	40.8	17510.0	47.9	12285.0
16583	chr18	3336479	3337431	20	28.8	16583	65.1	11892.0	60.2	12725.0	56.2	13790.0	31.2	17497.0
16584	chr18	40218683	40219311	20	28.8	16584	35.9	18734.0	81.7	9208.0	57.4	13525.0	29.5	18179.0
16587	chr18	73571730	73572358	20	28.8	16587	24.2	22847.0	33.8	18766.0			59.5	9684.0
16589	chr19	6334700	6335330	21	28.8	16589	131.0	4053.0	141.0	3489.0	119.2	5119.0	106.9	3574.0
16593	chr19	37206307	37206935	21	28.8	16593	60.9	12679.0	52.9	14196.0	48.2	15679.0	33.5	16640.0
16594	chr19	42779358	42779994	21	28.8	16594	55.9	13699.0	83.5	8938.0	40.1	17667.0	32.9	16866.0
16599	chr19	60755503	60756181	21	28.8	16599	30.0	20632.0	33.3	18909.0	42.6	17041.0	31.8	17312.0
16601	chrX	13846537	13847437	3	28.8	16601	28.4	21220.0	37.9	17670.0	36.4	18681.0	27.1	19102.0
16603	chrX	74022008	74023082	3	28.8	16603	50.9	14850.0	45.6	15770.0	43.8	16730.0	29.5	18192.0
16606	chrX	102119279	102120573	3	28.8	16606	48.4	15410.0	38.3	17541.0	53.1	14519.0	26.6	19301.0
16607	chrX	108833014	108833920	3	28.8	16607	62.6	12329.0	54.3	13887.0	43.8	16731.0	19.1	23130.0
16608	chrX	136707707	136708763	3	28.8	16608	40.0	17523.0	28.7	20293.0	45.7	16271.0	25.4	19823.0
16609	chrX	139997325	139999051	3	28.8	16609	51.7	14645.0	53.8	13979.0	47.5	15836.0	39.3	14757.0
16610	chrX	162886715	162887753	3	28.8	16610	20.0	24860.0	34.2	18660.0	32.7	19803.0	26.0	19540.0
16611	chrX	164075436	164076826	3	28.8	16611	49.2	15223.0	57.9	13167.0	36.4	18686.0	22.0	21528.0
16613	chr1	36940106	36940862	1	28.3	16613	35.9	18506.0	35.6	18126.0	42.6	16900.0	32.9	16652.0
16615	chr1	86582545	86583173	1	28.3	16615	74.3	10205.0	91.7	7825.0			37.0	15342.0
16618	chr1	138619481	138620109	1	28.3	16618	219.4	1255.0	232.2	1091.0	196.3	1669.0	152.5	1600.0
16619	chr1	152090639	152091285	1	28.3	16619	55.1	13717.0	54.3	13789.0	50.0	15057.0	32.9	16658.0
16621	chr1	192138214	192138844	1	28.3	16621	41.7	16865.0	38.3	17431.0	47.5	15692.0	28.9	18210.0
16631	chr2	157204505	157205293	2	28.3	16631	65.9	11624.0	273.7	737.0	56.8	13553.0	22.5	20929.0
16633	chr2	173276290	173277160	2	28.3	16633	127.7	4216.0	26.9	20774.0	189.6	1803.0	24.8	19866.0
16636	chr3	79841936	79843100	4	28.3	16636	70.9	10755.0	74.8	10105.0	55.6	13830.0	55.5	10465.0
16641	chr4	44981428	44982066	5	28.3	16641	28.4	20981.0	54.3	13809.0	30.9	20182.0	27.1	18922.0
16642	chr4	59003211	59003977	5	28.3	16642	31.7	19851.0	43.3	16207.0	58.0	13294.0	47.4	12335.0
16643	chr4	96552957	96553747	5	28.3	16643	36.7	18292.0			26.6	21677.0	20.8	21866.0
16645	chr4	128616626	128617732	5	28.3	16645	16.7	26295.0						
16647	chr4	134186990	134187618	5	28.3	16647	141.0	3411.0	133.7	3899.0	105.0	6383.0	89.5	5100.0
16648	chr4	141060630	141061270	5	28.3	16648	49.2	15061.0	43.8	16100.0	51.2	14822.0	29.5	18006.0
16650	chr4	149518239	149518863	5	28.3	16650	29.2	20705.0	24.2	21750.0	22.2	23403.0	24.8	19899.0
16651	chr5	32610650	32611150	6	28.3	16651	53.4	14115.0	47.0	15415.0	53.7	14270.0	30.6	17567.0
16652	chr5	34948905	34949809	6	28.3	16652	90.1	7928.0	59.3	12824.0	46.3	16017.0	35.8	15738.0
16653	chr5	52618036	52619464	6	28.3	16653	39.2	17576.0	43.8	16105.0	37.7	18214.0	34.1	16306.0
16655	chr5	65536592	65537364	6	28.3	16655	42.6	16695.0	53.8	13910.0	45.1	16307.0	34.1	16309.0
16657	chr5	98030126	98030976	6	28.3	16657	111.0	5657.0	111.3	5661.0	96.3	7377.0	61.8	9162.0
16658	chr5	103910537	103912029	6	28.3	16658			36.5	17939.0	43.2	16766.0	35.2	15931.0
16659	chr5	121397539	121398163	6	28.3	16659	113.5	5420.0	132.3	3962.0	31.5	20031.0	153.7	1576.0
16660	chr5	122821293	122822191	6	28.3	16660	40.0	17369.0						
16661	chr5	135008290	135009058	6	28.3	16661	146.0	3165.0	146.0	3210.0	143.9	3450.0	102.2	3910.0
16662	chr6	28135275	28136187	7	28.3	16662	57.6	13239.0	52.5	14225.0	40.8	17415.0	23.1	20704.0
16664	chr6	29767630	29768260	7	28.3	16664	35.0	18828.0	38.8	17349.0	34.0	19302.0	27.7	18688.0
16667	chr6	31563689	31564439	7	28.3	16667	60.1	12744.0	48.4	15080.0	53.7	14276.0	16.2	24806.0
16670	chr6	100670300	100671076	7	28.3	16670	55.1	13769.0	41.5	16665.0	50.6	14974.0	35.2	15947.0
16671	chr6	108064897	108065781	7	28.3	16671	29.2	20735.0	36.5	17946.0	61.7	12580.0	16.8	24446.0
16678	chr6	145616169	145616923	7	28.3	16678	36.7	18347.0	41.5	16668.0	37.0	18410.0	23.7	20446.0
16679	chr7	5019984	5020724	8	28.3	16679	79.3	9455.0	101.7	6646.0	108.7	6027.0	31.2	17394.0
16680	chr7	12897785	12898701	8	28.3	16680	60.9	12568.0	43.8	16117.0	35.2	18942.0	36.4	15589.0
16684	chr7	28863708	28864936	8	28.3	16684	11.7	30133.0	117.2	5078.0	132.8	4100.0	48.5	12067.0
16687	chr7	45783363	45784515	8	28.3	16687	31.7	19906.0	31.5	19367.0	24.7	22404.0	30.0	17791.0
16688	chr7	48881512	48882408	8	28.3	16688	63.4	12096.0	47.0	15421.0	45.1	16332.0	35.8	15765.0
16691	chr7	78895510	78896202	8	28.3	16691	136.8	3679.0	159.7	2619.0	191.4	1772.0	105.7	3624.0
16692	chr7	80803161	80803807	8	28.3	16692	43.4	16493.0	92.6	7708.0	46.9	15893.0	35.2	15958.0
16694	chr7	125444120	125444620	8	28.3	16694	120.1	4823.0	112.2	5574.0	102.5	6679.0	30.0	17799.0
16696	chr7	127708564	127709316	8	28.3	16696	80.1	9356.0	56.6	13388.0	61.1	12701.0	39.9	14494.0
16700	chr8	71881971	71882683	10	28.3	16700	105.1	6259.0	70.3	10888.0	82.7	9117.0		
16702	chr8	84908440	84909248	10	28.3	16702	85.1	8613.0	92.2	7787.0	80.9	9397.0	61.2	9291.0
16705	chr8	106210963	106211731	10	28.3	16705	155.2	2772.0	127.7	4262.0	82.1	9218.0	61.8	9185.0
16709	chr9	51962294	51963060	12	28.3	16709	55.9	13621.0	44.7	15920.0	42.6	16962.0	34.7	16174.0
16712	chr9	85747313	85748691	12	28.3	16712	166.9	2317.0	155.1	2801.0	44.5	16492.0	53.7	10907.0
16713	chr9	88719809	88720967	12	28.3	16713			61.6	12429.0	54.3	14150.0		
16714	chr10	17946354	17947278	9	28.3	16714	60.9	12590.0	138.7	3606.0	65.4	11940.0	49.7	11803.0
16716	chr10	30801736	30802628	9	28.3	16716	45.1	16130.0	49.7	14815.0	30.3	20432.0	38.7	14864.0
16717	chr10	31313428	31313928	9	28.3	16717	82.6	8968.0	63.4	12101.0	73.5	10533.0	57.2	10150.0
16719	chr10	42502584	42503084	9	28.3	16719	107.6	6023.0	91.7	7850.0	89.5	8251.0	71.6	7475.0
16721	chr10	75954057	75955007	9	28.3	16721	60.1	12783.0	58.8	12954.0	67.3	11611.0	49.7	11805.0
16722	chr10	81135709	81136337	9	28.3	16722	75.1	10148.0	76.2	9942.0	84.6	8868.0	43.3	13479.0
16723	chr10	81266136	81267036	9	28.3	16723	60.1	12785.0	65.7	11672.0	59.3	13080.0	39.3	14684.0
16724	chr10	81393457	81394353	9	28.3	16724	49.2	15127.0	44.3	16033.0	35.8	18785.0	27.7	18754.0
16726	chr10	95941039	95941539	9	28.3	16726	30.0	20508.0	44.7	15928.0	32.1	19907.0	38.1	15066.0
16730	chr11	40733187	40733815	13	28.3	16730	91.8	7751.0	108.1	5978.0	101.9	6760.0	82.0	6026.0
16731	chr11	43680755	43681527	13	28.3	16731	55.1	13810.0	63.4	12102.0	59.9	12958.0	45.6	12845.0
16734	chr11	48826376	48827002	13	28.3	16734	42.6	16772.0	44.7	15930.0	186.5	1878.0	17.9	23711.0
16735	chr11	52397187	52397687	13	28.3	16735	60.9	12608.0						
16740	chr11	62248974	62249600	13	28.3	16740	33.4	19407.0	70.7	10819.0	64.8	12052.0	26.6	19225.0
16741	chr11	70254294	70255176	13	28.3	16741	81.8	9109.0	63.0	12177.0	59.3	13090.0	27.1	19013.0
16742	chr11	83529293	83530921	13	28.3	16742	16.7	26469.0	10.0	29965.0	9.26	33006.0	17.9	23719.0
16745	chr11	115765009	115765633	13	28.3	16745	76.8	9879.0	88.5	8242.0	71.6	10856.0	32.9	16796.0
16746	chr11	116580375	116581265	13	28.3	16746	25.0	22409.0	23.3	22157.0	40.8	17470.0	32.3	17014.0
16751	chr12	69724911	69725539	15	28.3	16751	80.9	9262.0	87.6	8360.0	106.2	6291.0	88.4	5273.0
16753	chr12	80789862	80790852	15	28.3	16753	45.1	16152.0	282.4	698.0	35.2	18993.0	23.1	20810.0
16754	chr12	84317748	84318392	15	28.3	16754	22.5	23520.0	28.3	20396.0	27.8	21301.0	22.5	21108.0
16755	chr12	85177043	85177813	15	28.3	16755	42.6	16799.0	41.1	16833.0	45.7	16233.0	26.6	19242.0
16756	chr12	98627773	98628525	15	28.3	16756	60.1	12810.0	68.9	11116.0	40.1	17613.0	46.8	12557.0
16757	chr12	100276365	100277519	15	28.3	16757	49.2	15157.0	12.8	27660.0			18.5	23371.0
16759	chr12	110446214	110446852	15	28.3	16759	96.8	7171.0	88.5	8245.0	78.4	9789.0	42.2	13853.0
16760	chr12	112129889	112130627	15	28.3	16760	30.9	20270.0	27.4	20696.0	35.2	18998.0	26.6	19246.0
16761	chr13	5860815	5861441	14	28.3	16761	39.2	17688.0	35.6	18209.0	50.0	15161.0	34.7	16212.0
16763	chr13	14064607	14065107	14	28.3	16763	46.7	15764.0	97.6	7121.0	78.4	9791.0	41.0	14179.0
16764	chr13	21362578	21363336	14	28.3	16764	67.6	11416.0	59.8	12780.0	42.0	17168.0	21.4	21733.0
16767	chr13	43481509	43482295	14	28.3	16767	55.1	13831.0	58.4	13050.0	45.7	16237.0	38.1	15094.0
16769	chr13	51644613	51645399	14	28.3	16769	108.5	5950.0	127.7	4272.0	167.9	2436.0	20.8	21993.0
16770	chr13	58103054	58104336	14	28.3	16770			16.0	25629.0	13.0	29181.0	9.24	31954.0
16774	chr13	93771184	93772048	14	28.3	16774			97.2	7185.0	87.7	8476.0	42.2	13863.0
16777	chr13	104178199	104178823	14	28.3	16777	107.6	6039.0	117.2	5100.0	172.3	2287.0		
16778	chr13	107022435	107022935	14	28.3	16778	47.6	15561.0	85.3	8660.0	40.8	17485.0	31.8	17254.0
16781	chr13	118386468	118386968	14	28.3	16781	80.9	9275.0	64.3	11953.0	58.0	13382.0	49.7	11827.0
16785	chr14	61599974	61600788	11	28.3	16785			83.0	8987.0			75.1	6968.0
16786	chr14	66869459	66870227	11	28.3	16786	239.5	1035.0	56.6	13414.0	43.8	16700.0	28.3	18581.0
16787	chr14	73325967	73326467	11	28.3	16787	44.2	16357.0	56.1	13506.0	43.8	16701.0	37.5	15299.0
16800	chr16	13255964	13256618	17	28.3	16800	39.2	17720.0	36.0	18099.0	44.5	16550.0	27.7	18825.0
16801	chr16	36875264	36875896	17	28.3	16801	30.0	20596.0	42.0	16604.0	46.9	15960.0	27.1	19065.0
16805	chr16	90933237	90934403	17	28.3	16805	101.0	6732.0	97.6	7132.0	34.6	19221.0	28.9	18381.0
16807	chr16	98081901	98082655	17	28.3	16807	126.8	4322.0	145.1	3281.0	142.0	3598.0	119.6	2794.0
16808	chr17	28690902	28691402	18	28.3	16808	32.5	19753.0	33.8	18760.0	41.4	17350.0	28.3	18596.0
16809	chr17	31658663	31659289	18	28.3	16809	124.3	4517.0	37.9	17655.0	42.0	17197.0	38.7	14929.0
16810	chr17	32828701	32829625	18	28.3	16810			77.6	9748.0	73.5	10567.0	63.5	8912.0
16812	chr17	34971884	34972512	18	28.3	16812	35.0	18972.0	42.9	16384.0	37.7	18319.0	30.0	17907.0
16815	chr17	71002254	71003040	18	28.3	16815	104.3	6379.0	150.1	3026.0	38.3	18142.0	91.3	4957.0
16819	chr18	9958206	9958832	20	28.3	16819	109.3	5874.0	91.7	7873.0	93.2	7812.0	40.4	14400.0
16820	chr18	53744849	53745611	20	28.3	16820	176.0	2069.0	156.5	2759.0	155.0	2951.0	38.7	14935.0
16822	chr19	21778445	21779347	21	28.3	16822	84.3	8785.0	38.3	17532.0	48.8	15498.0	38.7	14939.0
16824	chr19	43612818	43613690	21	28.3	16824	31.7	20051.0	30.6	19705.0	46.3	16124.0	39.9	14595.0
16825	chrX	8192895	8193647	3	28.3	16825	95.1	7396.0	88.5	8260.0	87.1	8579.0	67.6	8180.0
16829	chrX	36598845	36599975	3	28.3	16829	43.4	16632.0	29.7	20007.0	19.8	24849.0	33.5	16645.0
16830	chrX	38454888	38455914	3	28.3	16830	47.6	15613.0	44.7	15963.0	32.7	19799.0	30.0	17931.0
16831	chrX	57200419	57201671	3	28.3	16831	23.4	23246.0	17.8	24763.0	45.1	16423.0	44.5	13231.0
16840	chr1	91249061	91249905	1	27.7	16840	37.5	18014.0	42.0	16521.0	37.7	18163.0	34.7	16086.0
16843	chr1	93800899	93801701	1	27.7	16843	124.3	4461.0	136.4	3729.0	142.0	3555.0	118.4	2830.0
16845	chr1	171287244	171287928	1	27.7	16845	30.9	20076.0	37.4	17679.0	32.7	19615.0	25.4	19555.0
16847	chr1	181842526	181843026	1	27.7	16847	86.8	8340.0	60.7	12555.0	36.4	18539.0	28.9	18208.0
16848	chr1	182125364	182125864	1	27.7	16848	67.6	11322.0	36.0	18024.0	110.5	5840.0	80.3	6188.0
16849	chr1	193201856	193202482	1	27.7	16849	381.3	374.0	393.7	324.0	396.4	317.0	220.7	690.0
16855	chr2	60880124	60880876	2	27.7	16855	207.7	1423.0	142.8	3378.0	166.1	2493.0	28.9	18221.0
16858	chr2	120977248	120977876	2	27.7	16858	87.6	8241.0	86.7	8442.0	43.8	16586.0	22.0	21249.0
16859	chr2	121412628	121413252	2	27.7	16859	54.2	13893.0	39.2	17218.0	45.1	16289.0	32.3	16896.0
16860	chr2	122027921	122028707	2	27.7	16860	59.2	12865.0	78.5	9601.0	41.4	17228.0	41.6	13938.0
16862	chr2	128943011	128943635	2	27.7	16862	50.1	14870.0					22.5	20927.0
16863	chr2	144270646	144271272	2	27.7	16863	339.6	479.0	377.3	348.0	418.6	273.0	34.1	16286.0
16868	chr3	40744731	40745231	4	27.7	16868	30.0	20400.0	29.7	19870.0			10.4	29826.0
16873	chr3	95881386	95882138	4	27.7	16873	117.6	5029.0	105.4	6244.0	96.3	7368.0	56.6	10220.0
16874	chr3	96567331	96568359	4	27.7	16874	23.4	22930.0	21.9	22644.0	23.5	22849.0		
16875	chr3	101604775	101605275	4	27.7	16875	36.7	18285.0	48.4	15070.0			26.0	19343.0
16877	chr3	109027875	109028627	4	27.7	16877	111.0	5649.0	156.9	2724.0	126.0	4551.0	17.3	23936.0
16878	chr3	116662417	116663047	4	27.7	16878	146.8	3122.0	33.3	18787.0	198.2	1635.0	28.9	18243.0
16880	chr3	138490076	138490706	4	27.7	16880							29.5	17994.0
16883	chr4	11191952	11192606	5	27.7	16883	79.3	9434.0	76.6	9841.0	79.0	9638.0	47.4	12331.0
16885	chr4	41275293	41276081	5	27.7	16885	90.9	7812.0	129.6	4125.0	165.5	2513.0		
16889	chr4	116464009	116464649	5	27.7	16889	33.4	19302.0	46.1	15620.0	38.9	17854.0	37.0	15385.0
16890	chr4	116876732	116877374	5	27.7	16890	20.0	24494.0	21.0	23034.0	33.3	19452.0	16.8	24396.0
16891	chr4	118542741	118544047	5	27.7	16891	59.2	12887.0	59.3	12821.0	55.0	13965.0	30.0	17760.0
16893	chr4	124849821	124850593	5	27.7	16893	29.2	20701.0	45.2	15801.0	39.5	17708.0	33.5	16496.0
16900	chr4	152129703	152130715	5	27.7	16900	54.2	13916.0	55.2	13635.0	54.3	14115.0	13.9	26567.0
16901	chr4	155086382	155087140	5	27.7	16901	75.9	9953.0	68.4	11144.0	93.2	7762.0	63.0	8948.0
16902	chr4	155601781	155602623	5	27.7	16902	39.2	17574.0	109.5	5836.0	103.1	6608.0	53.1	11005.0
16903	chr4	155624755	155625517	5	27.7	16903	117.6	5033.0	113.6	5426.0	100.6	6875.0	32.3	16929.0
16904	chr4	156196250	156197198	5	27.7	16904	80.9	9191.0	48.4	15078.0	44.5	16457.0	27.1	18935.0
16908	chr5	104046150	104046906	6	27.7	16908	156.9	2695.0	95.3	7378.0	75.9	10124.0	34.7	16132.0
16910	chr5	117977134	117978100	6	27.7	16910	89.3	8048.0	57.9	13097.0	54.3	14122.0	35.2	15933.0
16913	chr5	134688829	134689455	6	27.7	16913	32.5	19598.0	64.8	11821.0	33.3	19469.0	28.9	18273.0
16915	chr5	143757754	143758842	6	27.7	16915	57.6	13238.0	54.7	13740.0	44.5	16466.0	49.7	11770.0
16918	chr6	30046688	30047472	7	27.7	16918	51.7	14522.0	56.6	13379.0	51.9	14691.0	35.2	15938.0
16920	chr6	55037521	55038307	7	27.7	16920	144.3	3255.0	156.5	2749.0	157.4	2834.0	30.0	17780.0
16921	chr6	85961215	85962219	7	27.7	16921	152.7	2876.0	158.3	2666.0	68.5	11386.0		
16923	chr6	91683210	91683970	7	27.7	16923	197.7	1585.0	174.3	2138.0	196.3	1674.0	26.6	19167.0
16924	chr6	92090815	92091605	7	27.7	16924	44.2	16271.0	49.3	14897.0	54.3	14128.0	36.4	15587.0
16929	chr6	146502056	146503442	7	27.7	16929	228.6	1139.0	154.6	2820.0	36.4	18585.0	210.3	800.0
16930	chr7	5015791	5016423	8	27.7	16930	68.4	11219.0	92.6	7705.0	70.4	11064.0	34.7	16148.0
16933	chr7	51879279	51880259	8	27.7	16933	39.2	17599.0	54.3	13829.0	40.8	17430.0	38.1	15028.0
16938	chr7	140374564	140375812	8	27.7	16938			52.9	14138.0	27.2	21487.0	26.0	19404.0
16940	chr8	3493191	3493815	10	27.7	16940	48.4	15308.0	72.5	10510.0	50.6	14984.0	28.9	18298.0
16943	chr8	25976002	25976770	10	27.7	16943	70.1	10930.0	72.5	10512.0	60.5	12826.0	44.5	13137.0
16944	chr8	27174393	27175147	10	27.7	16944	18.4	25434.0	159.2	2634.0	29.0	20833.0	21.4	21641.0
16945	chr8	34965618	34966118	10	27.7	16945	90.9	7849.0	87.1	8408.0	105.0	6399.0	41.6	13993.0
16946	chr8	45410709	45411641	10	27.7	16946			54.3	13833.0			38.7	14849.0
16954	chr8	123373093	123373889	10	27.7	16954	118.5	4973.0	45.2	15825.0	43.2	16807.0	35.2	15974.0
16955	chr9	7176402	7177074	12	27.7	16955	45.1	16116.0	56.6	13397.0	57.4	13476.0	31.8	17200.0
16963	chr9	45042250	45043122	12	27.7	16963	44.2	16301.0	47.9	15220.0	38.3	18071.0	39.3	14674.0
16968	chr9	66060162	66061062	12	27.7	16968	113.5	5438.0	124.1	4548.0	140.2	3679.0	105.7	3627.0
16972	chr9	119341473	119342303	12	27.7	16972	276.2	761.0	244.5	984.0	230.3	1172.0	24.8	19986.0
16974	chr10	30843297	30843937	9	27.7	16974	89.3	8072.0	69.3	11031.0	72.9	10627.0	66.4	8345.0
16977	chr10	95514339	95515097	9	27.7	16977	29.2	20784.0	86.2	8533.0	38.3	18080.0	41.0	14164.0
16978	chr10	127620704	127621908	9	27.7	16978	104.3	6355.0	91.7	7853.0	64.2	12157.0	47.9	12224.0
16983	chr11	87403840	87404706	13	27.7	16983	33.4	19415.0	57.5	13230.0	64.8	12055.0	25.4	19721.0
16988	chr11	97188269	97188911	13	27.7	16988	55.9	13648.0	59.8	12775.0	64.8	12056.0	47.9	12233.0
16991	chr11	120633406	120634054	13	27.7	16991	43.4	16559.0	37.0	17878.0	48.8	15457.0	35.8	15813.0
16994	chr12	71831619	71832535	15	27.7	16994	87.6	8299.0	102.2	6612.0	96.9	7322.0	74.5	7046.0
16999	chr12	88360594	88361236	15	27.7	16999	76.8	9886.0	61.6	12449.0	59.3	13098.0	36.4	15642.0
17000	chr12	107735036	107736198	15	27.7	17000			15.1	26225.0	55.0	14036.0	20.2	22339.0
17001	chr12	111758190	111758852	15	27.7	17001	98.5	6993.0	36.5	17986.0	46.9	15937.0	30.0	17864.0
17010	chr13	119429619	119430385	14	27.7	17010	47.6	15563.0	57.9	13143.0	67.3	11632.0	39.9	14558.0
17012	chr14	18237442	18238198	11	27.7	17012	38.4	17947.0	40.1	17062.0	49.4	15323.0	39.3	14717.0
17015	chr14	49065627	49066251	11	27.7	17015	79.3	9512.0	79.4	9506.0	55.6	13906.0	56.0	10411.0
17021	chr15	11995650	11996546	16	27.7	17021	90.9	7887.0	25.5	21341.0	100.0	6965.0	79.7	6323.0
17022	chr15	35370259	35371087	16	27.7	17022	70.1	10983.0	75.3	10080.0	38.3	18121.0	24.8	20057.0
17030	chr16	44393941	44395021	17	27.7	17030			11.9	28420.0				
17031	chr16	92696245	92697519	17	27.7	17031	164.4	2427.0	174.7	2130.0	42.6	17017.0	79.7	6331.0
17034	chr17	8146498	8147450	18	27.7	17034	102.6	6541.0	117.2	5105.0	38.9	17958.0	21.4	21779.0
17037	chr17	24696581	24697217	18	27.7	17037	68.4	11291.0			53.7	14351.0	31.2	17487.0
17039	chr17	28622227	28622855	18	27.7	17039	163.5	2461.0	115.4	5293.0	143.2	3508.0	32.3	17069.0
17040	chr17	33941242	33942346	18	27.7	17040	177.7	2023.0	165.6	2411.0	158.7	2791.0	133.4	2175.0
17042	chr17	46650417	46651059	18	27.7	17042	65.1	11890.0	58.8	12991.0	40.8	17509.0	30.6	17692.0
17043	chr17	47436488	47437710	18	27.7	17043	35.9	18722.0	32.8	19029.0	32.1	19967.0	25.4	19793.0
17047	chr19	4000502	4001130	21	27.7	17047			89.0	8197.0	93.9	7740.0		
17048	chr19	6047269	6047769	21	27.7	17048	85.9	8565.0	73.4	10393.0	56.8	13670.0		
17051	chr19	32484666	32485292	21	27.7	17051	36.7	18493.0			51.2	14916.0		
17053	chr19	38042781	38044047	21	27.7	17053	39.2	17761.0	30.1	19840.0	29.6	20751.0	26.6	19293.0
17054	chr19	38836213	38836839	21	27.7	17054	40.9	17277.0	37.4	17795.0	47.5	15830.0	32.3	17091.0
17056	chr19	46573258	46573882	21	27.7	17056	121.0	4784.0	110.4	5772.0	79.0	9722.0	61.8	9232.0
17057	chr19	55316259	55317023	21	27.7	17057	96.8	7203.0	125.0	4494.0	117.9	5219.0		
17059	chrX	9662348	9663650	3	27.7	17059	41.7	17048.0	38.3	17536.0	44.5	16568.0	12.1	28477.0
17062	chrX	94365548	94366606	3	27.7	17062	55.1	13876.0	69.3	11069.0	68.5	11442.0	30.0	17934.0
17066	chr1	16518655	16520001	1	27.1	17066	30.9	20059.0	42.0	16517.0	45.7	16136.0		
