PeakID (cmd=annotatePeaks.pl enhancers_only_100um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
18758	chr1	151431562	151432062	+	0	NA	intron (NM_026876, intron 1 of 14)	intron (NM_026876, intron 1 of 14)	3164	NM_026876	98685	Mm.289373	NM_026876	ENSMUSG00000053286	Trmt1l	1190005F20Rik|AW226554|C1orf25|Trm1-like|Trm1l	tRNA methyltransferase 1 like	protein-coding
17880	chr8	116630428	116631158	+	0	NA	intron (NM_029441, intron 1 of 6)	intron (NM_029441, intron 1 of 6)	102198	NM_029441	75796	Mm.159575	NM_029441	ENSMUSG00000031758	Cdyl2	1700029M19Rik|4930453I21Rik|Gm20194	chromodomain protein, Y chromosome-like 2	protein-coding
19781	chrX	19154115	19154615	+	0	NA	Intergenic	Intergenic	-7394	NR_029807	723828		NR_029807	miRBase:MI0000710	Mir222	Mirn222|mmu-mir-222	microRNA 222	ncRNA
19761	chr18	74270595	74271095	+	0	NA	intron (NM_013594, intron 2 of 14)	Tigger17b|DNA|TcMar-Tigger	2557	NM_013594	17190	Mm.22522	NM_013594	ENSMUSG00000024561	Mbd1	Cxxc3|PCM1	methyl-CpG binding domain protein 1	protein-coding
18515	chr14	27375049	27375549	+	0	NA	intron (NM_027871, intron 3 of 10)	intron (NM_027871, intron 3 of 10)	13910	NM_001289688	71704	Mm.248606	NM_027871	ENSMUSG00000021895	Arhgef3	1200004I24Rik|9830169H03Rik|C76747|Xpln	Rho guanine nucleotide exchange factor (GEF) 3	protein-coding
17824	chr1	156931947	156932447	+	0	NA	intron (NR_027640, intron 1 of 19)	intron (NR_027640, intron 1 of 19)	7190	NM_001159966	78255	Mm.28376	NM_023884	ENSMUSG00000026594	Ralgps2	1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161	Ral GEF with PH domain and SH3 binding motif 2	protein-coding
19557	chr9	119974613	119975113	+	0	NA	intron (NM_153287, intron 2 of 4)	B3|SINE|B2	9795	NM_153287	215418	Mm.491094	NM_153287	ENSMUSG00000032515	Csrnp1	4931429D10Rik|Axud1|CSRNP-1|URAX1|taip-3	cysteine-serine-rich nuclear protein 1	protein-coding
18609	chr4	134036178	134036678	+	0	NA	Intergenic	Intergenic	-17612	NM_145833	83557	Mm.302567	NM_145833	ENSMUSG00000050966	Lin28a	AL024421|ENSMUSG00000070700|Gm10299|Lin-28|Lin28|Tex17|lin-28A	lin-28 homolog A (C. elegans)	protein-coding
19508	chr7	145281418	145281918	+	0	NA	intron (NM_146206, intron 1 of 24)	intron (NM_146206, intron 1 of 24)	2259	NM_146206	233979	Mm.102235	NM_146206	ENSMUSG00000048677	Tpcn2	BC025890|D830047E22Rik	two pore segment channel 2	protein-coding
18227	chr10	96239018	96239518	+	0	NA	intron (NR_110448, intron 1 of 2)	intron (NR_110448, intron 1 of 2)	13061	NR_110448	74881	Mm.410819	NR_110448		4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA
16984	chr19	7037082	7037582	+	0	NA	intron (NM_016737, intron 1 of 13)	PB1D9|SINE|Alu	2694	NM_016737	20867	Mm.258633	NM_016737	ENSMUSG00000024966	Stip1	Hop|Sti1|p60	stress-induced phosphoprotein 1	protein-coding
19525	chr8	110989885	110990385	+	0	NA	intron (NM_007916, intron 3 of 11)	B4A|SINE|B4	7688	NM_007916	13680	Mm.287901	NM_007916	ENSMUSG00000015023	Ddx19a	DBP5|Ddx19|Eif4a-rs1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a	protein-coding
18793	chr3	81989905	81990405	+	0	NA	Intergenic	Intergenic	-6767	NM_021370	58170	Mm.88839	NM_021370	ENSMUSG00000028008	Asic5	Accn5|Blinac|Inac	acid-sensing (proton-gated) ion channel family member 5	protein-coding
19552	chr9	92565962	92566462	+	0	NA	intron (NM_001142916, intron 1 of 19)	ID4|SINE|ID	-23343	NR_029474	78575	Mm.407669	NR_029474		B430319G15Rik	D530025C14Rik	RIKEN cDNA B430319G15 gene	ncRNA
19765	chr18	84870785	84871285	+	0	NA	intron (NM_025797, intron 1 of 4)	(GCCTG)n|Simple_repeat|Simple_repeat	19621	NM_025797	109672	Mm.31018	NM_025797		Cyb5a	0610009N12Rik|Cyb5	cytochrome b5 type A (microsomal)	protein-coding
19920	chr9	54623982	54624482	+	0	NA	intron (NM_053178, intron 5 of 13)	intron (NM_053178, intron 5 of 13)	37653	NM_053178	94180	Mm.20592	NM_053178	ENSMUSG00000032281	Acsbg1	BG1|Bgm|E230019G03Rik|Lpd|R75185|mKIAA0631	acyl-CoA synthetase bubblegum family member 1	protein-coding
18625	chr6	137795620	137796120	+	0	NA	intron (NM_172733, intron 5 of 8)	intron (NM_172733, intron 5 of 8)	41293	NM_172733	232449	Mm.29181	NM_172733	ENSMUSG00000030225	Dera	2010002D22Rik|2500002K03Rik|DEOC	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)	protein-coding
17834	chr2	153210188	153210688	+	0	NA	TTS (NM_133847)	TTS (NM_133847)	15003	NM_198617	241732	Mm.277243	NM_198617	ENSMUSG00000074671	Tspyl3	AW212607|Gm36	TSPY-like 3	protein-coding
19723	chr16	95700117	95700617	+	0	NA	Intergenic	Intergenic	-2040	NM_011809	23872	Mm.290207	NM_011809	ENSMUSG00000022895	Ets2	AU022856|Ets-2	E26 avian leukemia oncogene 2, 3' domain	protein-coding
19701	chr15	83026681	83027181	+	0	NA	intron (NM_001271411, intron 1 of 5)	ID_B1|SINE|B4	3019	NM_001271413	74039	Mm.32584	NM_028728		Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding
18426	chr8	36140235	36140735	+	0	NA	intron (NM_172911, intron 5 of 5)	intron (NM_172911, intron 5 of 5)	45657	NM_172911	244418	Mm.244971	NM_172911	ENSMUSG00000050271	D8Ertd82e	9830148H23|Sgk223|mFLJ00269	DNA segment, Chr 8, ERATO Doi 82, expressed	protein-coding
19524	chr8	107421944	107422444	+	0	NA	intron (NM_026277, intron 2 of 8)	ID_B1|SINE|B4	2844	NM_026277	67619	Mm.334793	NM_026277	ENSMUSG00000003848	Nob1	1700021I09Rik|ART-4|Nob1p|Psmd8bp1	NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)	protein-coding
17385	chr13	37704937	37705437	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	-120851	NM_026830	68750	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding
19637	chr13	43246990	43247490	+	0	NA	intron (NM_001033399, intron 1 of 1)	intron (NM_001033399, intron 1 of 1)	56932	NM_001033399	328232	Mm.441399	NM_001033399	ENSMUSG00000051335	Gfod1	9630032O13|AI850995	glucose-fructose oxidoreductase domain containing 1	protein-coding
17700	chr5	149334504	149335004	+	0	NA	Intergenic	Intergenic	69696	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding
18699	chr12	113466326	113466826	+	0	NA	Intergenic	Intergenic	-22989	NM_001009545	238405	Mm.442216	NM_001009545	ENSMUSG00000051804	Adam6b	4930523C11Rik	a disintegrin and metallopeptidase domain 6B	protein-coding
19857	chr4	150324675	150325175	+	0	NA	intron (NM_001085492, intron 1 of 22)	intron (NM_001085492, intron 1 of 22)	43009	NM_001085492	68703	Mm.291274	NM_001085492	ENSMUSG00000039852	Rere	1110033A15Rik|AI414665|ARG|ARP|ATN1L|AW742570|Atr2|DNB1|eye<m03Jus>|eyes3|mKIAA0458	arginine glutamic acid dipeptide (RE) repeats	protein-coding
20141	chr11	100468763	100469263	+	0	NA	intron (NM_172565, intron 1 of 1)	B1_Mus1|SINE|Alu	3769	NM_172565	217194	Mm.183320	NM_172565	ENSMUSG00000048732	Klhl11	BC011167	kelch-like 11	protein-coding
18965	chr18	14678953	14679453	+	0	NA	intron (NM_001161369, intron 2 of 9)	L1MB7|LINE|L1	3711	NM_009280	268996	Mm.31761	NM_009280	ENSMUSG00000037013	Ss18	D130059H17|Ssxt|Syt	synovial sarcoma translocation, Chromosome 18	protein-coding
17525	chr2	44528947	44529447	+	0	NA	Intergenic	Intergenic	332425	NM_172662	227835	Mm.314312	NM_172662	ENSMUSG00000036890	Gtdc1	E330008O22Rik	glycosyltransferase-like domain containing 1	protein-coding
17618	chr14	62798365	62798865	+	0	NA	intron (NR_045503, intron 2 of 6)	B3|SINE|B2	-37503	NM_008715	18130	Mm.319684	NM_008715	ENSMUSG00000035161	Ints6	2900075H24Rik|AI480962|DICE1|Ddx26|HDB|Notch2l	integrator complex subunit 6	protein-coding
19443	chr5	140945569	140946069	+	0	NA	intron (NM_175362, intron 1 of 24)	CT-rich|Low_complexity|Low_complexity	54777	NM_175362	108723	Mm.46187	NM_175362	ENSMUSG00000036526	Card11	0610008L17Rik|2410011D02Rik|BIMP3|CARMA1	caspase recruitment domain family, member 11	protein-coding
19795	chrX	167038993	167039493	+	0	NA	Intergenic	(TC)n|Simple_repeat|Simple_repeat	31127	NM_001101606	667794	Mm.302232	NM_001101606		Gm8817	EG667794	predicted gene 8817	protein-coding
16289	chr1	40358891	40359755	+	0	NA	intron (NM_133193, intron 9 of 10)	intron (NM_133193, intron 9 of 10)	34696	NM_133193	107527	Mm.155583	NM_133193	ENSMUSG00000070942	Il1rl2	AI481289|AW551444|IL-1Rrp2	interleukin 1 receptor-like 2	protein-coding
19999	chr16	30934849	30935349	+	0	NA	intron (NR_035427, intron 1 of 2)	intron (NR_035427, intron 1 of 2)	146333	NM_198626	268880	Mm.286693	NM_198626	ENSMUSG00000047434	Xxylt1	AI480653	xyloside xylosyltransferase 1	protein-coding
18786	chr2	174636847	174637347	+	0	NA	Intergenic	Intergenic	-6437	NM_001099328	100043757	Mm.48711	NM_001099328	ENSMUSG00000050600	Zfp831	ENSMUSG00000050600|OTTMUSG00000017459	zinc finger protein 831	protein-coding
20107	chr6	85326405	85326905	+	0	NA	intron (NM_178639, intron 1 of 13)	B3|SINE|B2	6767	NM_178639	94282	Mm.121485	NM_178639	ENSMUSG00000033720	Sfxn5	C230001H08Rik	sideroflexin 5	protein-coding
19734	chr17	29165879	29166379	+	0	NA	intron (NM_153166, intron 14 of 20)	intron (NM_153166, intron 14 of 20)	31073	NM_001002786	442827	Mm.440341	NM_001002786	ENSMUSG00000064147	Rab44	9830134C10Rik	RAB44, member RAS oncogene family	protein-coding
17011	chr4	139205754	139206544	+	0	NA	intron (NM_001271405, intron 1 of 8)	B1_Mus2|SINE|Alu	12038	NM_001271405	12345	Mm.2945	NM_009798	ENSMUSG00000028745	Capzb	1700120C01Rik|AI325129|CPB1|CPB2|CPbeat2|CPbeta1|CPbeta2|Cappb1	capping protein (actin filament) muscle Z-line, beta	protein-coding
19841	chr3	106879687	106880187	+	0	NA	Intergenic	Intergenic	-57380	NM_146489	258482	Mm.377527	NM_146489	ENSMUSG00000043529	Olfr266	MOR122-2	olfactory receptor 266	protein-coding
19578	chr11	48899034	48899534	+	0	NA	intron (NM_001024230, intron 3 of 4)	RLTR33|LTR|ERVK	2868	NM_001024230	432555	Mm.338931	NM_001024230	ENSMUSG00000058163	Gm5431	EG432555	predicted gene 5431	protein-coding
19965	chr12	80123664	80124164	+	0	NA	non-coding (NR_033514, exon 3 of 3)	non-coding (NR_033514, exon 3 of 3)	8930	NR_033514	69548	Mm.269712	NR_033514	ENSMUSG00000097729	2310015A10Rik	5330419I17Rik	RIKEN cDNA 2310015A10 gene	ncRNA
18888	chr10	20316444	20316944	+	0	NA	intron (NM_001025393, intron 1 of 11)	B1F2|SINE|Alu	4225	NM_001025392	72567	Mm.294783	NM_153787	ENSMUSG00000037608	Bclaf1	2610102K23Rik|2700025J07Rik|2810454G14Rik|5730534O06Rik|AI450190|AW556225|Btf|mKIAA0164	BCL2-associated transcription factor 1	protein-coding
18720	chr16	5375233	5375733	+	0	NA	Intergenic	Intergenic	-119527	NM_027446	70511	Mm.45780	NM_027446	ENSMUSG00000022544	Fam86	5730409G15Rik|Fam86a	family with sequence similarity 86	protein-coding
18477	chr11	19955716	19956468	+	0	NA	intron (NM_033523, intron 1 of 5)	B4|SINE|B4	31650	NM_033523	114716	Mm.266627	NM_033523	ENSMUSG00000045671	Spred2	C79158	sprouty-related, EVH1 domain containing 2	protein-coding
16582	chr12	80252324	80253022	+	0	NA	intron (NM_134156, intron 1 of 20)	intron (NM_134156, intron 1 of 20)	7698	NM_134156	109711	Mm.253564	NM_134156	ENSMUSG00000015143	Actn1	3110023F10Rik|Actn1a	actinin, alpha 1	protein-coding
18979	chr19	7471644	7472144	+	0	NA	intron (NM_001003934, intron 1 of 8)	ID_B1|SINE|B4	-6624	NR_028566	100216530	Mm.453052	NR_028566	ENSMUSG00000064899	Snord118	MBI-34	small nucleolar RNA, C/D box 118	snoRNA
18605	chr4	45947900	45948400	+	0	NA	intron (NM_198660, intron 35 of 37)	RMER17C|LTR|ERVK	-17185	NM_001290475	100121	Mm.275413	NM_146142	ENSMUSG00000035517	Tdrd7	5730495N10Rik|AI447470|PCTAIRE2BP	tudor domain containing 7	protein-coding
17866	chr7	56131048	56131780	+	0	NA	intron (NM_010418, intron 24 of 92)	intron (NM_010418, intron 24 of 92)	81259	NM_010418	15204	Mm.20929	NM_010418	ENSMUSG00000030451	Herc2	D15F32S1h|D7H15F32S1|D7H15F37S1|jdf2|mKIAA0393|rjs	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2	protein-coding
16706	chr8	110950592	110951092	+	0	NA	intron (NM_009179, intron 1 of 6)	intron (NM_009179, intron 1 of 6)	30977	NM_009179	20444	Mm.200388	NM_009179	ENSMUSG00000031749	St3gal2	AI429591|AW822065|ST3GalII|Siat5	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	protein-coding
18415	chr7	98563161	98563661	+	0	NA	Intergenic	Intergenic	69189	NM_001113379	434215	Mm.323057	NM_001113379	ENSMUSG00000090958	Lrrc32	AI426318|D11S833Eh|D7H11S833E|EG434215|Garp	leucine rich repeat containing 32	protein-coding
18079	chr14	70323496	70323996	+	0	NA	intron (NM_001135152, intron 2 of 9)	intron (NM_001135152, intron 2 of 9)	24687	NM_001135152	213053	Mm.270647	NM_144808	ENSMUSG00000022094	Slc39a14	FAD-123|ZIP-14|Zip14|fad123	solute carrier family 39 (zinc transporter), member 14	protein-coding
16783	chr3	131169004	131169504	+	0	NA	intron (NM_001276402, intron 3 of 9)	intron (NM_001276402, intron 3 of 9)	56463	NM_001276403	16842	Mm.255219	NM_010703	ENSMUSG00000027985	Lef1	3000002B05|AI451430|Lef-1	lymphoid enhancer binding factor 1	protein-coding
18559	chr18	54300723	54301353	+	0	NA	Intergenic	Intergenic	-121257	NR_040338	77433	Mm.159919	NR_040338		Redrum	9430076G02Rik	Redrum, erythroid developmental long intergenic non-protein coding transcript	ncRNA
18843	chr7	16207591	16208091	+	0	NA	intron (NM_001285931, intron 7 of 16)	intron (NM_001285931, intron 7 of 16)	14152	NM_001285931	71723	Mm.75259	NM_027883	ENSMUSG00000006019	Dhx34	1200013B07Rik|1810012L18Rik|Ddx34|mKIAA0134	DEAH (Asp-Glu-Ala-His) box polypeptide 34	protein-coding
19900	chr7	140989773	140990273	+	0	NA	Intergenic	Intergenic	20721	NM_025378	66141	Mm.141021	NM_025378	ENSMUSG00000025492	Ifitm3	1110004C05Rik|Cd225|Cdw217|DSPA2b|Fgls|IP15|mil-1	interferon induced transmembrane protein 3	protein-coding
19309	chr1	36888473	36888973	+	0	NA	intron (NM_018872, intron 2 of 40)	intron (NM_018872, intron 2 of 40)	50804	NM_018872	56030	Mm.186943	NM_018872	ENSMUSG00000026116	Tmem131	2610524E03Rik|CC28|D1Bwg0491e|Neg|RW1|YR-23|mKIAA0257	transmembrane protein 131	protein-coding
18703	chr13	59745446	59745946	+	0	NA	Intergenic	ORR1D2|LTR|ERVL-MaLR	12046	NR_045977	75223	Mm.444771	NR_045977	ENSMUSG00000097502	4930528D03Rik	-	RIKEN cDNA 4930528D03 gene	ncRNA
17946	chr16	32642017	32642517	+	0	NA	Intergenic	Intergenic	-2376	NM_016788	51789	Mm.251115	NM_016788	ENSMUSG00000022791	Tnk2	Ack|Ack-1|Ack1|Cdgip|Pyk1	tyrosine kinase, non-receptor, 2	protein-coding
18456	chr9	80073647	80074147	+	0	NA	intron (NM_146003, intron 1 of 22)	B4A|SINE|B4	6994	NM_146003	215351	Mm.28232	NM_146003	ENSMUSG00000034252	Senp6	2810017C20Rik|E130319N12Rik|Susp1|mKIAA0797	SUMO/sentrin specific peptidase 6	protein-coding
18118	chr1	10325769	10326269	+	0	NA	intron (NM_001289497, intron 9 of 9)	intron (NM_001289497, intron 9 of 9)	-93349	NM_001102430	211673	Mm.229141	NM_001102430	ENSMUSG00000067851	Arfgef1	ARFGEP1|BIG1|D130059B05Rik|D730028O18Rik|P200	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	protein-coding
18106	chr17	32258589	32259089	+	0	NA	intron (NM_001286630, intron 1 of 19)	B1_Mus2|SINE|Alu	16919	NR_102329	100043434		NR_102329		Gm4432	-	predicted gene 4432	pseudo
19689	chr15	62160278	62160778	+	0	NA	intron (NR_003368, intron 4 of 8)	intron (NR_003368, intron 4 of 8)	58923	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
18162	chr5	62745809	62746309	+	0	NA	intron (NM_178407, intron 2 of 32)	intron (NM_178407, intron 2 of 32)	20118	NM_178407	212285	Mm.244403	NM_178407	ENSMUSG00000037999	Arap2	Centd1|Gm148|mKIAA0580	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding
18893	chr10	85651434	85651934	+	0	NA	intron (NM_001017525, intron 13 of 14)	intron (NM_001017525, intron 13 of 14)	53273	NM_001017525	74007	Mm.36544	NM_028709	ENSMUSG00000020042	Btbd11	6330404E16Rik	BTB (POZ) domain containing 11	protein-coding
19896	chr7	106639134	106639634	+	0	NA	intron (NM_001277182, intron 1 of 3)	AT_rich|Low_complexity|Low_complexity	5261	NM_001277179	434223	Mm.276443	NM_001277179		Gm1966	-	predicted gene 1966	protein-coding
18049	chr11	32363481	32363981	+	0	NA	intron (NM_177364, intron 1 of 12)	intron (NM_177364, intron 1 of 12)	15920	NM_177364	268396	Mm.227616	NM_177364	ENSMUSG00000040711	Sh3pxd2b	G431001E03Rik|TSK4|fad49	SH3 and PX domains 2B	protein-coding
19662	chr14	47654968	47655468	+	0	NA	intron (NM_001293636, intron 2 of 39)	intron (NM_001293636, intron 2 of 39)	5907	NM_001293636	16709	Mm.3110	NM_008477	ENSMUSG00000021843	Ktn1	-	kinectin 1	protein-coding
19035	chr3	9844222	9844722	+	0	NA	Intergenic	Intergenic	-10793	NM_001195031	94212	Mm.23897	NM_053182	ENSMUSG00000027508	Pag1	Cbp|F730007C19Rik|Pag	phosphoprotein associated with glycosphingolipid microdomains 1	protein-coding
19730	chr17	25990311	25990811	+	0	NA	3' UTR (NM_153140, exon 12 of 12)	3' UTR (NM_153140, exon 12 of 12)	-25056	NM_015830	50817	Mm.216072	NM_015830	ENSMUSG00000037326	Capn15	Solh	calpain 15	protein-coding
19129	chr8	88210005	88210505	+	0	NA	intron (NM_001164498, intron 2 of 12)	T-rich|Low_complexity|Low_complexity	11042	NM_001164498	214627	Mm.491211	NM_001164497	ENSMUSG00000036779	Papd5	5730445M16Rik|5830428A09	PAP associated domain containing 5	protein-coding
18795	chr3	98033586	98034218	+	0	NA	intron (NM_010928, intron 1 of 33)	L2a|LINE|L2	20364	NM_010928	18129	Mm.485843	NM_010928	ENSMUSG00000027878	Notch2	AI853703|N2	notch 2	protein-coding
17986	chr3	9625107	9625607	+	0	NA	Intergenic	Intergenic	-15272	NM_133218	170753	Mm.212908	NM_133218	ENSMUSG00000040209	Zfp704	C030026M03|C030034L19Rik|Gig1|Znf704	zinc finger protein 704	protein-coding
17754	chr11	75335606	75336106	+	0	NA	intron (NM_026653, intron 4 of 16)	intron (NM_026653, intron 4 of 16)	12527	NM_026653	68275	Mm.180734	NM_026653	ENSMUSG00000000751	Rpa1	5031405K23Rik|70kDa|AA589576|AW557552|RF-A|RP-A|Rpa	replication protein A1	protein-coding
16816	chr19	34197864	34198364	+	0	NA	intron (NM_029682, intron 1 of 10)	Lx5c|LINE|L1	5844	NM_029682	76630	Mm.130952	NM_029682	ENSMUSG00000024776	Stambpl1	1700095N21Rik|8230401J17Rik|ALMalpha|AMSH-FP	STAM binding protein like 1	protein-coding
19493	chr7	90455264	90455764	+	0	NA	5' UTR (NM_025460, exon 2 of 5)	5' UTR (NM_025460, exon 2 of 5)	1694	NM_025460	66271	Mm.28963	NM_025460	ENSMUSG00000030615	Tmem126a	1810020E01Rik	transmembrane protein 126A	protein-coding
19019	chr2	35729025	35729525	+	0	NA	3' UTR (NM_001290641, exon 16 of 16)	3' UTR (NM_001290641, exon 16 of 16)	32543	NM_001290639	69601	Mm.29629	NM_001001602	ENSMUSG00000026883	Dab2ip	2310011D08Rik|AI480459|Aip1|mKIAA1743	disabled 2 interacting protein	protein-coding
19478	chr6	143842281	143842781	+	0	NA	intron (NM_011444, intron 12 of 14)	intron (NM_011444, intron 12 of 14)	-191243	NR_045732	73425	Mm.417844	NR_045732	ENSMUSG00000086887	1700060C16Rik	-	RIKEN cDNA 1700060C16 gene	ncRNA
18132	chr2	9579155	9579655	+	0	NA	Intergenic	Intergenic	299195	NM_008091	14462	Mm.313866	NM_008091	ENSMUSG00000015619	Gata3	Gata-3|jal	GATA binding protein 3	protein-coding
17488	chr13	30113936	30114436	+	0	NA	Intergenic	L1MA7|LINE|L1	-22304	NM_153546	218121	Mm.89682	NM_153546	ENSMUSG00000038732	Mboat1	9130215M02Rik|BC023845|LPEAT1|Moact1|Oact1	membrane bound O-acyltransferase domain containing 1	protein-coding
20207	chr16	32261422	32261922	+	0	NA	Intergenic	RMER10A|LTR|ERVL	5911	NR_035468	100316697		NR_035468	miRBase:MI0009936	Mir1946a	mmu-mir-1946a	microRNA 1946a	ncRNA
19328	chr1	165666940	165667440	+	0	NA	intron (NM_001038846, intron 1 of 5)	intron (NM_001038846, intron 1 of 5)	-32649	NM_001001880	68481	Mm.46438	NM_001001880	ENSMUSG00000026566	Mpzl1	1110007A10Rik|PZR	myelin protein zero-like 1	protein-coding
17451	chr6	120077505	120078005	+	0	NA	Intergenic	Intergenic	-15625	NM_016718	29862	Mm.103668	NM_016718	ENSMUSG00000041377	Ninj2	-	ninjurin 2	protein-coding
17751	chr11	51602031	51602725	+	0	NA	intron (NM_001048061, intron 6 of 7)	intron (NM_001048061, intron 6 of 7)	4503	NM_010448	15384	Mm.256875	NM_010448	ENSMUSG00000020358	Hnrnpab	3010025C11Rik|CBF-A|Cgbfa|Hnrpab	heterogeneous nuclear ribonucleoprotein A/B	protein-coding
18966	chr18	32568876	32569376	+	0	NA	Intergenic	B1F|SINE|Alu	-9092	NM_001048207	71683	Mm.292145	NM_027863	ENSMUSG00000090523	Gypc	0610037F22Rik|Cd236r	glycophorin C	protein-coding
19826	chr2	160607069	160607569	+	0	NA	Intergenic	Intergenic	-38578	NM_009408	21969	Mm.217233	NM_009408	ENSMUSG00000070544	Top1	AI467334|D130064I21Rik|Top-1	topoisomerase (DNA) I	protein-coding
18861	chr7	128104972	128105472	+	0	NA	intron (NM_008401, intron 14 of 29)	ID_B1|SINE|B4	-24346	NM_021334	16411	Mm.22378	NM_021334	ENSMUSG00000030789	Itgax	AI449405|Cd11c|Cr4|N418	integrin alpha X	protein-coding
18057	chr11	100891792	100892292	+	0	NA	intron (NM_213660, intron 21 of 23)	intron (NM_213660, intron 21 of 23)	31558	NM_001164062	20850	Mm.277403	NM_011488	ENSMUSG00000004043	Stat5a	AA959963|STAT5	signal transducer and activator of transcription 5A	protein-coding
19878	chr6	98997426	98997926	+	0	NA	intron (NM_053202, intron 9 of 18)	intron (NM_053202, intron 9 of 18)	30622	NM_001197322	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
19193	chr12	34906403	34906903	+	0	NA	intron (NM_001271386, intron 2 of 27)	intron (NM_001271386, intron 2 of 27)	10442	NM_001271386	79221	Mm.310551	NM_024124	ENSMUSG00000004698	Hdac9	AV022454|D030072B18Rik|HD7B|HD9|HDRP|Hdac7b|Mitr|mKIAA0744	histone deacetylase 9	protein-coding
18502	chr12	116170422	116171050	+	0	NA	Intergenic	ORR1B2|LTR|ERVL-MaLR	92289	NM_146039	217935	Mm.31382	NM_146039	ENSMUSG00000042050	Wdr60	D430033N04Rik	WD repeat domain 60	protein-coding
20115	chr7	74533728	74534228	+	0	NA	intron (NM_001038643, intron 1 of 10)	intron (NM_001038643, intron 1 of 10)	20802	NM_023908	108116	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding
17155	chr8	114778319	114778819	+	0	NA	intron (NM_019573, intron 8 of 8)	B4|SINE|B4	338917	NM_019573	80707	Mm.440420	NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding
19059	chr4	133153583	133154083	+	0	NA	intron (NM_153423, intron 1 of 8)	intron (NM_153423, intron 1 of 8)	23200	NM_153423	242687	Mm.23566	NM_153423	ENSMUSG00000028868	Wasf2	AW742646|D4Ertd13e|WAVE2	WAS protein family, member 2	protein-coding
19828	chr2	163859415	163859915	+	0	NA	TTS (NM_001030292)	TTS (NM_001030292)	5915	NM_001030292	241769	Mm.295337	NM_001030292	ENSMUSG00000035238	Kcnk15	KCNK11|KCNK14|KT3.3|TASK5	potassium channel, subfamily K, member 15	protein-coding
19807	chr1	173905599	173906099	+	0	NA	intron (NM_001033450, intron 3 of 6)	intron (NM_001033450, intron 3 of 6)	7073	NM_001033450	381308	Mm.490248	NM_001033450	ENSMUSG00000026536	Mnda	A730048F03|Ifi205b	myeloid cell nuclear differentiation antigen	protein-coding
19207	chr13	29760317	29760817	+	0	NA	intron (NM_144536, intron 5 of 15)	intron (NM_144536, intron 5 of 15)	95021	NM_144536	68916	Mm.212227	NM_144536	ENSMUSG00000006191	Cdkal1	1190005B03Rik|6620401C13Rik	CDK5 regulatory subunit associated protein 1-like 1	protein-coding
19376	chr3	83706835	83707335	+	0	NA	Intergenic	Intergenic	-59236	NM_009144	20319	Mm.19155	NM_009144	ENSMUSG00000027996	Sfrp2	AI851596|Sdf5	secreted frizzled-related protein 2	protein-coding
20053	chr1	74582740	74583240	+	0	NA	intron (NM_029888, intron 2 of 8)	RLTR11A|LTR|ERVK	5038	NM_029888	77264	Mm.207298	NM_029888	ENSMUSG00000026135	Zfp142	9330177B18Rik|BB154236|mKIAA0236	zinc finger protein 142	protein-coding
20204	chr11	59526540	59527040	+	0	NA	Intergenic	(GGGA)n|Simple_repeat|Simple_repeat	-15896	NM_145827	216799	Mm.54174	NM_145827	ENSMUSG00000032691	Nlrp3	AGTAVPRL|AII/AVP|Cias1|FCAS|FCU|MWS|Mmig1|NALP3|Pypaf1	NLR family, pyrin domain containing 3	protein-coding
