PeakID (cmd=annotatePeaks.pl enhancers_only_10um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
15391	chr5	110761389	110761889	+	0	NA	intron (NM_173066, intron 1 of 50)	intron (NM_173066, intron 1 of 50)	9078	NM_173066	75560	Mm.270487	NM_029337	ENSMUSG00000029505	Ep400	1700020J09Rik|AU023439|mDomino|mKIAA1498|p400	E1A binding protein p400	protein-coding
13532	chr9	114978123	114978623	+	0	NA	Intergenic	CpG	-44386	NM_175380	333433	Mm.38198	NM_175380	ENSMUSG00000050627	Gpd1l	2210409H23Rik|D9Ertd660e	glycerol-3-phosphate dehydrogenase 1-like	protein-coding
14393	chr1	52228463	52228963	+	0	NA	intron (NM_001081081, intron 1 of 17)	intron (NM_001081081, intron 1 of 17)	4519	NM_001081081	14660	Mm.398608	NM_001081081	ENSMUSG00000026103	Gls	6330442B14|AI314027|B230365M23Rik	glutaminase	protein-coding
14554	chr11	62148383	62148883	+	0	NA	intron (NM_001281818, intron 9 of 14)	intron (NM_001281818, intron 9 of 14)	71609	NM_001029936	432572	Mm.458025	NM_001029936	ENSMUSG00000042331	Specc1	2810012G08Rik|B230396K10Rik|Cytsb	sperm antigen with calponin homology and coiled-coil domains 1	protein-coding
12758	chr7	101361195	101361695	+	0	NA	intron (NM_001040111, intron 1 of 33)	intron (NM_001040111, intron 1 of 33)	13376	NM_001040111	69710	Mm.277687	NM_027180	ENSMUSG00000032812	Arap1	2410002L19Rik|Centd2|mKIAA0782	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	protein-coding
12403	chr1	38777364	38777864	+	0	NA	Intergenic	Intergenic	43601	NM_001029878	381338	Mm.487137	NM_028403	ENSMUSG00000048814	Lonrf2	2900060P06Rik|AI851349	LON peptidase N-terminal domain and ring finger 2	protein-coding
15002	chr5	148634441	148634941	+	0	NA	Intergenic	Intergenic	-81903	NM_011908	24109	Mm.21846	NM_011908	ENSMUSG00000001687	Ubl3	AW108023|HCG	ubiquitin-like 3	protein-coding
14080	chr1	60470235	60470869	+	0	NA	intron (NM_198127, intron 7 of 8)	intron (NM_198127, intron 7 of 8)	60933	NM_001198571	329165	Mm.212066	NM_198127	ENSMUSG00000026782	Abi2	8430425M24Rik|AI839867|C130078H13	abl-interactor 2	protein-coding
12700	chr9	70491343	70491843	+	0	NA	intron (NM_033604, intron 2 of 14)	intron (NM_033604, intron 2 of 14)	12132	NM_033604	93836	Mm.29783	NM_033604	ENSMUSG00000032217	Rnf111	ARK|Arkadia	ring finger 111	protein-coding
12018	chr10	25387279	25387779	+	0	NA	intron (NM_001199265, intron 1 of 19)	intron (NM_001199265, intron 1 of 19)	-20839	NM_013511	13822	Mm.306026	NM_013511	ENSMUSG00000019978	Epb4.1l2	4.1G|AW555191|D10Ertd398e|Epb41l2|NBL2	erythrocyte protein band 4.1-like 2	protein-coding
14390	chr1	39898583	39899083	+	0	NA	Intergenic	Intergenic	-2080	NM_001252201	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding
14711	chr4	109105033	109105533	+	0	NA	intron (NM_133885, intron 4 of 22)	intron (NM_133885, intron 4 of 22)	12753	NM_173350	100273	Mm.366315	NM_133885	ENSMUSG00000028559	Osbpl9	2600011I06Rik|AU015843|Orp-9	oxysterol binding protein-like 9	protein-coding
15485	chr13	37674287	37674787	+	0	NA	Intergenic	Intergenic	-151501	NM_026830	68750	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding
14461	chr4	131923728	131924228	+	0	NA	TTS (NM_001201367)	TTS (NM_001201367)	2207	NM_001201367	623230	Mm.421179	NM_001201367	ENSMUSG00000070720	Tmem200b	EG623230	transmembrane protein 200B	protein-coding
14526	chr9	44036476	44036976	+	0	NA	Intergenic	MLT1G-int|LTR|ERVL-MaLR	-6658	NM_009382	21838	Mm.3951	NM_009382	ENSMUSG00000032011	Thy1	CD90|T25|Thy-1|Thy-1.2|Thy1.1|Thy1.2	thymus cell antigen 1, theta	protein-coding
15525	chr17	8369832	8370332	+	0	NA	Intergenic	Intergenic	-2314	NM_001161832	21331	Mm.482744	NM_013682		T2	brachyury2	brachyury 2	protein-coding
13513	chr6	108324972	108325472	+	0	NA	intron (NM_010585, intron 4 of 61)	intron (NM_010585, intron 4 of 61)	112126	NM_010585	16438	Mm.227912	NM_010585	ENSMUSG00000030102	Itpr1	D6Pas2|ENSMUSG00000072853|Gm10429|IP3R1|InsP3R|Ip3r|Itpr-1|P400|Pcp-1|Pcp1|opt	inositol 1,4,5-trisphosphate receptor 1	protein-coding
12214	chr4	8842730	8843354	+	0	NA	intron (NM_001277149, intron 19 of 37)	L1MA5A|LINE|L1	152636	NM_001277149	320790	Mm.138792	NM_001033395	ENSMUSG00000041235	Chd7	A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis	chromodomain helicase DNA binding protein 7	protein-coding
15326	chrX	166803241	166803741	+	0	NA	Intergenic	Intergenic	141466	NR_046015	382255	Mm.336320	NR_046015	ENSMUSG00000086860	Gm1720	-	predicted gene 1720	ncRNA
15423	chr8	81735182	81735682	+	0	NA	intron (NM_001024617, intron 3 of 24)	intron (NM_001024617, intron 3 of 24)	392870	NM_001297593	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
14212	chr2	58126492	58126992	+	0	NA	Intergenic	Lx2|LINE|L1	33380	NM_139200	227929	Mm.273905	NM_139200	ENSMUSG00000026832	Cytip	A130053M09Rik|AI462064|C80816|Cbp|Cybr|Pscdbp	cytohesin 1 interacting protein	protein-coding
13080	chr8	41015527	41016297	+	0	NA	intron (NM_001005863, intron 6 of 13)	intron (NM_001005863, intron 6 of 13)	-1556	NR_015457	78849	Mm.440930	NR_015457	ENSMUSG00000084960	B430010I23Rik	-	RIKEN cDNA B430010I23 gene	ncRNA
14391	chr1	39931048	39931548	+	0	NA	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	30385	NM_008696	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding
15309	chr18	81587333	81587833	+	0	NA	Intergenic	Intergenic	404497	NR_039589	100628596		NR_039589	miRBase:MI0018039	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA
14408	chr2	5036587	5037087	+	0	NA	intron (NM_181848, intron 6 of 14)	intron (NM_181848, intron 6 of 14)	-24046	NM_027290	70024	Mm.23828	NM_027290	ENSMUSG00000026669	Mcm10	2410041F14Rik|AU018508|C330019M07Rik|C79164	minichromosome maintenance deficient 10 (S. cerevisiae)	protein-coding
13559	chr12	71870901	71871401	+	0	NA	intron (NM_026102, intron 1 of 25)	intron (NM_026102, intron 1 of 25)	-18392	NM_001286452	208846	Mm.87417	NM_026102	ENSMUSG00000034574	Daam1	-	dishevelled associated activator of morphogenesis 1	protein-coding
15185	chr6	52691615	52692115	+	0	NA	Intergenic	Intergenic	-21864	NM_025816	52440	Mm.389757	NM_025816	ENSMUSG00000004535	Tax1bp1	1200003J11Rik|1700069J21Rik|AA930106|D6Ertd404e|D6Ertd772e|T6bp|TXBP151	Tax1 (human T cell leukemia virus type I) binding protein 1	protein-coding
13367	chr14	64843267	64843767	+	0	NA	intron (NM_177338, intron 6 of 9)	intron (NM_177338, intron 6 of 9)	106330	NM_177338	219150	Mm.344074	NM_177338	ENSMUSG00000021972	Hmbox1	AI451877|AI604847|F830020C16Rik	homeobox containing 1	protein-coding
15483	chr13	32078171	32078671	+	0	NA	intron (NM_146041, intron 7 of 10)	intron (NM_146041, intron 7 of 10)	260123	NM_146041	218138	Mm.247143	NM_146041	ENSMUSG00000038372	Gmds	BC031788|C87208	GDP-mannose 4, 6-dehydratase	protein-coding
11660	chr4	6950243	6950743	+	0	NA	intron (NM_145711, intron 1 of 8)	intron (NM_145711, intron 1 of 8)	40230	NM_145711	252838	Mm.435828	NM_145711	ENSMUSG00000041272	Tox	1700007F02Rik	thymocyte selection-associated high mobility group box	protein-coding
15544	chr19	17210881	17211381	+	0	NA	intron (NM_181348, intron 16 of 19)	Tigger17a|DNA|TcMar-Tigger	128374	NM_001136484	14537	Mm.244825	NM_010265	ENSMUSG00000038843	Gcnt1	5630400D21Rik|B130048E03|C2 GlcNAcT|C2GNT|IGnT	glucosaminyl (N-acetyl) transferase 1, core 2	protein-coding
13770	chr1	151663038	151663538	+	0	NA	intron (NM_022018, intron 5 of 13)	intron (NM_022018, intron 5 of 13)	91915	NM_022018	63913	Mm.157700	NM_022018		Fam129a	AI256368|AU019833|Niban	family with sequence similarity 129, member A	protein-coding
14947	chr19	57970503	57971003	+	0	NA	intron (NM_181415, intron 27 of 28)	intron (NM_181415, intron 27 of 28)	-80414	NR_049196	100885835		NR_049196		Mir5623	mmu-mir-5623	microRNA mir-5623	ncRNA
14888	chr15	38550618	38551118	+	0	NA	intron (NR_045757, intron 2 of 2)	B4A|SINE|B4	-31602	NM_001102458	54375	Mm.250214	NM_018745	ENSMUSG00000037458	Azin1	1700085L02Rik|AI414949|Oazi|Oazin	antizyme inhibitor 1	protein-coding
15438	chr9	78105458	78105958	+	0	NA	intron (NM_001081490, intron 1 of 12)	intron (NM_001081490, intron 1 of 12)	2948	NM_023605	71538	Mm.28584	NM_023605	ENSMUSG00000001366	Fbxo9	9030401P18Rik|AA986398	f-box protein 9	protein-coding
14620	chr17	49405797	49406297	+	0	NA	Intergenic	Intergenic	-22317	NM_028464	56738	Mm.22256	NM_020042	ENSMUSG00000064120	Mocs1	3110045D15Rik|AI043170|AW536397	molybdenum cofactor synthesis 1	protein-coding
13873	chr9	69292552	69293052	+	0	NA	intron (NM_001289916, intron 1 of 9)	intron (NM_001289916, intron 1 of 9)	2961	NM_001289916	19883	Mm.378450	NM_013646	ENSMUSG00000032238	Rora	9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26	RAR-related orphan receptor alpha	protein-coding
13551	chr11	53112580	53113206	+	0	NA	intron (NR_046047, intron 2 of 3)	intron (NR_046047, intron 2 of 3)	7163	NR_046047	790909	Mm.404626	NR_046047	ENSMUSG00000087668	Gm11186	OTTMUSG00000000039	predicted gene 11186	ncRNA
14081	chr1	65107159	65107845	+	0	NA	3' UTR (NM_175293, exon 8 of 8)	3' UTR (NM_175293, exon 8 of 8)	-4139	NM_007774	12964	Mm.26904	NM_007774	ENSMUSG00000044429	Cryga	Cryg-4|DGcry-4	crystallin, gamma A	protein-coding
13962	chr18	34239091	34239727	+	0	NA	intron (NM_007462, intron 1 of 15)	Lx8b|LINE|L1	-17637	NR_040534	633395	Mm.414290	NR_040534	ENSMUSG00000073607	Gm10548	ENSMUSG00000073607	ribosomal protein L29 pseudogene	pseudo
14645	chrX	49479963	49480463	+	0	NA	intron (NM_001081123, intron 1 of 12)	intron (NM_001081123, intron 1 of 12)	9763	NM_001081123	75404	Mm.44305	NM_001081123	ENSMUSG00000036198	Arhgap36	1100001E04Rik|rho-gap	Rho GTPase activating protein 36	protein-coding
14400	chr1	127783012	127783512	+	0	NA	intron (NM_028399, intron 2 of 8)	B1_Mur2|SINE|Alu	9098	NM_028399	72949	Mm.268672	NM_028399		Ccnt2	2900041I18Rik|C81304|CycT2|CycT2a|CycT2b	cyclin T2	protein-coding
14922	chr17	70996922	70997422	+	0	NA	intron (NM_026064, intron 1 of 3)	intron (NM_026064, intron 1 of 3)	5361	NM_026064	67268	Mm.489605	NM_026064	ENSMUSG00000024048	Myl12a	2900073G15Rik|AI838292|C80200	myosin, light chain 12A, regulatory, non-sarcomeric	protein-coding
14451	chr4	53122194	53122694	+	0	NA	intron (NM_013454, intron 5 of 49)	intron (NM_013454, intron 5 of 49)	37451	NM_013454	11303	Mm.277376	NM_013454	ENSMUSG00000015243	Abca1	ABC-1|Abc1	ATP-binding cassette, sub-family A (ABC1), member 1	protein-coding
13366	chr14	59556111	59556611	+	0	NA	Intergenic	Intergenic	41598	NM_001168538	71891	Mm.439850	NM_027986	ENSMUSG00000021982	Cdadc1	2310010M10Rik|AI449174|AI463398|BB130816|NYD-SP15	cytidine and dCMP deaminase domain containing 1	protein-coding
12926	chr12	102712762	102713262	+	0	NA	Intergenic	Intergenic	-8143	NM_172584	217837	Mm.482192	NM_172584	ENSMUSG00000057963	Itpk1	BC031182	inositol 1,3,4-triphosphate 5/6 kinase	protein-coding
15233	chr10	51492349	51492849	+	0	NA	intron (NM_013532, intron 4 of 8)	MTD|LTR|ERVL-MaLR	1701	NM_001291894	14728	Mm.34408	NM_013532	ENSMUSG00000062593	Lilrb4	CD85K|Gp49b|HM18|ILT3|LIR-5|gp49	leukocyte immunoglobulin-like receptor, subfamily B, member 4	protein-coding
14292	chr9	121994367	121994867	+	0	NA	intron (NM_001289559, intron 1 of 2)	PB1|SINE|Alu	1409	NM_153540	215494	Mm.402151	NM_153540	ENSMUSG00000066235	Pomgnt2	Ago61|C85492|Gtdc2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2	protein-coding
14237	chr4	107674011	107674511	+	0	NA	Intergenic	Intergenic	9901	NM_019872	56296	Mm.141324	NM_019872	ENSMUSG00000028610	Dmrtb1	Dmrt6|Prp13	DMRT-like family B with proline-rich C-terminal, 1	protein-coding
15110	chr1	74147118	74147618	+	0	NA	intron (NM_001170641, intron 11 of 11)	intron (NM_001170641, intron 11 of 11)	-6626	NM_009909	12765	Mm.234466	NM_009909	ENSMUSG00000026180	Cxcr2	CD128|CDw128|Cmkar2|Gpcr16|IL-8Rh|IL-8rb|IL8RA|Il8rb|mIL-8RH	chemokine (C-X-C motif) receptor 2	protein-coding
14218	chr2	155683725	155684225	+	0	NA	intron (NM_019828, intron 1 of 18)	intron (NM_019828, intron 1 of 18)	8409	NM_019828	56407	Mm.268304	NM_019828	ENSMUSG00000038324	Trpc4ap	4833429F06Rik|D2Ertd113e|Trrp4ap|mFLJ00177|truss	transient receptor potential cation channel, subfamily C, member 4 associated protein	protein-coding
11476	chr13	43473771	43474435	+	0	NA	intron (NM_019930, intron 1 of 13)	intron (NM_019930, intron 1 of 13)	6870	NM_019930	56705	Mm.148781	NM_019930	ENSMUSG00000038546	Ranbp9	IBAP-1|Ibap1|RanBPM	RAN binding protein 9	protein-coding
14832	chr11	54018707	54019207	+	0	NA	intron (NM_019687, intron 1 of 9)	RMER1B|Other|Other	9133	NM_019687	30805	Mm.274590	NM_019687	ENSMUSG00000020334	Slc22a4	Octn1	solute carrier family 22 (organic cation transporter), member 4	protein-coding
15021	chr9	56156460	56156960	+	0	NA	intron (NM_019793, intron 1 of 6)	intron (NM_019793, intron 1 of 6)	4360	NM_019793	56434	Mm.28484	NM_019793	ENSMUSG00000032324	Tspan3	1700055K04Rik|TM4-A|Tm4sf8	tetraspanin 3	protein-coding
15490	chr13	55247901	55248401	+	0	NA	intron (NM_008739, intron 5 of 22)	intron (NM_008739, intron 5 of 22)	38369	NM_008739	18193	Mm.12964	NM_008739	ENSMUSG00000021488	Nsd1	AI528500|KMT3B	nuclear receptor-binding SET-domain protein 1	protein-coding
13452	chr12	76527092	76527592	+	0	NA	Intergenic	Intergenic	5870	NR_039597	100628604		NR_039597	miRBase:MI0018047	Mir5135	mmu-mir-5135|mu-mir-5135	microRNA 5135	ncRNA
14239	chr4	109284130	109284630	+	0	NA	intron (NM_007943, intron 1 of 24)	L2a|LINE|L2	4105	NM_007943	13858	Mm.318250	NM_007943	ENSMUSG00000028552	Eps15	2410112D09Rik	epidermal growth factor receptor pathway substrate 15	protein-coding
13592	chr17	30349501	30350157	+	0	NA	intron (NM_027060, intron 6 of 10)	URR1B|DNA|hAT-Charlie	46351	NR_030688	623169	Mm.440508	NR_030688		Gm6402	EG623169	ribosomal protein S17 pseudogene	pseudo
15655	chr13	12409712	12410212	+	0	NA	intron (NM_144835, intron 14 of 44)	B3|SINE|B2	14587	NM_144835	217995	Mm.171186	NM_144835	ENSMUSG00000050244	Heatr1	AA517551|B130016L12Rik|BC019693	HEAT repeat containing 1	protein-coding
14337	chr13	107879001	107879501	+	0	NA	intron (NM_145456, intron 2 of 14)	intron (NM_145456, intron 2 of 14)	10813	NM_145456	67263	Mm.490418	NM_145456	ENSMUSG00000032846	Zswim6	2900036G02Rik|mKIAA1577	zinc finger SWIM-type containing 6	protein-coding
15054	chr12	40483788	40484288	+	0	NA	intron (NM_172803, intron 1 of 52)	intron (NM_172803, intron 1 of 52)	37985	NM_172803	238130	Mm.341423	NM_172803	ENSMUSG00000035954	Dock4	5330406C03|6330411N01Rik|AF263288|C030023J22|mKIAA0716	dedicator of cytokinesis 4	protein-coding
15553	chrX	75127209	75127709	+	0	NA	intron (NM_008621, intron 1 of 11)	intron (NM_008621, intron 1 of 11)	3490	NM_008621	17524	Mm.391267	NM_008621	ENSMUSG00000031402	Mpp1	55kDa|C130070C03Rik|p55	membrane protein, palmitoylated	protein-coding
11881	chr5	97946397	97946897	+	0	NA	intron (NM_133738, intron 14 of 16)	intron (NM_133738, intron 14 of 16)	84315	NM_133738	71914	Mm.24842	NM_133738		Antxr2	2310046B19Rik|AW561899|CMG-2|CMG2|cI-35	anthrax toxin receptor 2	protein-coding
15249	chr11	117786525	117787025	+	0	NA	exon (NM_001195088, exon 9 of 16)	exon (NM_001195088, exon 9 of 16)	4117	NM_001195088	217356	Mm.116675	NM_181856	ENSMUSG00000050106	Tmc8	EVIN2|Ever2|mFLJ00400	transmembrane channel-like gene family 8	protein-coding
13227	chr9	62497911	62498411	+	0	NA	intron (NM_175484, intron 1 of 11)	intron (NM_175484, intron 1 of 11)	38883	NM_175484	235431	Mm.335229	NM_175484	ENSMUSG00000041729	Coro2b	CLIPINC|E130012P22Rik	coronin, actin binding protein, 2B	protein-coding
13455	chr13	73686105	73686735	+	0	NA	intron (NM_028878, intron 6 of 11)	intron (NM_028878, intron 6 of 11)	-8397	NM_001168645	22598	Mm.30370	NM_011730	ENSMUSG00000021612	Slc6a18	B0AT3|D630001K16Rik|Xt2|Xtrp2	solute carrier family 6 (neurotransmitter transporter), member 18	protein-coding
14496	chr7	5071240	5071740	+	0	NA	intron (NM_001205231, intron 7 of 11)	B4|SINE|B4	-8745	NM_001252454	13854	Mm.3091	NM_010147	ENSMUSG00000035203	Epn1	AA269831|Ibp1	epsin 1	protein-coding
15663	chr14	79392656	79393156	+	0	NA	Intergenic	Intergenic	-2238	NM_025832	66897	Mm.24425	NM_025832	ENSMUSG00000022020	Naa16	1300019C06Rik|Narg1l	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	protein-coding
14446	chr3	152401136	152401846	+	0	NA	intron (NM_001287139, intron 1 of 13)	intron (NM_001287139, intron 1 of 13)	4807	NM_001287139	108946	Mm.379292	NM_198416	ENSMUSG00000039068	Zzz3	3110065C23Rik|6430567E01Rik|AA408566|AI481057|AW556059|R75514	zinc finger, ZZ domain containing 3	protein-coding
12820	chr7	82834887	82835387	+	0	NA	Intergenic	B3|SINE|B2	-32196	NM_175366	108797	Mm.306789	NM_175366	ENSMUSG00000057706	Mex3b	4931439A04Rik|M-04814|Rkhd3|mKIAA2009	mex3 homolog B (C. elegans)	protein-coding
15001	chr5	148559603	148560103	+	0	NA	Intergenic	Intergenic	-7065	NM_011908	24109	Mm.21846	NM_011908	ENSMUSG00000001687	Ubl3	AW108023|HCG	ubiquitin-like 3	protein-coding
13480	chr1	54855935	54856435	+	0	NA	intron (NM_001081433, intron 1 of 27)	intron (NM_001081433, intron 1 of 27)	70202	NM_001081433	329154	Mm.397910	NM_001081433	ENSMUSG00000052331	Ankrd44	4930444A19Rik|A130096K20|E130014H08Rik|PP6-ARS-B	ankyrin repeat domain 44	protein-coding
11163	chr6	108552595	108553395	+	0	NA	Intergenic	Intergenic	63252	NR_106121	102465766		NR_106121		Mir7661	mmu-mir-7661	microRNA mir-7661	ncRNA
15122	chr1	184022955	184023455	+	0	NA	Intergenic	Intergenic	10793	NM_028516	73363	Mm.50115	NM_028516	ENSMUSG00000044854	1700056E22Rik	-	RIKEN cDNA 1700056E22 gene	protein-coding
12895	chr6	65537893	65538393	+	0	NA	Intergenic	Intergenic	-52255	NM_001001495	414084	Mm.117558	NM_001001495	ENSMUSG00000044162	Tnip3	9030611K07Rik|ABIN-3|LIND	TNFAIP3 interacting protein 3	protein-coding
15149	chr3	95684553	95685053	+	0	NA	intron (NM_144899, intron 3 of 17)	intron (NM_144899, intron 3 of 17)	3055	NM_144899	229595	Mm.490574	NM_144899	ENSMUSG00000015850	Adamtsl4	Tsrc1	ADAMTS-like 4	protein-coding
14870	chr13	116991485	116991985	+	0	NA	intron (NM_001081009, intron 3 of 26)	intron (NM_001081009, intron 3 of 26)	33781	NM_001081009	52552	Mm.274466	NM_027272	ENSMUSG00000021725	Parp8	2810430O08Rik|ARTD16|D13Ertd275e	poly (ADP-ribose) polymerase family, member 8	protein-coding
14435	chr3	52315695	52316195	+	0	NA	intron (NM_019739, intron 1 of 2)	intron (NM_019739, intron 1 of 2)	47608	NM_019739	56458	Mm.29891	NM_019739	ENSMUSG00000044167	Foxo1	AI876417|Afxh|FKHR|Fkhr1|Foxo1a	forkhead box O1	protein-coding
15043	chr11	79098280	79098780	+	0	NA	intron (NM_013571, intron 1 of 17)	intron (NM_013571, intron 1 of 17)	47824	NM_013571	16706	Mm.4745	NM_013571	ENSMUSG00000018334	Ksr1	AW492498|B-KSR1|D11Bhm183e|D11Bhm184e|Ksr|RSU2|hb	kinase suppressor of ras 1	protein-coding
14000	chr5	43672325	43672961	+	0	NA	intron (NM_172274, intron 4 of 39)	intron (NM_172274, intron 4 of 39)	10264	NM_172274	231214	Mm.44434	NM_172274	ENSMUSG00000039765	Cc2d2a	5730509K17Rik|b2b1035Clo	coiled-coil and C2 domain containing 2A	protein-coding
13398	chr2	163103213	163103713	+	0	NA	Intergenic	Intergenic	-13862	NM_026630	68236	Mm.33648	NM_026630		Gtsf1l	2410116G06Rik	gametocyte specific factor 1-like	protein-coding
14532	chr9	99182723	99183223	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-42762	NM_029094	74769	Mm.213128	NM_029094	ENSMUSG00000032462	Pik3cb	1110001J02Rik|AI447572|p110beta	phosphatidylinositol 3-kinase, catalytic, beta polypeptide	protein-coding
15264	chr13	10231976	10232476	+	0	NA	intron (NM_033269, intron 1 of 4)	MTEa|LTR|ERVL-MaLR	128577	NM_033269	12671	Mm.342315	NM_033269		Chrm3	Chrm-3|M3|M3R	cholinergic receptor, muscarinic 3, cardiac	protein-coding
14016	chr7	122937788	122938488	+	0	NA	Intergenic	ERVL-E-int|LTR|ERVL	32321	NR_045614	73951	Mm.389936	NR_045614		4930413G21Rik	-	RIKEN cDNA 4930413G21 gene	ncRNA
13106	chr12	36190323	36190823	+	0	NA	intron (NM_146033, intron 7 of 9)	intron (NM_146033, intron 7 of 9)	27629	NM_027699	71156	Mm.250837	NM_027699	ENSMUSG00000020545	Lrrc72	1700108M19Rik|4933421E18Rik	leucine rich repeat containing 72	protein-coding
13840	chr7	25765797	25766297	+	0	NA	intron (NM_009465, intron 14 of 19)	B1_Mus1|SINE|Alu	-11327	NM_144922	232989	Mm.254223	NM_144922	ENSMUSG00000040725	Hnrnpul1	E130317O14Rik|E1B-AP5|E1BAP5|Hnrnpul|Hnrpul1	heterogeneous nuclear ribonucleoprotein U-like 1	protein-coding
13781	chr2	62460046	62460546	+	0	NA	Intergenic	Intergenic	23357	NM_008100	14526	Mm.45494	NM_008100	ENSMUSG00000000394	Gcg	GLP-1|Glu|PPG	glucagon	protein-coding
14338	chr13	117238457	117238957	+	0	NA	intron (NM_010330, intron 2 of 8)	ORR1A2|LTR|ERVL-MaLR	18134	NM_010330	13723	Mm.274926	NM_010330	ENSMUSG00000021728	Emb	AL022799|Gp70	embigin	protein-coding
12757	chr7	97172117	97172617	+	0	NA	intron (NM_001162477, intron 1 of 9)	intron (NM_001162477, intron 1 of 9)	90616	NM_010248	14389	Mm.42033	NM_010248	ENSMUSG00000004508	Gab2	AI463667|D130058I17Rik|p97	growth factor receptor bound protein 2-associated protein 2	protein-coding
14869	chr13	103911205	103911891	+	0	NA	intron (NM_001289474, intron 1 of 23)	intron (NM_001289474, intron 1 of 23)	9038	NM_001289473	59079	Mm.277354	NM_021563	ENSMUSG00000021709	Erbb2ip	1700028E05Rik|Erbin|mKIAA1225	Erbb2 interacting protein	protein-coding
12043	chr2	125777153	125777653	+	0	NA	intron (NM_177608, intron 1 of 17)	intron (NM_177608, intron 1 of 17)	5467	NM_177608	70354	Mm.138091	NM_133725	ENSMUSG00000035093	Secisbp2l	3110001I20Rik|AI504340|C630011I23	SECIS binding protein 2-like	protein-coding
13459	chr14	72777932	72778432	+	0	NA	Intergenic	Intergenic	-68179	NM_207636	319448	Mm.205421	NM_207636	ENSMUSG00000033487	Fndc3a	1700094E19Rik|D14Ertd453e|F730017H24Rik|Fndc3|sys	fibronectin type III domain containing 3A	protein-coding
12011	chr7	110157602	110158102	+	0	NA	Intergenic	Intergenic	35793	NM_009516	22390	Mm.287173	NM_009516		Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding
13979	chr2	84059570	84060070	+	0	NA	Intergenic	Intergenic	-118594	NM_027964	71861	Mm.116957	NM_027964	ENSMUSG00000034552	Zswim2	1700025P14Rik|4933437F18Rik|MEX	zinc finger SWIM-type containing 2	protein-coding
14777	chr7	135668718	135669218	+	0	NA	intron (NM_011212, intron 11 of 20)	intron (NM_011212, intron 11 of 20)	-16654	NR_015548	67765	Mm.445272	NR_015548	ENSMUSG00000097471	5830432E09Rik	-	RIKEN cDNA 5830432E09 gene	ncRNA
15088	chr17	18947321	18947821	+	0	NA	exon (NM_001104549, exon 6 of 6)	exon (NM_001104549, exon 6 of 6)	33249	NM_001104549	627367	Mm.384131	NM_001104549	ENSMUSG00000091491	Vmn2r97	EG627367|Vn2r97	vomeronasal 2, receptor 97	protein-coding
12910	chr9	100536230	100537128	+	0	NA	intron (NM_010878, intron 1 of 3)	Lx2|LINE|L1	9374	NM_010878	17973	Mm.181485	NM_010878	ENSMUSG00000032475	Nck1	6330586M15Rik|D230010O13Rik|Nck|Nck-1	non-catalytic region of tyrosine kinase adaptor protein 1	protein-coding
14617	chr17	43403553	43404053	+	0	NA	intron (NM_001081178, intron 1 of 20)	intron (NM_001081178, intron 1 of 20)	14337	NM_001081178	224792	Mm.23478	NM_001081178	ENSMUSG00000056492	Gpr116	8430401C09Rik|9330185D23|AI528491|mKIAA0758	G protein-coupled receptor 116	protein-coding
15518	chr15	99302220	99302720	+	0	NA	intron (NM_018786, intron 1 of 25)	intron (NM_018786, intron 1 of 25)	7061	NM_018786	54614	Mm.358668	NM_018786	ENSMUSG00000023007	Prpf40b	2610317D23Rik|Hypc	PRP40 pre-mRNA processing factor 40 homolog B (yeast)	protein-coding
