PeakID (cmd=annotatePeaks.pl enhancers_only_10um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
30383	chr1	127304050	127304676	+	0	NA	intron (NM_145128, intron 2 of 17)	intron (NM_145128, intron 2 of 17)	99377	NM_145128	107895	Mm.214682	NM_145128	ENSMUSG00000036155	Mgat5	4930471A21Rik|5330407H02Rik|AI480971|GlcNAc-TV	mannoside acetylglucosaminyltransferase 5	protein-coding
31120	chr9	66368503	66369149	+	0	NA	intron (NM_145617, intron 1 of 77)	intron (NM_145617, intron 1 of 77)	18376	NM_145617	235439	Mm.244179	NM_145617	ENSMUSG00000038664	Herc1	2810449H11Rik|B230218H07|D130015N03Rik|tbl	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	protein-coding
34942	chr10	95779579	95780079	+	0	NA	Intergenic	Intergenic	-160834	NM_001001932	216238	Mm.210035	NM_001001932	ENSMUSG00000036499	Eea1	A430109M19Rik|B230358H09Rik|ZFYVE2	early endosome antigen 1	protein-coding
35286	chr9	69987304	69987804	+	0	NA	Intergenic	Intergenic	-1912	NM_016787	12175	Mm.159777	NM_016787		Bnip2	5730523P12Rik|BNIP2beta|Nip21	BCL2/adenovirus E1B interacting protein 2	protein-coding
32872	chr11	117273335	117274095	+	0	NA	intron (NM_001113487, intron 1 of 10)	intron (NM_001113487, intron 1 of 10)	7469	NM_001113487	53860	Mm.38450	NM_017380	ENSMUSG00000059248	Sept9	MSF1|Msf|PNUTL4|Sint1	septin 9	protein-coding
33628	chr2	140100722	140101222	+	0	NA	Intergenic	Intergenic	-34167	NM_001159640	75812	Mm.293449	NM_175225	ENSMUSG00000039033	Tasp1	4930485D02Rik|AW986064	taspase, threonine aspartase 1	protein-coding
35365	chr16	77027461	77027961	+	0	NA	intron (NM_013918, intron 1 of 23)	intron (NM_013918, intron 1 of 23)	13642	NM_013918	30940	Mm.40986	NM_013918	ENSMUSG00000022867	Usp25	-	ubiquitin specific peptidase 25	protein-coding
33951	chr17	15108152	15108796	+	0	NA	Intergenic	Intergenic	55415	NM_001034891	381062	Mm.393767	NM_183133	ENSMUSG00000036552	Ermard	2210404J11Rik|2410011O22Rik|AI448938	ER membrane associated RNA degradation	protein-coding
33762	chr7	142369718	142370218	+	0	NA	intron (NM_177265, intron 2 of 3)	intron (NM_177265, intron 2 of 3)	2291	NM_177265	320802	Mm.154486	NM_177265	ENSMUSG00000045777	Ifitm10	6330512M04Rik|AI848576|DSPA3	interferon induced transmembrane protein 10	protein-coding
33127	chr11	103691920	103692550	+	0	NA	intron (NM_019650, intron 1 of 5)	Lx10|LINE|L1	5475	NM_019650	56494	Mm.195451	NM_019650	ENSMUSG00000020946	Gosr2	2310032N09Rik|C76855|Gs27|SNARE|membrin	golgi SNAP receptor complex member 2	protein-coding
31277	chr2	84582307	84582807	+	0	NA	Intergenic	Intergenic	67953	NM_001085453	12388	Mm.35738	NM_007615	ENSMUSG00000034101	Ctnnd1	AA409437|AU019353|Catns|Ctnnd|P120|mKIAA0384	catenin (cadherin associated protein), delta 1	protein-coding
32570	chr16	55788876	55789516	+	0	NA	Intergenic	Intergenic	32942	NM_001159394	80859	Mm.247272	NM_030612	ENSMUSG00000035356	Nfkbiz	AA408868|INAP|Mail	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	protein-coding
34950	chr10	123187198	123187698	+	0	NA	intron (NM_027604, intron 1 of 21)	intron (NM_027604, intron 1 of 21)	9475	NM_027604	14479	Mm.244209	NM_027604	ENSMUSG00000020124	Usp15	4921514G19Rik|AI327321|E430033I05Rik|Gcap18	ubiquitin specific peptidase 15	protein-coding
32201	chr18	74876478	74877146	+	0	NA	Intergenic	Intergenic	84451	NM_010720	16891	Mm.299647	NM_010720	ENSMUSG00000053846	Lipg	3110013K01Rik|EL|lipase|mEDL	lipase, endothelial	protein-coding
34424	chr7	66652138	66652638	+	0	NA	intron (NR_003961, intron 7 of 7)	ORR1D2|LTR|ERVL-MaLR	37173	NR_003961	117589	Mm.34785	NM_080443	ENSMUSG00000030509	Asb7	AI449039|Asb-7|D030055C23Rik	ankyrin repeat and SOCS box-containing 7	protein-coding
34640	chr18	65000550	65001050	+	0	NA	intron (NM_001114386, intron 2 of 30)	intron (NM_001114386, intron 2 of 30)	-22727	NM_031881	83814	Mm.98668	NM_031881	ENSMUSG00000024589	Nedd4l	1300012C07Rik|Nedd4-2|Nedd4b	neural precursor cell expressed, developmentally down-regulated gene 4-like	protein-coding
32029	chr16	17197675	17198315	+	0	NA	intron (NM_009456, intron 1 of 3)	B1_Mm|SINE|Alu	3497	NM_009456	22195	Mm.3074	NM_009456	ENSMUSG00000038965	Ube2l3	C79827|UbcM4|Ubce7	ubiquitin-conjugating enzyme E2L 3	protein-coding
34647	chr19	12788948	12789448	+	0	NA	intron (NR_024093, intron 2 of 12)	intron (NR_024093, intron 2 of 12)	6925	NM_053009	109910	Mm.290924	NM_053009	ENSMUSG00000024695	Zfp91	9130014I08Rik|A530054C17Rik|AL024263|AW545902|Pzf|Zfp-91	zinc finger protein 91	protein-coding
32651	chr7	64086366	64087086	+	0	NA	Intergenic	Intergenic	-67109	NM_001039104	17364	Mm.38875	NM_018752	ENSMUSG00000030523	Trpm1	4732499L03Rik|AI606771|Ltrpc1|Mlsn1|melastatin	transient receptor potential cation channel, subfamily M, member 1	protein-coding
34583	chr14	66237104	66237604	+	0	NA	intron (NM_001162365, intron 1 of 30)	MLT2B4|LTR|ERVL	-23802	NM_001162366	19229	Mm.21613	NM_172498	ENSMUSG00000059456	Ptk2b	CADTK|CAKB|CAKbeta|E430023O05Rik|FADK2|FAK2|PYK2|Raftk	PTK2 protein tyrosine kinase 2 beta	protein-coding
33969	chr17	51781825	51782571	+	0	NA	intron (NM_001163631, intron 7 of 10)	intron (NM_001163631, intron 7 of 10)	29856	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding
31597	chr15	102520803	102521613	+	0	NA	exon (NM_001253795, exon 2 of 7)	exon (NM_001253795, exon 2 of 7)	3016	NM_001253795	21357	Mm.291485	NM_009319	ENSMUSG00000023051	Tarbp2	Prbp|TRBP	TAR (HIV) RNA binding protein 2	protein-coding
31524	chr6	134120071	134120913	+	0	NA	intron (NM_007961, intron 1 of 7)	intron (NM_007961, intron 1 of 7)	84785	NM_007961	14011	Mm.269995	NM_007961	ENSMUSG00000030199	Etv6	AW123102|AW557856|Tel	ets variant 6	protein-coding
33839	chr11	20585325	20585825	+	0	NA	intron (NM_021372, intron 1 of 1)	intron (NM_021372, intron 1 of 1)	42322	NM_021372	58172	Mm.339676	NM_021372	ENSMUSG00000049800	Sertad2	AB041541|AU021878|Kiaa0127|SEI-2|Sei2|TRIP-Br2|mKIAA0127	SERTA domain containing 2	protein-coding
31325	chr10	82863291	82863915	+	0	NA	intron (NM_001042513, intron 2 of 14)	intron (NM_001042513, intron 2 of 14)	-3023	NM_025499	66341	Mm.443284	NM_025499		Eid3	1700027M21Rik|NS4EB	EP300 interacting inhibitor of differentiation 3	protein-coding
33100	chr10	59957873	59958373	+	0	NA	Intergenic	Intergenic	-6353	NM_029083	74747	Mm.21697	NM_029083	ENSMUSG00000020108	Ddit4	5830413E08Rik|AA415483|REDD1|Rtp801|dig2	DNA-damage-inducible transcript 4	protein-coding
32357	chr17	30029415	30029915	+	0	NA	intron (NM_148926, intron 1 of 4)	intron (NM_148926, intron 1 of 4)	24578	NM_148926	21769	Mm.220972	NM_148926	ENSMUSG00000044477	Zfand3	AW539211|TEG-27|Tex27	zinc finger, AN1-type domain 3	protein-coding
33674	chr4	140707247	140707889	+	0	NA	intron (NM_173867, intron 2 of 12)	intron (NM_173867, intron 2 of 12)	6095	NM_173867	108911	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding
35465	chr7	126347568	126348068	+	0	NA	Intergenic	Intergenic	20227	NR_106025	102466797		NR_106025		Mir7058	mmu-mir-7058	microRNA mir-7058	ncRNA
30362	chr9	120868001	120868627	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	46936	NR_040742	76402	Mm.436588	NR_040742		1700020M21Rik	-	RIKEN cDNA 1700020M21 gene	ncRNA
33855	chr11	75727960	75728460	+	0	NA	Intergenic	B4|SINE|B4	-4677	NM_009536	22627	Mm.234700	NM_009536	ENSMUSG00000020849	Ywhae	AU019196	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein-coding
34091	chr5	91278955	91279455	+	0	NA	intron (NR_040428, intron 3 of 5)	intron (NR_040428, intron 3 of 5)	3871	NR_040428	100503265	Mm.125059	NR_040428		Gm19619	-	predicted gene, 19619	ncRNA
34748	chr3	60437658	60438158	+	0	NA	Intergenic	Intergenic	-34922	NM_001253713	56758	Mm.255723	NM_020007	ENSMUSG00000027763	Mbnl1	Mbnl|mKIAA0428	muscleblind-like 1 (Drosophila)	protein-coding
35037	chr13	95161688	95162188	+	0	NA	intron (NM_001170669, intron 1 of 18)	intron (NM_001170669, intron 1 of 18)	61112	NM_001170669	218461	Mm.100167	NM_172263	ENSMUSG00000021684	Pde8b	B230331L10Rik|C030047E14Rik	phosphodiesterase 8B	protein-coding
31363	chr16	52073239	52074003	+	0	NA	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	42072	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding
31616	chr1	39559560	39560268	+	0	NA	intron (NM_001033135, intron 4 of 6)	intron (NM_001033135, intron 4 of 6)	-11074	NR_028555	100217461		NR_028555	ENSMUSG00000077704	Snord89	MBII-289	small nucleolar RNA, C/D box 89	snoRNA
34830	chr6	99194274	99194774	+	0	NA	intron (NM_053202, intron 3 of 18)	(A)n|Simple_repeat|Simple_repeat	71991	NM_001197321	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
33439	chr11	86907644	86908144	+	0	NA	intron (NR_106195, intron 4 of 8)	B1_Mus1|SINE|Alu	85868	NM_001005341	77864	Mm.191894	NM_001005341	ENSMUSG00000018427	Ypel2	6430570G24|E130113K08Rik	yippee-like 2 (Drosophila)	protein-coding
32083	chr4	102585353	102585853	+	0	NA	intron (NM_001177980, intron 1 of 9)	intron (NM_001177980, intron 1 of 9)	-1955	NM_001177982	18578	Mm.20181	NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|R74983|dunce	phosphodiesterase 4B, cAMP specific	protein-coding
34220	chr13	100570407	100570907	+	0	NA	Intergenic	MER97c|DNA|hAT-Tip100	-18159	NM_008756	18260	Mm.4807	NM_008756	ENSMUSG00000021638	Ocln	AI503564|Ocl	occludin	protein-coding
33199	chr17	34437932	34438432	+	0	NA	intron (NM_001001177, intron 6 of 19)	(GTGTG)n|Simple_repeat|Simple_repeat	37755	NM_030746	632126	Mm.484958	NM_030746	ENSMUSG00000058435	Btnl4	Btn3a3|EG632126|NG11	butyrophilin-like 4	protein-coding
32286	chr8	129266296	129266796	+	0	NA	Intergenic	Intergenic	-32500	NM_153780	72139	Mm.426514	NM_153780		2610044O15Rik8	2610044O15Rik	RIKEN cDNA 2610044O15 gene	protein-coding
33603	chr2	23565356	23565856	+	0	NA	intron (NM_001165997, intron 1 of 11)	intron (NM_001165997, intron 1 of 11)	6498	NM_001165997	76857	Mm.276415	NM_029773	ENSMUSG00000026771	Spopl	4921517N04Rik|AU014935|BB233739|E430033K04Rik	speckle-type POZ protein-like	protein-coding
34696	chr1	156995359	156995859	+	0	NA	Intergenic	Intergenic	-55983	NM_001159965	78255	Mm.28376	NM_023884	ENSMUSG00000026594	Ralgps2	1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161	Ral GEF with PH domain and SH3 binding motif 2	protein-coding
32750	chr1	66278942	66279442	+	0	NA	intron (NM_008632, intron 3 of 13)	Lx8b|LINE|L1	103863	NM_001039934	17756	Mm.256966	NM_008632	ENSMUSG00000015222	Map2	G1-397-34|MAP-2|Mtap-2|Mtap2|repro4	microtubule-associated protein 2	protein-coding
32189	chr16	84640639	84641139	+	0	NA	Intergenic	Intergenic	-38900	NR_040537	78023	Mm.243853	NR_040537		4930529L06Rik	-	RIKEN cDNA 4930529L06 gene	ncRNA
33307	chr4	62595489	62595989	+	0	NA	intron (NM_019492, intron 3 of 19)	B3A|SINE|B2	-23933	NM_134257	50780	Mm.286753	NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding
34854	chr7	80068435	80068935	+	0	NA	intron (NR_045695, intron 2 of 2)	(G)n|Simple_repeat|Simple_repeat	6572	NR_045695	100859962	Mm.392575	NR_045695		Gm21057	-	predicted gene, 21057	ncRNA
35011	chr12	104239809	104240309	+	0	NA	intron (NM_009251, intron 4 of 5)	intron (NM_009251, intron 4 of 5)	-7837	NR_033450	546546	Mm.390522	NM_001034870		Serpina3h	6C28|Spi2	serine (or cysteine) peptidase inhibitor, clade A, member 3H	pseudo
33709	chr6	30294172	30294672	+	0	NA	intron (NM_001169576, intron 1 of 4)	intron (NM_001169576, intron 1 of 4)	10117	NM_001169576	22214	Mm.332967	NM_009459	ENSMUSG00000039159	Ube2h	1500009C23Rik|AI181839|AI326965|AI462483|AW227540|E2-20K|Gid3|N28148|Ubc8	ubiquitin-conjugating enzyme E2H	protein-coding
32721	chr16	76325768	76326268	+	0	NA	intron (NM_173440, intron 3 of 3)	intron (NM_173440, intron 3 of 3)	47031	NM_173440	268903	Mm.74711	NM_173440	ENSMUSG00000048490	Nrip1	6030458L20Rik|8430438I05Rik|9630050P12|AA959574|AW456757|RIP140	nuclear receptor interacting protein 1	protein-coding
32071	chr3	87566061	87566561	+	0	NA	Intergenic	Intergenic	40733	NM_001286844	27049	Mm.219460	NM_012051	ENSMUSG00000003382	Etv3	AI414410|METS|Pe1	ets variant 3	protein-coding
35104	chr16	91644359	91644859	+	0	NA	intron (NM_010256, intron 1 of 21)	B1_Mus2|SINE|Alu	2363	NM_010256	14450	Mm.4505	NM_010256	ENSMUSG00000022962	Gart	Gaps|Prgs	phosphoribosylglycinamide formyltransferase	protein-coding
30756	chr18	68931449	68931949	+	0	NA	intron (NR_038051, intron 3 of 6)	intron (NR_038051, intron 3 of 6)	19829	NR_038051	78931	Mm.160155	NR_038051		4930546C10Rik	-	RIKEN cDNA 4930546C10 gene	ncRNA
30216	chr1	54853313	54853945	+	0	NA	intron (NM_001081433, intron 1 of 27)	intron (NM_001081433, intron 1 of 27)	72758	NM_001081433	329154	Mm.397910	NM_001081433	ENSMUSG00000052331	Ankrd44	4930444A19Rik|A130096K20|E130014H08Rik|PP6-ARS-B	ankyrin repeat domain 44	protein-coding
33138	chr12	75520917	75521417	+	0	NA	intron (NM_012024, intron 2 of 13)	intron (NM_012024, intron 2 of 13)	75033	NM_012024	26932	Mm.259626	NM_012024	ENSMUSG00000021051	Ppp2r5e	4633401M22Rik|AI449017|B56beta	protein phosphatase 2, regulatory subunit B', epsilon	protein-coding
34569	chr13	92614881	92615381	+	0	NA	intron (NM_172588, intron 1 of 11)	B3|SINE|B2	3993	NM_172588	218442	Mm.297970	NM_172588	ENSMUSG00000021703	Serinc5	A130038L21Rik|AIGP3|C86123|TPO1	serine incorporator 5	protein-coding
32122	chr8	33660651	33661427	+	0	NA	intron (NM_010344, intron 1 of 12)	intron (NM_010344, intron 1 of 12)	7801	NM_010344	14782	Mm.283573	NM_010344	ENSMUSG00000031584	Gsr	AI325518|D8Ertd238e|Gr-1|Gr1	glutathione reductase	protein-coding
32807	chr5	98027523	98028345	+	0	NA	intron (NM_133738, intron 2 of 16)	intron (NM_133738, intron 2 of 16)	3028	NM_133738	71914	Mm.24842	NM_133738		Antxr2	2310046B19Rik|AW561899|CMG-2|CMG2|cI-35	anthrax toxin receptor 2	protein-coding
35491	chr11	79123928	79124428	+	0	NA	intron (NM_013571, intron 1 of 17)	intron (NM_013571, intron 1 of 17)	22176	NM_013571	16706	Mm.4745	NM_013571	ENSMUSG00000018334	Ksr1	AW492498|B-KSR1|D11Bhm183e|D11Bhm184e|Ksr|RSU2|hb	kinase suppressor of ras 1	protein-coding
34775	chr4	11079162	11079662	+	0	NA	Intergenic	Intergenic	-3207	NM_001085493	76947	Mm.275265	NM_001085493	ENSMUSG00000050323	Ndufaf6	2310030N02Rik	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	protein-coding
33120	chr11	75744672	75745172	+	0	NA	intron (NM_009536, intron 1 of 5)	intron (NM_009536, intron 1 of 5)	12035	NM_009536	22627	Mm.234700	NM_009536	ENSMUSG00000020849	Ywhae	AU019196	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein-coding
35110	chr17	5174099	5174599	+	0	NA	intron (NM_001085355, intron 4 of 19)	intron (NM_001085355, intron 4 of 19)	179275	NM_001085355	239985	Mm.133401	NM_001085355	ENSMUSG00000069729	Arid1b	8030481M12|9330189K18Rik|AI836955|Ardi1b|B230217J03Rik|mKIAA1235	AT rich interactive domain 1B (SWI-like)	protein-coding
32840	chr8	27167567	27168067	+	0	NA	intron (NM_029423, intron 1 of 4)	intron (NM_029423, intron 1 of 4)	6829	NM_001080813	75767	Mm.205335	NM_029423	ENSMUSG00000031488	Rab11fip1	2010200K21Rik|4833414G05Rik|Rcp	RAB11 family interacting protein 1 (class I)	protein-coding
34989	chr12	11177550	11178050	+	0	NA	Intergenic	Intergenic	-26958	NM_001168564	238076	Mm.113278	NM_173417	ENSMUSG00000043673	Kcns3	-	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	protein-coding
33442	chr11	97977348	97977848	+	0	NA	intron (NM_001163608, intron 2 of 13)	intron (NM_001163608, intron 2 of 13)	8848	NM_028199	72324	Mm.39617	NM_028199	ENSMUSG00000017417	Plxdc1	2410003I07Rik|AI848450|Tem7	plexin domain containing 1	protein-coding
32038	chr17	52068325	52068825	+	0	NA	Intergenic	Intergenic	185848	NR_045095	100504169	Mm.417731	NR_045095		Gm20098	-	predicted gene, 20098	ncRNA
34324	chr2	128404100	128404600	+	0	NA	intron (NR_028591, intron 1 of 1)	intron (NR_028591, intron 1 of 1)	25001	NR_028590	100043424	Mm.297222	NR_028589		Gm14005	OTTMUSG00000015351	predicted gene 14005	ncRNA
29738	chr1	39571820	39573438	+	0	NA	intron (NM_001033135, intron 1 of 6)	intron (NM_001033135, intron 1 of 6)	4718	NM_001033135	67702	Mm.28614	NM_001033135	ENSMUSG00000048234	Rnf149	1600023E10Rik|AV037261|C76763|Gm15832|Greul4|OTTMUSG00000026591	ring finger protein 149	protein-coding
34995	chr12	26393801	26394301	+	0	NA	intron (NM_080563, intron 1 of 8)	intron (NM_080563, intron 1 of 8)	20959	NR_105856	102466676		NR_105856	miRBase:MI0022354	Mir6538	mmu-mir-6538	microRNA mir-6538	ncRNA
34557	chr13	3360377	3360877	+	0	NA	Intergenic	CpG	-117676	NR_015522	76937	Mm.487240	NR_015522	ENSMUSG00000097709	2810429I04Rik	AI256682	RIKEN cDNA 2810429I04 gene	ncRNA
33724	chr6	135899526	135900182	+	0	NA	intron (NM_008171, intron 5 of 14)	intron (NM_008171, intron 5 of 14)	273657	NM_008171	14812	Mm.436649	NM_008171	ENSMUSG00000030209	Grin2b	AW490526|GluN2B|NR2B|Nmdar2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	protein-coding
34017	chrX	152207397	152207897	+	0	NA	intron (NM_001005475, intron 4 of 13)	MLT1F|LTR|ERVL-MaLR	-25580	NM_013668	20591	Mm.142655	NM_013668	ENSMUSG00000025332	Kdm5c	D930009K15Rik|Jarid1c|Smcx|mKIAA0234	lysine (K)-specific demethylase 5C	protein-coding
34896	chr8	124764336	124764836	+	0	NA	Intergenic	Intergenic	-12777	NM_001081120	69627	Mm.271600	NM_001081120	ENSMUSG00000043068	Fam89a	2310031A18Rik	family with sequence similarity 89, member A	protein-coding
33773	chr8	86715267	86715767	+	0	NA	intron (NM_001168591, intron 8 of 8)	MLT1F1|LTR|ERVL-MaLR	-30182	NR_027829	666945	Mm.391806	NR_027829		Gm10638	ENSMUSG00000074178	predicted gene 10638	ncRNA
35155	chr19	24416375	24416875	+	0	NA	intron (NM_008846, intron 3 of 14)	intron (NM_008846, intron 3 of 14)	60849	NM_026520	68034	Mm.440181	NM_026520		Fam122a	2410124L17Rik|2900009I07Rik|ENSMUSG00000051082|Gm9849	family with sequence similarity 122, member A	protein-coding
35220	chr3	103289967	103290467	+	0	NA	intron (NM_053170, intron 1 of 19)	intron (NM_053170, intron 1 of 19)	10924	NM_001079830	94093	Mm.195036	NM_053170	ENSMUSG00000033014	Trim33	8030451N04Rik|AI413936|Ecto|Tif1g	tripartite motif-containing 33	protein-coding
33994	chr18	84379977	84380477	+	0	NA	intron (NM_001033341, intron 4 of 8)	intron (NM_001033341, intron 4 of 8)	209277	NM_001033341	240476	Mm.329575	NM_001033341	ENSMUSG00000048410	Zfp407	6430585N13Rik|Gm333|Gm334|Gm948|ZNF407	zinc finger protein 407	protein-coding
35204	chr2	117195926	117196426	+	0	NA	Intergenic	Intergenic	11049	NR_030440	732489		NR_030440	miRBase:MI0004611	Mir674	Mirn674|mmu-mir-674	microRNA 674	ncRNA
34246	chr16	45400869	45401369	+	0	NA	intron (NM_010818, intron 1 of 5)	RSINE1|SINE|B4	7934	NM_010818	17470	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding
33579	chr1	131852994	131853644	+	0	NA	Intergenic	Intergenic	-13958	NM_144875	226422	Mm.34027	NM_144875	ENSMUSG00000026433	Rab29	Rab7l1	RAB29, member RAS oncogene family	protein-coding
30810	chr3	108712404	108712904	+	0	NA	intron (NM_029522, intron 1 of 14)	intron (NM_029522, intron 1 of 14)	9645	NM_029522	76123	Mm.226941	NM_029522	ENSMUSG00000027883	Gpsm2	6230410J09Rik|LGN|Pins	G-protein signalling modulator 2 (AGS3-like, C. elegans)	protein-coding
34434	chr7	115494624	115495124	+	0	NA	intron (NM_001277328, intron 11 of 13)	intron (NM_001277328, intron 11 of 13)	306735	NM_001277328	20679	Mm.323365	NM_011445	ENSMUSG00000051910	Sox6	AI987981|SOX-LZ	SRY (sex determining region Y)-box 6	protein-coding
33093	chr10	28815839	28816339	+	0	NA	intron (NM_178666, intron 4 of 5)	intron (NM_178666, intron 4 of 5)	107418	NR_033601	114676	Mm.390292	NR_033601		4930519F09Rik	-	pyruvate dehydrogenase E1 alpha 1 pseudogene	pseudo
33865	chr11	117691025	117691525	+	0	NA	intron (NM_198022, intron 1 of 21)	Lx2|LINE|L1	36986	NM_198022	217351	Mm.40272	NM_198022	ENSMUSG00000025571	Tnrc6c	9930033H14Rik|mKIAA1582	trinucleotide repeat containing 6C	protein-coding
35002	chr12	82366984	82367484	+	0	NA	intron (NM_172579, intron 4 of 20)	intron (NM_172579, intron 4 of 20)	55885	NM_172579	217692	Mm.261333	NM_172579	ENSMUSG00000042700	Sipa1l1	4931426N11Rik|AW213287|Spar|mKIAA0440	signal-induced proliferation-associated 1 like 1	protein-coding
34178	chr10	60189801	60190301	+	0	NA	intron (NM_016803, intron 2 of 3)	intron (NM_016803, intron 2 of 3)	29209	NM_016803	53374	Mm.12866	NM_016803	ENSMUSG00000057337	Chst3	C6ST|C6ST-1|GST-0	carbohydrate (chondroitin 6/keratan) sulfotransferase 3	protein-coding
35502	chr12	108172588	108173088	+	0	NA	intron (NM_028262, intron 1 of 12)	intron (NM_028262, intron 1 of 12)	6446	NM_028262	52690	Mm.159185	NM_028262	ENSMUSG00000056770	Setd3	2610102I01Rik|2610305M23Rik|6030490B17Rik|D12Ertd771e	SET domain containing 3	protein-coding
34110	chr6	47621919	47622419	+	0	NA	Intergenic	Intergenic	-27139	NM_001146689	14056	Mm.246688	NM_007971	ENSMUSG00000029687	Ezh2	Enx-1|Enx1h|KMT6|mKIAA4065	enhancer of zeste homolog 2 (Drosophila)	protein-coding
30955	chr7	125483709	125484339	+	0	NA	intron (NM_026330, intron 2 of 7)	intron (NM_026330, intron 2 of 7)	7518	NM_026330	67711	Mm.4467	NM_026330	ENSMUSG00000030750	Nsmce1	2510027N19Rik	non-SMC element 1 homolog (S. cerevisiae)	protein-coding
34099	chr5	107295339	107295839	+	0	NA	Intergenic	Intergenic	-5994	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding
34605	chr15	99120780	99121280	+	0	NA	Intergenic	RMER17D2|LTR|ERVK	-5815	NM_139140	72572	Mm.276650	NM_139140	ENSMUSG00000051934	Spats2	2700012F11Rik|59kDa|Scr59|p59	spermatogenesis associated, serine-rich 2	protein-coding
32875	chr12	52045930	52046430	+	0	NA	Intergenic	Intergenic	-18117	NM_008159	14762	Mm.12890	NM_008159	ENSMUSG00000035148	Gpr33	-	G protein-coupled receptor 33	protein-coding
34754	chr3	86194897	86195397	+	0	NA	Intergenic	B4A|SINE|B4	-29543	NM_030695	80877	Mm.439825	NM_030695	ENSMUSG00000028080	Lrba	C80285|D3Ertd775e|Lab300|Lba	LPS-responsive beige-like anchor	protein-coding
35322	chr12	78985392	78985892	+	0	NA	intron (NM_178745, intron 1 of 2)	B1_Mur3|SINE|Alu	-2164	NM_001170401	268567	Mm.341747	NM_178745	ENSMUSG00000046157	Tmem229b	6330442E10Rik|9830138K24|AU019070	transmembrane protein 229B	protein-coding
33597	chr2	5346436	5346936	+	0	NA	intron (NM_177343, intron 5 of 10)	intron (NM_177343, intron 5 of 10)	-32704	NR_030601	100124465		NR_030601		Mir466d	Mirn466d	microRNA 466d	ncRNA
32537	chr13	34957082	34957582	+	0	NA	intron (NM_026947, intron 3 of 8)	ORR1A2|LTR|ERVL-MaLR	6477	NM_026947	69123	Mm.482475	NM_026947	ENSMUSG00000021416	Eci3	1810022C23Rik|Kseg2	enoyl-Coenzyme A delta isomerase 3	protein-coding
31574	chr12	54299337	54299989	+	0	NA	Intergenic	Intergenic	66048	NR_108033	73592	Mm.416874	NR_108033		1700104L18Rik	-	RIKEN cDNA 1700104L18 gene	ncRNA
34321	chr2	102888959	102889459	+	0	NA	intron (NM_001177787, intron 1 of 10)	intron (NM_001177787, intron 1 of 10)	12456	NM_001177786	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding
32386	chr1	161729113	161729613	+	0	NA	Intergenic	G-rich|Low_complexity|Low_complexity	59132	NM_010177	14103	Mm.3355	NM_010177	ENSMUSG00000000817	Fasl	APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|gld	Fas ligand (TNF superfamily, member 6)	protein-coding
33261	chr2	49851751	49852251	+	0	NA	intron (NM_027990, intron 1 of 9)	CT-rich|Low_complexity|Low_complexity	64315	NM_027990	71897	Mm.41381	NM_027990	ENSMUSG00000026765	Lypd6b	2310010M24Rik|AW049525	LY6/PLAUR domain containing 6B	protein-coding
