PeakID (cmd=annotatePeaks.pl enhancers_only_0_1um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
28497	chr3	106769651	106770151	+	0	NA	intron (NM_007651, intron 2 of 7)	L1MA4|LINE|L1	20248	NM_007651	12508	Mm.316861	NM_007651	ENSMUSG00000040747	Cd53	AI323659|Ox-44|Tspan25	CD53 antigen	protein-coding
28749	chr6	52471967	52472467	+	0	NA	Intergenic	L1MB5|LINE|L1	-20234	NR_046049	74304	Mm.490579	NR_046049		1700094M24Rik	-	RIKEN cDNA 1700094M24 gene	ncRNA
26179	chr5	107973500	107974000	+	0	NA	intron (NM_026062, intron 1 of 4)	RMER6A|LTR|ERVK	13327	NM_026062	67266	Mm.277897	NM_026062	ENSMUSG00000029270	Fam69a	2900024C23Rik|AI315274	family with sequence similarity 69, member A	protein-coding
21652	chr4	133742124	133744022	+	0	NA	intron (NM_001080819, intron 1 of 19)	intron (NM_001080819, intron 1 of 19)	10538	NM_001080819	93760	Mm.22478	NM_001080819	ENSMUSG00000007880	Arid1a	1110030E03Rik|BAF250a|Osa1|Smarcf1	AT rich interactive domain 1A (SWI-like)	protein-coding
26125	chr1	21312696	21313196	+	0	NA	Intergenic	Intergenic	-14634	NR_002858	241041	Mm.290634	NR_002858	ENSMUSG00000025936	Gm4956	EG241041	predicted gene 4956	pseudo
26247	chr11	55158746	55159372	+	0	NA	3' UTR (NM_153170, exon 10 of 10)	3' UTR (NM_153170, exon 10 of 10)	-7353	NM_172258	215332	Mm.87054	NM_172258	ENSMUSG00000049491	Slc36a3	PAT3|TRAMD2|tramdorin2	solute carrier family 36 (proton/amino acid symporter), member 3	protein-coding
28842	chr12	57548519	57549019	+	0	NA	Intergenic	Intergenic	-2648	NM_008259	15375	Mm.4578	NM_008259	ENSMUSG00000035451	Foxa1	Hnf-3a|Hnf3a|Tcf-3a|Tcf3a	forkhead box A1	protein-coding
27919	chr7	101297449	101297949	+	0	NA	intron (NM_001111111, intron 3 of 17)	MIR|SINE|MIR	4389	NM_001111111	73683	Mm.275744	NM_001111111	ENSMUSG00000047767	Atg16l2	2410118P20Rik	autophagy related 16-like 2 (S. cerevisiae)	protein-coding
28663	chr19	47225110	47225610	+	0	NA	intron (NM_021360, intron 1 of 5)	intron (NM_021360, intron 1 of 5)	-3483	NM_001163480	18011	Mm.313651	NM_021360	ENSMUSG00000006435	Neurl1a	2410129E16Rik|AI450910|AI481072|Neu1|Neur1|Neurl|Neurl1|Nlz|Rnf67	neuralized homolog 1A (Drosophila)	protein-coding
24874	chr15	77691377	77692003	+	0	NA	Intergenic	IAPEY4_I-int|LTR|ERVK	-7199	NM_001134802	666348	Mm.303207	NM_001134802	ENSMUSG00000071716	Apol7e	ENSMUSG00000071716	apolipoprotein L 7e	protein-coding
25052	chr3	106771044	106771718	+	0	NA	intron (NM_007651, intron 1 of 7)	intron (NM_007651, intron 1 of 7)	18768	NM_007651	12508	Mm.316861	NM_007651	ENSMUSG00000040747	Cd53	AI323659|Ox-44|Tspan25	CD53 antigen	protein-coding
27939	chr9	65016326	65016958	+	0	NA	intron (NM_021345, intron 1 of 10)	L2|LINE|L2	5075	NM_021345	57874	Mm.308180	NM_021345	ENSMUSG00000033629	Ptplad1	4930523M17Rik|AW742319|B-ind1|HACD3|Hspc121	protein tyrosine phosphatase-like A domain containing 1	protein-coding
25738	chr14	122067442	122068074	+	0	NA	Intergenic	Intergenic	33084	NM_001037744	223262	Mm.297637	NM_001037744	ENSMUSG00000071229	Timm8a2	-	translocase of inner mitochondrial membrane 8A2	protein-coding
26709	chr10	18083634	18084270	+	0	NA	intron (NM_009048, intron 1 of 19)	Lx8|LINE|L1	28012	NM_001111065	19707	Mm.4479	NM_009048	ENSMUSG00000019854	Reps1	BB161292	RalBP1 associated Eps domain containing protein	protein-coding
28519	chr5	105433929	105434429	+	0	NA	intron (NM_001033550, intron 1 of 4)	L2a|LINE|L2	18404	NM_001033550	433926	Mm.439781	NM_001033550	ENSMUSG00000070639	Lrrc8b	R75581|Ta-lrrp|mKIAA0231	leucine rich repeat containing 8 family, member B	protein-coding
28952	chr5	135774364	135774864	+	0	NA	intron (NM_029659, intron 1 of 8)	MTD|LTR|ERVL-MaLR	3687	NM_001289554	76571	Mm.247666	NM_029659	ENSMUSG00000019178	Styxl1	1700011C14Rik|Dusp24|Mkstyx	serine/threonine/tyrosine interacting-like 1	protein-coding
27211	chr7	130886210	130886710	+	0	NA	intron (NM_133942, intron 3 of 9)	intron (NM_133942, intron 3 of 9)	20550	NM_133942	101476	Mm.323554	NM_133942	ENSMUSG00000040268	Plekha1	AA960558|C920009D07Rik|TAPP1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	protein-coding
28946	chr4	141862156	141862656	+	0	NA	intron (NM_025994, intron 1 of 3)	intron (NM_025994, intron 1 of 3)	12514	NM_025994	27984	Mm.395598	NM_025994	ENSMUSG00000040659	Efhd2	2600015J22Rik|AA408606|D4Wsu27e	EF hand domain containing 2	protein-coding
24571	chr14	64310121	64310621	+	0	NA	intron (NM_001253714, intron 1 of 4)	intron (NM_001253714, intron 1 of 4)	106585	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding
26906	chr8	46786700	46787200	+	0	NA	intron (NM_008391, intron 1 of 8)	intron (NM_008391, intron 1 of 8)	47205	NM_008391	16363	Mm.1149	NM_008391	ENSMUSG00000031627	Irf2	9830146E22Rik|AI646973|Irf-2	interferon regulatory factor 2	protein-coding
26637	chr3	95965191	95965691	+	0	NA	Intergenic	B3|SINE|B2	-20069	NR_045872	668224	Mm.357766	NR_045872		Gm9054	EG668224	predicted gene 9054	ncRNA
25115	chr11	31746145	31746645	+	0	NA	Intergenic	Intergenic	-74533	NM_001024919	69556	Mm.34183	NM_001024919	ENSMUSG00000044502	Bod1	2310022M17Rik|BOD2.1|Fam44b	biorientation of chromosomes in cell division 1	protein-coding
27023	chr16	49794857	49795357	+	0	NA	Intergenic	Intergenic	-60547	NM_010581	16423	Mm.31752	NM_010581	ENSMUSG00000055447	Cd47	9130415E20Rik|AA407862|AI848868|AW108519|B430305P08Rik|IAP|Itgp	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	protein-coding
26510	chr12	25829919	25830419	+	0	NA	Intergenic	Intergenic	-381098	NR_046278	74930	Mm.398932	NR_046278		4930480M12Rik	-	RIKEN cDNA 4930480M12 gene	ncRNA
28780	chr8	94808316	94808816	+	0	NA	Intergenic	Intergenic	-1887	NM_011332	20295	Mm.41988	NM_011332	ENSMUSG00000031780	Ccl17	Abcd-2|Scya17|Scya17l|Tarc	chemokine (C-C motif) ligand 17	protein-coding
27600	chr9	40442890	40443390	+	0	NA	intron (NM_172768, intron 1 of 19)	intron (NM_172768, intron 1 of 19)	12624	NM_172768	235283	Mm.138434	NM_172768	ENSMUSG00000040111	Gramd1b	3222402H23|A930008A22Rik|AI593249|mKIAA1201	GRAM domain containing 1B	protein-coding
28482	chr2	156441450	156441950	+	0	NA	intron (NM_001291122, intron 2 of 20)	intron (NM_001291122, intron 2 of 20)	20791	NM_001291122	13821	Mm.20852	NM_013510	ENSMUSG00000027624	Epb4.1l1	4.1N|Epb41l1|NBL1|mKIAA0338	erythrocyte protein band 4.1-like 1	protein-coding
22764	chr11	11702855	11703979	+	0	NA	intron (NM_001025597, intron 2 of 7)	intron (NM_001025597, intron 2 of 7)	17204	NM_001025597	22778	Mm.103545	NM_009578	ENSMUSG00000018654	Ikzf1	5832432G11Rik|Ikaros|LyF-1|Zfpn1a1|Znfn1a1|hlk-1|mKIAA4227	IKAROS family zinc finger 1	protein-coding
26141	chr2	90641716	90642352	+	0	NA	Intergenic	Intergenic	17410	NR_037297	100526512		NR_037297	miRBase:MI0014107	Mir3110	mmu-mir-3110	microRNA 3110	ncRNA
27710	chr13	111460324	111460824	+	0	NA	intron (NM_028487, intron 3 of 12)	intron (NM_028487, intron 3 of 12)	29467	NM_001122963	73274	Mm.57286	NM_028487	ENSMUSG00000032745	Gpbp1	1700034P14Rik|AU019836|D230035M11Rik|Gpbp|mGPBP	GC-rich promoter binding protein 1	protein-coding
26329	chr1	37168713	37169213	+	0	NA	Intergenic	Intergenic	-49315	NM_001282010	12790	Mm.214224	NM_009918	ENSMUSG00000026114	Cnga3	CNG3	cyclic nucleotide gated channel alpha 3	protein-coding
28623	chr15	73729243	73729743	+	0	NA	intron (NM_001166388, intron 1 of 5)	intron (NM_001166388, intron 1 of 5)	4563	NM_001166388	19245	Mm.390807	NM_008975	ENSMUSG00000059895	Ptp4a3	AV088979|Prl-3|pPtp4a3	protein tyrosine phosphatase 4a3	protein-coding
24605	chr2	6294806	6295306	+	0	NA	intron (NR_040333, intron 4 of 6)	MLT1J2|LTR|ERVL-MaLR	-27701	NM_001080548	98910	Mm.40673	NM_181399	ENSMUSG00000039046	Usp6nl	AI316785|RNTRE|TRE2NL|mKIAA0019	USP6 N-terminal like	protein-coding
26261	chr12	41095742	41096242	+	0	NA	intron (NM_053122, intron 3 of 6)	intron (NM_053122, intron 3 of 6)	71902	NM_053122	93757	Mm.363813	NM_053122	ENSMUSG00000056899	Immp2l	AI853880|IMP2	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	protein-coding
26118	chr19	30037712	30038414	+	0	NA	intron (NM_144873, intron 1 of 15)	MLT1C|LTR|ERVL-MaLR	7550	NM_144873	109113	Mm.313364	NM_144873	ENSMUSG00000024817	Uhrf2	2310065A22Rik|AI426270|AW214556|D130071B19Rik|Nirf	ubiquitin-like, containing PHD and RING finger domains 2	protein-coding
25391	chr17	56623314	56623982	+	0	NA	intron (NM_028782, intron 1 of 17)	B1_Mus2|SINE|Alu	3255	NM_028782	74142	Mm.329136	NM_028782	ENSMUSG00000041168	Lonp1	1200017E13Rik|LON|Prss15	lon peptidase 1, mitochondrial	protein-coding
28655	chr18	68929106	68929606	+	0	NA	intron (NR_038051, intron 3 of 6)	intron (NR_038051, intron 3 of 6)	22172	NR_038051	78931	Mm.160155	NR_038051		4930546C10Rik	-	RIKEN cDNA 4930546C10 gene	ncRNA
25667	chr9	42238942	42239442	+	0	NA	Intergenic	Intergenic	25108	NM_172769	235293	Mm.32700	NM_172769	ENSMUSG00000032018	Sc5d	A830037K02|A830073K23Rik|Sc5dl	sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)	protein-coding
25600	chr3	20263068	20263568	+	0	NA	intron (NM_029706, intron 8 of 10)	intron (NM_029706, intron 8 of 10)	12411	NM_029706	76703	Mm.34692	NM_029706		Cpb1	0910001A18Rik|1810063F02Rik|2210008M23Rik|AI504870	carboxypeptidase B1 (tissue)	protein-coding
26711	chr10	21659427	21659927	+	0	NA	Intergenic	Intergenic	-31168	NR_045843	432436	Mm.244553	NM_001004162	ENSMUSG00000056716	Gm5420	EG432436	predicted gene 5420	ncRNA
24925	chr5	72164594	72165248	+	0	NA	intron (NM_178599, intron 2 of 4)	L1M5|LINE|L1	3262	NM_178599	27784	Mm.44223	NM_178599	ENSMUSG00000029213	Commd8	C77770|D5Buc26e	COMM domain containing 8	protein-coding
28921	chr19	26414251	26414751	+	0	NA	Intergenic	Intergenic	-190659	NM_011416	67155	Mm.491146	NM_011416	ENSMUSG00000024921	Smarca2	2610209L14Rik|SNF2alpha|Snf2l2|brahma|brm	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
28077	chr1	36133253	36133753	+	0	NA	Intergenic	RMER15|LTR|ERVL	10810	NR_105862	102465540		NR_105862		Mir6897	mmu-mir-6897	microRNA mir-6897	ncRNA
26794	chrX	23709670	23710304	+	0	NA	intron (NM_175180, intron 1 of 19)	intron (NM_175180, intron 1 of 19)	16870	NM_175180	72404	Mm.423	NM_175180	ENSMUSG00000036769	Wdr44	2610034K17Rik|9130203L06|RAB11BP|RPH11	WD repeat domain 44	protein-coding
27981	chr11	96765463	96765963	+	0	NA	Intergenic	Intergenic	11842	NM_001163389	74479	Mm.270781	NM_028965	ENSMUSG00000020876	Snx11	4933439F10Rik|A930041K09Rik|AI117694	sorting nexin 11	protein-coding
28127	chr2	153245133	153245633	+	0	NA	intron (NM_080463, intron 2 of 6)	L2|LINE|L2	3851	NM_080463	140484	Mm.293761	NM_080463	ENSMUSG00000046020	Pofut1	O-FucT-1|mKIAA0180	protein O-fucosyltransferase 1	protein-coding
28217	chr6	140684663	140685163	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	60615	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding
23649	chr9	72030631	72031291	+	0	NA	intron (NM_001253862, intron 3 of 19)	L1MB1|LINE|L1	67520	NR_029879	723889		NR_029879		Mir378a	Mir378|Mirn378|mmu-mir-378|mmu-mir-378a	microRNA 378a	ncRNA
27430	chr2	103787398	103787898	+	0	NA	intron (NM_016739, intron 2 of 18)	B3|SINE|B2	9430	NM_001111290	53872	Mm.427589	NM_016739	ENSMUSG00000027184	Caprin1	AL022980|Caprin-1|Gpiap|Gpiap1|Mmgpip137|P137|rng105	cell cycle associated protein 1	protein-coding
26036	chr8	122949366	122949866	+	0	NA	intron (NR_037865, intron 2 of 13)	intron (NR_037865, intron 2 of 13)	92668	NR_037865	77087	Mm.31567	NM_001081379	ENSMUSG00000035569	Ankrd11	2410104C19Rik|3010027A04Rik|6330578C09Rik|9530048I21Rik|AA930108|Gm176|Yod	ankyrin repeat domain 11	protein-coding
27886	chr5	62740087	62740587	+	0	NA	intron (NM_178407, intron 2 of 32)	intron (NM_178407, intron 2 of 32)	25840	NM_178407	212285	Mm.244403	NM_178407	ENSMUSG00000037999	Arap2	Centd1|Gm148|mKIAA0580	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding
26693	chr8	94361336	94361836	+	0	NA	intron (NM_019415, intron 24 of 24)	MLT1A0|LTR|ERVL-MaLR	-24914	NM_022331	64209	Mm.29151	NM_022331	ENSMUSG00000031770	Herpud1	Herp|Mifl|SUP	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	protein-coding
24052	chr11	32715439	32716069	+	0	NA	intron (NM_001271348, intron 3 of 12)	intron (NM_001271348, intron 3 of 12)	73199	NM_001271348	103583	Mm.28017	NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding
28980	chr14	53104899	53105399	+	0	NA	Intergenic	Intergenic	-560791	NM_001205242	100568452	Mm.213248	NM_001205242		A430107P09Rik	Va10	RIKEN cDNA A430107P09 gene	protein-coding
24953	chr9	13509669	13510299	+	0	NA	Intergenic	Intergenic	78623	NR_028271	18689	Mm.41972	NM_008835		Phxr4	Sp5	per-hexamer repeat gene 4	ncRNA
27688	chr12	118212431	118212931	+	0	NA	Intergenic	Intergenic	-13638	NM_010060	13411	Mm.390540	NM_010060	ENSMUSG00000018581	Dnah11	Dnahc11|b2b1203Clo|b2b1279Clo|b2b1289Clo|b2b1727Clo|b2b598Clo|iv|lrd	dynein, axonemal, heavy chain 11	protein-coding
27407	chr1	118447923	118448423	+	0	NA	intron (NM_001293301, intron 2 of 35)	intron (NM_001293301, intron 2 of 35)	11092	NR_027901	68204	Mm.443536	NR_027901		2900060B14Rik	-	RIKEN cDNA 2900060B14 gene	ncRNA
28355	chr14	16369557	16370057	+	0	NA	intron (NM_009409, intron 1 of 35)	intron (NM_009409, intron 1 of 35)	4601	NM_009409	21974	Mm.130362	NM_009409	ENSMUSG00000017485	Top2b	D230016L12Rik|Top-2	topoisomerase (DNA) II beta	protein-coding
25575	chr1	88641629	88642129	+	0	NA	Intergenic	Intergenic	60312	NM_177305	320982	Mm.27968	NM_177305	ENSMUSG00000049866	Arl4c	A630084M22Rik|Arl7|LAK	ADP-ribosylation factor-like 4C	protein-coding
26503	chr11	76612333	76612833	+	0	NA	Intergenic	ID4_|SINE|ID	-34844	NM_198894	109934	Mm.258939	NM_198018	ENSMUSG00000017631	Abr	-	active BCR-related gene	protein-coding
26370	chr3	60603199	60603699	+	0	NA	intron (NM_001253708, intron 3 of 8)	intron (NM_001253708, intron 3 of 8)	102197	NM_001253711	56758	Mm.255723	NM_020007	ENSMUSG00000027763	Mbnl1	Mbnl|mKIAA0428	muscleblind-like 1 (Drosophila)	protein-coding
26212	chr8	25653826	25654326	+	0	NA	intron (NM_001001735, intron 4 of 9)	B4A|SINE|B4	13792	NM_001081269	234135	Mm.217337	NM_001001735	ENSMUSG00000054823	Whsc1l1	6720429E03|A530023P05|AI528490|NSD3|WHISTLE	Wolf-Hirschhorn syndrome candidate 1-like 1 (human)	protein-coding
27425	chr2	57120189	57120689	+	0	NA	intron (NM_001139509, intron 1 of 7)	intron (NM_001139509, intron 1 of 7)	3564	NM_001139509	18227	Mm.3507	NM_013613	ENSMUSG00000026826	Nr4a2	HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR	nuclear receptor subfamily 4, group A, member 2	protein-coding
27818	chrX	85839239	85839739	+	0	NA	Intergenic	Intergenic	-30784	NM_001163539	71398	Mm.185296	NM_001163539	ENSMUSG00000025058	5430427O19Rik	-	RIKEN cDNA 5430427O19 gene	protein-coding
26935	chr9	123235363	123235863	+	0	NA	Intergenic	Intergenic	-19575	NM_133974	109332	Mm.27519	NM_133974	ENSMUSG00000035498	Cdcp1	9030022E12Rik|AA409659|E030027H19Rik	CUB domain containing protein 1	protein-coding
25136	chr15	80567073	80567573	+	0	NA	Intergenic	Tigger7|DNA|TcMar-Tigger	-5274	NM_001289442	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding
26489	chr10	108178887	108179387	+	0	NA	intron (NM_027892, intron 1 of 25)	intron (NM_027892, intron 1 of 25)	16737	NM_027892	17931	Mm.422959	NM_027892	ENSMUSG00000019907	Ppp1r12a	1200015F06Rik|5730577I22Rik|AA792106|AV099298|D10Ertd625e|Mypt1	protein phosphatase 1, regulatory (inhibitor) subunit 12A	protein-coding
25367	chr14	12244143	12244643	+	0	NA	Intergenic	L1Md_F3|LINE|L1	-39810	NM_146051	218734	Mm.44068	NM_146051	ENSMUSG00000033111	3830406C13Rik	-	RIKEN cDNA 3830406C13 gene	protein-coding
22860	chr9	20764478	20765370	+	0	NA	Intergenic	L1MB8|LINE|L1	-36710	NM_173777	244723	Mm.293552	NM_173777	ENSMUSG00000032172	Olfm2	A030009A06Rik	olfactomedin 2	protein-coding
28735	chr5	66105100	66105600	+	0	NA	intron (NM_001127382, intron 2 of 7)	intron (NM_001127382, intron 2 of 7)	-7171	NM_139065	245945	Mm.36863	NM_139065	ENSMUSG00000070780	Rbm47	9530077J19Rik	RNA binding motif protein 47	protein-coding
28022	chr15	37653110	37653610	+	0	NA	intron (NM_134094, intron 2 of 6)	intron (NM_134094, intron 2 of 6)	138640	NM_001170866	52589	Mm.283370	NM_134094	ENSMUSG00000051359	Ncald	AI848120|D030020D09Rik|D15Ertd412e	neurocalcin delta	protein-coding
25070	chr7	46871499	46871999	+	0	NA	intron (NM_013580, intron 4 of 7)	intron (NM_013580, intron 4 of 7)	10486	NM_013580	16833	Mm.16563	NM_013580	ENSMUSG00000030851	Ldhc	LDH-C4|Ldh-3|Ldh-x|Ldh3|Ldhc4	lactate dehydrogenase C	protein-coding
27827	chr1	80345747	80346247	+	0	NA	Intergenic	Intergenic	-5567	NM_016716	26554	Mm.12665	NM_016716	ENSMUSG00000004364	Cul3	AI467304|AW146203|mKIAA0617	cullin 3	protein-coding
25849	chr7	125624577	125625077	+	0	NA	intron (NM_021887, intron 2 of 8)	intron (NM_021887, intron 2 of 8)	21398	NM_021887	60504	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding
24829	chr6	142538506	142539006	+	0	NA	Intergenic	Intergenic	-30813	NM_008492	16832	Mm.9745	NM_008492	ENSMUSG00000030246	Ldhb	AI790582|H-Ldh|LDH-B|LDH-H|Ldh-2|Ldh2	lactate dehydrogenase B	protein-coding
26864	chr5	73223344	73223844	+	0	NA	intron (NM_028194, intron 1 of 62)	Lx8b|LINE|L1	33024	NM_028194	72313	Mm.260594	NM_028194	ENSMUSG00000070733	Fryl	2010313D22Rik|2310004H21Rik|2510002A14Rik|9030227G01Rik|mKIAA0826	furry homolog-like (Drosophila)	protein-coding
28182	chr5	35015303	35015803	+	0	NA	intron (NM_173402, intron 4 of 16)	intron (NM_173402, intron 4 of 16)	-5496	NR_037280	100526557		NR_037280		Mir3097	mmu-mir-3097	microRNA 3097	ncRNA
27044	chr18	63863500	63864000	+	0	NA	intron (NM_001014981, intron 20 of 27)	intron (NM_001014981, intron 20 of 27)	155055	NM_001014981	104082	Mm.30850	NM_001014981	ENSMUSG00000040560	Wdr7	AI462727|TRAG|mKIAA0541	WD repeat domain 7	protein-coding
24880	chr16	48767733	48768357	+	0	NA	intron (NM_198297, intron 1 of 5)	intron (NM_198297, intron 1 of 5)	3911	NM_198297	77647	Mm.167298	NM_198297	ENSMUSG00000030775	Trat1	C030046M14Rik|Tcrim|Trim	T cell receptor associated transmembrane adaptor 1	protein-coding
27488	chr4	83325327	83325827	+	0	NA	Intergenic	Intergenic	-1388	NM_027238	69863	Mm.5540	NM_025782	ENSMUSG00000038172	Ttc39b	1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585	tetratricopeptide repeat domain 39B	protein-coding
28074	chrX	98302361	98302861	+	0	NA	intron (NM_013476, intron 3 of 7)	intron (NM_013476, intron 3 of 7)	152861	NM_013476	11835	Mm.39005	NM_013476		Ar	AW320017|Tfm	androgen receptor	protein-coding
28189	chr5	99203407	99203907	+	0	NA	Intergenic	Intergenic	49270	NM_145839	320292	Mm.259074	NM_145839	ENSMUSG00000029333	Rasgef1b	4732452O09Rik|GPIgamma4|Gpig4	RasGEF domain family, member 1B	protein-coding
26079	chr12	102289640	102290140	+	0	NA	intron (NM_001161365, intron 1 of 9)	(TCCA)n|Simple_repeat|Simple_repeat	6249	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding
27178	chr6	34493394	34493894	+	0	NA	intron (NM_007563, intron 2 of 2)	intron (NM_007563, intron 2 of 2)	17288	NM_007563	12183	Mm.282863	NM_007563	ENSMUSG00000038871	Bpgm	AI323730|AL022789|C86192	2,3-bisphosphoglycerate mutase	protein-coding
27678	chr12	69420678	69421178	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	48778	NM_007481	11845	Mm.27308	NM_007481	ENSMUSG00000044147	Arf6	AI788669|AW496366	ADP-ribosylation factor 6	protein-coding
25766	chr18	12102018	12102518	+	0	NA	intron (NR_110356, intron 4 of 15)	intron (NR_110356, intron 4 of 15)	19269	NR_110356	338363	Mm.271567	NM_178801	ENSMUSG00000049411	Tmem241	6030446N20Rik	transmembrane protein 241	protein-coding
28259	chr9	53867705	53868205	+	0	NA	Intergenic	Intergenic	17704	NM_025540	66402	Mm.29132	NM_025540	ENSMUSG00000042045	Sln	2310045A07Rik	sarcolipin	protein-coding
28680	chr1	137563258	137563758	+	0	NA	Intergenic	Intergenic	-402947	NR_029795	735252		NR_029795	miRBase:MI0000697	Mir181a-1	Mirn181a-1|Mirn213|miR-213|mmu-mir-213	microRNA 181a-1	ncRNA
26466	chr9	64728957	64729627	+	0	NA	intron (NM_017382, intron 1 of 4)	intron (NM_017382, intron 1 of 4)	8464	NM_017382	53869	Mm.1387	NM_017382	ENSMUSG00000004771	Rab11a	-	RAB11A, member RAS oncogene family	protein-coding
27343	chr15	83447171	83447671	+	0	NA	intron (NM_001159509, intron 1 of 10)	intron (NM_001159509, intron 1 of 10)	-14571	NM_001159510	23970	Mm.23978	NM_011862	ENSMUSG00000016664	Pacsin2	AI197433	protein kinase C and casein kinase substrate in neurons 2	protein-coding
26281	chr15	41916512	41917012	+	0	NA	Intergenic	Intergenic	-47042	NM_175456	223513	Mm.148913	NM_175456	ENSMUSG00000042895	Abra	C130068O12Rik|STARS	actin-binding Rho activating protein	protein-coding
28438	chr19	18626297	18626797	+	0	NA	intron (NM_017375, intron 1 of 9)	intron (NM_017375, intron 1 of 9)	5266	NM_017375	20409	Mm.172222	NM_017375		Ostf1	C78236|SH3P2|Sh3d3	osteoclast stimulating factor 1	protein-coding
26217	chr8	107449599	107450099	+	0	NA	intron (NM_025830, intron 1 of 23)	intron (NM_025830, intron 1 of 23)	13451	NM_025830	66894	Mm.390058	NM_025830	ENSMUSG00000031930	Wwp2	1300010O06Rik|AA690238|AIP2|AW554328	WW domain containing E3 ubiquitin protein ligase 2	protein-coding
23599	chr15	27826123	27826909	+	0	NA	intron (NM_001081302, intron 28 of 56)	URR1B|DNA|hAT-Charlie	-144974	NM_198301	223433	Mm.266485	NM_198301	ENSMUSG00000056069	Fam105a	9830126M18	family with sequence similarity 105, member A	protein-coding
25200	chr7	90008199	90008825	+	0	NA	Intergenic	Intergenic	-20647	NR_110364	319711	Mm.31753	NR_015614		E230029C05Rik	AI452102|B230337J15	RIKEN cDNA E230029C05 gene	ncRNA
27860	chr3	107045040	107045540	+	0	NA	intron (NR_033498, intron 1 of 1)	intron (NR_033498, intron 1 of 1)	5786	NR_033498	229694	Mm.347584	NM_173787	ENSMUSG00000056145	AI504432	A230102G19	expressed sequence AI504432	ncRNA
26616	chr1	194992320	194992820	+	0	NA	Intergenic	Intergenic	-15611	NR_033564	320400	Mm.417608	NR_033564	ENSMUSG00000097325	Gm16897	C030002c11rik	predicted gene, 16897	ncRNA
25663	chr9	13443320	13443964	+	0	NA	Intergenic	Intergenic	12281	NR_028271	18689	Mm.41972	NM_008835		Phxr4	Sp5	per-hexamer repeat gene 4	ncRNA
27036	chr17	70738206	70738706	+	0	NA	intron (NM_001128181, intron 5 of 9)	intron (NM_001128181, intron 5 of 9)	108321	NM_001164077	21815	Mm.101034	NM_009372	ENSMUSG00000047407	Tgif1	AA959811|AI462167|Tgif	TGFB-induced factor homeobox 1	protein-coding
24951	chr8	122530471	122530971	+	0	NA	intron (NM_001037298, intron 1 of 50)	intron (NM_001037298, intron 1 of 50)	20608	NM_001037298	234839	Mm.37324	NM_001037298	ENSMUSG00000014444	Piezo1	9630020g22|Fam38a|mKIAA0233	piezo-type mechanosensitive ion channel component 1	protein-coding
25587	chr2	44981217	44981717	+	0	NA	Intergenic	Intergenic	41710	NR_039591	100628598		NR_039591		Mir5129	mmu-mir-5129|mu-mir-5129	microRNA 5129	ncRNA
27641	chr10	79918898	79919398	+	0	NA	intron (NM_053244, intron 1 of 4)	intron (NM_053244, intron 1 of 4)	2177	NM_053244	114229	Mm.191035	NM_053244	ENSMUSG00000035773	Kiss1r	Gpr54|KiSS-1	KISS1 receptor	protein-coding
24921	chr4	89550492	89550992	+	0	NA	Intergenic	Intergenic	-137456	NM_175647	242523	Mm.130167	NM_175647	ENSMUSG00000043753	Dmrta1	Dmrt4	doublesex and mab-3 related transcription factor like family A1	protein-coding
