PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-24h-MNase-All-Conditions/regions.txt mm10 -size given -d AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	1uM K99A	1uM PCC	No Peptide
chr13-42086	chr13	8980204	8980842	+	6.43	6.207000000000001	intron (NM_027000, intron 10 of 16)	intron (NM_027000, intron 10 of 16)	15489.0	NM_027000	69237.0	Mm.41800	NM_027000	ENSMUSG00000021149	Gtpbp4	2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1	GTP binding protein 4	protein-coding	3.61	4.09	6.7
chr16-26583	chr16	10681007	10681507	+	6.36	5.332999999999999	intron (NM_177562, intron 18 of 22)	B2_Mm2|SINE|B2	104279.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	6.19	8.18	4.4
chr11-56328	chr11	46364347	46364847	+	6.36	12.283	intron (NM_001281966, intron 3 of 16)	(A)n|Simple_repeat|Simple_repeat	24918.0	NM_001281968	16428.0	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding	5.67	5.81	6.49
chr4-41437	chr4	140684354	140684854	+	6.3	20.102999999999998	Intergenic	Intergenic	-16869.0	NM_173867	108911.0	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	4.47	10.76	5.45
chr9-57814	chr9	25208145	25208645	+	6.3	28.006999999999998	Intergenic	Intergenic	-44044.0	NM_001205367	235072.0	Mm.270259	NM_009859	ENSMUSG00000001833	Sept7	Cdc10|E430034N22	septin 7	protein-coding	9.79	9.69	10.05
chr3-35773	chr3	135668079	135668579	+	6.3	11.76	intron (NM_008689, intron 2 of 24)	intron (NM_008689, intron 2 of 24)	23218.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	5.67	5.81	4.19
chr16-61913	chr16	45396002	45396682	+	6.3	7.107	intron (NM_010818, intron 3 of 5)	intron (NM_010818, intron 3 of 5)	12711.0	NM_010818	17470.0	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	7.56	6.03	8.59
chr6-43110	chr6	67294848	67295348	+	6.3	12.802999999999999	intron (NM_008354, intron 15 of 15)	intron (NM_008354, intron 15 of 15)	28119.0	NM_025814	66870.0	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding	3.95	2.15	2.72
chr11-119406	chr11	93927521	93928217	+	6.23	18.043	intron (NM_134012, intron 11 of 15)	intron (NM_134012, intron 11 of 15)	27914.0	NM_001077529	18103.0	Mm.1260	NM_008705	ENSMUSG00000020857	Nme2	NM23-H2|NM23B|nm23-M2	NME/NM23 nucleoside diphosphate kinase 2	protein-coding	8.07	7.1	3.98
chr15-38669	chr15	43275568	43276068	+	6.23	21.183000000000003	intron (NM_008388, intron 2 of 12)	intron (NM_008388, intron 2 of 12)	6918.0	NM_008388	16341.0	Mm.289992	NM_008388	ENSMUSG00000022336	Eif3e	48kDa|Eif3s6|Int6|eIF3-p46|eIF3-p48	eukaryotic translation initiation factor 3, subunit E	protein-coding	5.5	6.46	6.07
chr17-33453	chr17	51800824	51801324	+	6.17	12.443	intron (NM_001163631, intron 5 of 10)	intron (NM_001163631, intron 5 of 10)	10980.0	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	4.98	7.75	6.49
chr3-38185	chr3	135591740	135592240	+	6.1	6.653	intron (NM_008689, intron 20 of 24)	intron (NM_008689, intron 20 of 24)	99557.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	2.58	2.37	2.93
chr3-33370	chr3	101596863	101597363	+	6.1	12.107000000000001	intron (NM_144900, intron 1 of 22)	intron (NM_144900, intron 1 of 22)	7594.0	NM_144900	11928.0	Mm.280103	NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1|BC010319	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding	6.53	7.75	7.12
chr19-27021	chr19	10797262	10797762	+	6.1	10.103	intron (NM_009852, intron 5 of 12)	intron (NM_009852, intron 5 of 12)	32546.0	NM_001037801	12511.0	Mm.290897	NM_009852	ENSMUSG00000024670	Cd6	-	CD6 antigen	protein-coding	4.98	4.09	6.28
chr17-33449	chr17	51777041	51777541	+	6.04	17.083	intron (NM_001163631, intron 7 of 10)	intron (NM_001163631, intron 7 of 10)	34763.0	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	7.73	6.03	4.61
chr3-45893	chr3	135664223	135664723	+	6.04	11.187000000000001	intron (NM_008689, intron 3 of 24)	MLT1D|LTR|ERVL-MaLR	27074.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	4.81	7.1	5.86
chr1-54066	chr1	51458927	51459427	+	6.04	19.89	Intergenic	LTR41|LTR|ERVL	19222.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	4.3	7.54	3.56
chr2-63756	chr2	153233498	153233998	+	6.04	14.98	intron (NM_018807, intron 2 of 2)	intron (NM_018807, intron 2 of 2)	7610.0	NM_018807	54711.0	Mm.103199	NM_018807	ENSMUSG00000051413	Plagl2	AU018672|AW552839|mKIAA0198	pleiomorphic adenoma gene-like 2	protein-coding	6.36	11.84	5.86
chr16-30870	chr16	45330696	45331196	+	6.04	19.95	Intergenic	Intergenic	78107.0	NM_010818	17470.0	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	7.04	5.38	6.7
chr11-75084	chr11	100872844	100873344	+	6.04	9.193	intron (NM_001164062, intron 5 of 17)	C-rich|Low_complexity|Low_complexity	12610.0	NM_001164062	20850.0	Mm.277403	NM_011488	ENSMUSG00000004043	Stat5a	AA959963|STAT5	signal transducer and activator of transcription 5A	protein-coding	2.92	1.94	2.3
chr2-139776	chr2	167054570	167055070	+	6.04	15.103	intron (NM_001033196, intron 3 of 13)	MIR|SINE|MIR	-8114.0	NM_001081005	68949.0	Mm.391959	NM_001081005	ENSMUSG00000074578	1500012F01Rik	Zfas1	RIKEN cDNA 1500012F01 gene	protein-coding	9.96	3.66	11.31
chr4-111947	chr4	150940935	150941595	+	5.97	21.976999999999997	intron (NM_011612, intron 7 of 7)	(TA)n|Simple_repeat|Simple_repeat	13266.0	NM_001077509	21942.0	Mm.244187	NM_011612	ENSMUSG00000028965	Tnfrsf9	4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63	tumor necrosis factor receptor superfamily, member 9	protein-coding	5.15	6.24	5.65
chr3-39004	chr3	130804169	130804669	+	5.97	19.05	Intergenic	Intergenic	-74021.0	NM_001005859	68436.0	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding	9.28	7.1	7.75
chr3-93331	chr3	135600821	135601459	+	5.97	8.68	intron (NM_008689, intron 17 of 24)	intron (NM_008689, intron 17 of 24)	90407.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	5.84	8.61	5.45
chr10-45395	chr10	75533866	75534366	+	5.91	12.797	intron (NM_026095, intron 3 of 3)	AT_rich|Low_complexity|Low_complexity	16074.0	NM_026095	67332.0	Mm.45151	NM_026095	ENSMUSG00000020180	Snrpd3	1700043E15Rik|2310009E13Rik|AW046420|SMD3	small nuclear ribonucleoprotein D3	protein-coding	4.3	3.23	6.28
chr3-61220	chr3	135683754	135684254	+	5.84	20.053	intron (NM_008689, intron 1 of 24)	T-rich|Low_complexity|Low_complexity	7543.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	4.47	7.54	3.98
chr1-65923	chr1	51466272	51466772	+	5.84	22.55	Intergenic	Intergenic	11877.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	9.96	10.55	6.07
chr12-57640	chr12	73901220	73901898	+	5.84	13.812999999999999	Intergenic	L1MCa|LINE|L1	-6308.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	10.31	7.97	11.31
chr10-47072	chr10	30647302	30647802	+	5.84	15.397	exon (NM_001111267, exon 6 of 6)	exon (NM_001111267, exon 6 of 6)	8315.0	NM_001111267	211329.0	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	5.15	5.6	5.45
chr17-35676	chr17	51772641	51773141	+	5.77	9.94	intron (NM_001163631, intron 8 of 10)	intron (NM_001163631, intron 8 of 10)	39163.0	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	6.01	4.31	3.14
chr17-50664	chr17	35206720	35207220	+	5.77	18.24	Intergenic	Intergenic	-1619.0	NM_010735	16992.0	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	5.5	5.38	6.49
chr1-62438	chr1	167275758	167276258	+	5.77	18.663	intron (NM_030724, intron 1 of 6)	intron (NM_030724, intron 1 of 6)	9119.0	NM_030724	80914.0	Mm.280895	NM_030724	ENSMUSG00000026558	Uck2	AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk	uridine-cytidine kinase 2	protein-coding	6.53	4.09	6.7
chr11-87758	chr11	51617978	51618478	+	5.77	9.867	Intergenic	Intergenic	-1545.0	NM_026631	52530.0	Mm.28203	NM_026631	ENSMUSG00000001056	Nhp2	2410130M07Rik|D11Ertd175e|Nola2	NHP2 ribonucleoprotein	protein-coding	6.36	6.46	7.12
chr2-68235	chr2	151551462	151551962	+	5.77	13.877	intron (NM_008019, intron 2 of 4)	B1_Mur4|SINE|Alu	9213.0	NM_008019	14225.0	Mm.278458	NM_008019	ENSMUSG00000032966	Fkbp1a	12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12	FK506 binding protein 1a	protein-coding	7.56	4.31	4.61
chr9-67508	chr9	40784344	40784844	+	5.71	8.87	TTS (NM_133733)	TTS (NM_133733)	-16679.0	NM_031165	15481.0	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	4.47	3.88	5.86
chr12-41685	chr12	73814837	73815337	+	5.71	12.52	Intergenic	Intergenic	-92780.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	6.01	6.67	7.96
chr10-68061	chr10	117096886	117097386	+	5.71	13.982999999999999	intron (NM_177798, intron 4 of 9)	B2_Mm1a|SINE|B2	-33322.0	NM_007636	12461.0	Mm.247788	NM_007636	ENSMUSG00000034024	Cct2	Cctb	chaperonin containing Tcp1, subunit 2 (beta)	protein-coding	2.75	4.09	4.4
chr10-74897	chr10	75849777	75850277	+	5.71	10.373	Intergenic	Intergenic	10223.0	NM_010798	17319.0	Mm.2326	NM_010798	ENSMUSG00000033307	Mif	GIF|Glif	macrophage migration inhibitory factor	protein-coding	4.12	4.31	3.35
chrX-8824	chrX	75107448	75107948	+	5.71	9.43	intron (NM_001030307, intron 13 of 14)	intron (NM_001030307, intron 13 of 14)	11844.0	NM_001030307	245474.0	Mm.291062	NM_001030307	ENSMUSG00000031403	Dkc1	BC068171	dyskeratosis congenita 1, dyskerin	protein-coding	6.53	2.8	4.82
chr11-86515	chr11	93952000	93952668	+	5.71	9.727	intron (NM_001077529, intron 2 of 3)	intron (NM_001077529, intron 2 of 3)	3449.0	NM_001077529	18103.0	Mm.1260	NM_008705	ENSMUSG00000020857	Nme2	NM23-H2|NM23B|nm23-M2	NME/NM23 nucleoside diphosphate kinase 2	protein-coding	7.22	5.17	4.82
chr6-49088	chr6	86517791	86518291	+	5.64	13.697000000000001	Intergenic	Intergenic	8124.0	NM_011865	23983.0	Mm.274146	NM_011865	ENSMUSG00000051695	Pcbp1	WBP17|[a]CP-1|alphaCP-1	poly(rC) binding protein 1	protein-coding	5.84	2.58	3.77
chr16-30925	chr16	51715318	51715818	+	5.64	14.197000000000001	Intergenic	Intergenic	-315981.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	4.98	7.32	4.19
chr16-42148	chr16	52102297	52102923	+	5.64	12.157	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	71061.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	7.9	4.52	4.82
chr1-64432	chr1	51590425	51590925	+	5.64	12.533	Intergenic	Intergenic	-112276.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	6.53	6.67	7.96
chr18-23459	chr18	42257437	42257937	+	5.64	10.203	intron (NM_134137, intron 1 of 31)	L1MA6|LINE|L1	4384.0	NM_134137	107045.0	Mm.312170	NM_134137	ENSMUSG00000024493	Lars	2310045K21Rik|3110009L02Rik|AW536573|mKIAA1352	leucyl-tRNA synthetase	protein-coding	3.78	4.74	4.82
chr11-68027	chr11	58018916	58019416	+	5.64	19.78	intron (NM_028451, intron 1 of 18)	(GGA)n|Simple_repeat|Simple_repeat	10102.0	NM_028451	73158.0	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	4.98	5.38	5.45
chr9-78260	chr9	78495959	78496591	+	5.58	7.97	Intergenic	Intergenic	-14551.0	NM_010106	13627.0	Mm.138471	NM_010106	ENSMUSG00000037742	Eef1a1	-	eukaryotic translation elongation factor 1 alpha 1	protein-coding	3.95	5.38	4.82
chr15-46449	chr15	67043366	67043866	+	5.58	6.98	Intergenic	Intergenic	-73975.0	NM_008681	17988.0	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding	8.59	3.88	7.54
chr1-66045	chr1	60972856	60973356	+	5.58	10.487	Intergenic	Intergenic	-4808.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	8.42	6.46	6.7
chr12-64197	chr12	73792765	73793265	+	5.51	10.857000000000001	Intergenic	(TA)n|Simple_repeat|Simple_repeat	-114852.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	4.64	2.15	2.3
chr1-61071	chr1	167222292	167222792	+	5.51	22.633000000000003	Intergenic	Intergenic	62585.0	NM_030724	80914.0	Mm.280895	NM_030724	ENSMUSG00000026558	Uck2	AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk	uridine-cytidine kinase 2	protein-coding	7.9	4.31	7.12
chr4-59908	chr4	129061272	129061772	+	5.51	17.467	intron (NM_029219, intron 1 of 8)	B1_Mur3|SINE|Alu	3251.0	NM_029219	75234.0	Mm.259672	NM_029219	ENSMUSG00000028793	Rnf19b	4930534K13Rik|4930555L03Rik|Ibrdc3	ring finger protein 19B	protein-coding	4.3	8.61	7.54
chr1-76166	chr1	51482388	51482888	+	5.51	5.443	Intergenic	Intergenic	-4239.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	4.64	3.44	6.7
chr16-46429	chr16	11197537	11198231	+	5.51	16.41	intron (NM_025546, intron 5 of 8)	intron (NM_025546, intron 5 of 8)	5408.0	NM_025546	66409.0	Mm.28291	NM_025546	ENSMUSG00000005846	Rsl1d1	2410005K20Rik|C76439|pBK1	ribosomal L1 domain containing 1	protein-coding	6.53	5.38	7.12
chr1-86586	chr1	51469476	51469976	+	5.51	11.482999999999999	3' UTR (NM_028696, exon 6 of 6)	3' UTR (NM_028696, exon 6 of 6)	8673.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	4.12	3.66	3.77
chr3-47038	chr3	135697179	135697679	+	5.45	7.94	Intergenic	Intergenic	-5882.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	3.26	2.37	3.56
chr7-63560	chr7	114277793	114278293	+	5.31	5.492999999999999	Intergenic	Intergenic	-1927.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	4.47	2.15	2.93
chr11-78832	chr11	100876421	100876921	+	5.31	6.702999999999999	intron (NM_001164062, intron 9 of 17)	intron (NM_001164062, intron 9 of 17)	16187.0	NM_001164062	20850.0	Mm.277403	NM_011488	ENSMUSG00000004043	Stat5a	AA959963|STAT5	signal transducer and activator of transcription 5A	protein-coding	2.92	2.58	4.61
chr1-79932	chr1	36779700	36780200	+	5.31	21.476999999999997	intron (NM_001289612, intron 2 of 5)	intron (NM_001289612, intron 2 of 5)	966.0	NM_001289612	22637.0	Mm.8038	NM_009539	ENSMUSG00000026117	Zap70	Srk|ZAP-70|mrtle|mur	zeta-chain (TCR) associated protein kinase	protein-coding	5.15	3.44	7.33
chr6-60203	chr6	140697140	140697640	+	5.31	9.35	Intergenic	B4A|SINE|B4	73092.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	12.54	9.69	15.5
chr3-63522	chr3	37129580	37130080	+	5.31	10.863	Intergenic	Intergenic	-3876.0	NM_008366	16183.0	Mm.14190	NM_008366	ENSMUSG00000027720	Il2	Il-2	interleukin 2	protein-coding	4.98	8.18	5.45
chr1-89768	chr1	118328645	118329273	+	5.31	5.727	intron (NM_026472, intron 3 of 6)	ID_B1|SINE|B4	7116.0	NM_026472	67949.0	Mm.280311	NM_026472	ENSMUSG00000026377	Nifk	AI852665|C130020J04Rik|Mki67ip	nucleolar protein interacting with the FHA domain of MKI67	protein-coding	4.81	3.23	5.03
chr8-48342	chr8	94739685	94740185	+	5.25	11.707	Intergenic	Intergenic	-5749.0	NM_009137	20299.0	Mm.12895	NM_009137	ENSMUSG00000031779	Ccl22	ABCD-1|DCBCK|MDC|Scya22	chemokine (C-C motif) ligand 22	protein-coding	4.12	5.17	5.86
chr2-99253	chr2	61732611	61733111	+	5.25	7.1770000000000005	intron (NM_021526, intron 3 of 11)	intron (NM_021526, intron 3 of 11)	21167.0	NM_021526	59029.0	Mm.218198	NM_021526	ENSMUSG00000026914	Psmd14	2610312C03Rik|3200001M20Rik|AA986732|Pad1|Poh1|rpm11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	protein-coding	4.98	3.66	3.56
chr11-72752	chr11	58006242	58006742	+	5.25	12.827	Intergenic	MIRc|SINE|MIR	-2572.0	NM_028451	73158.0	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	6.01	5.17	7.96
chr1-78101	chr1	51470901	51471401	+	5.18	10.043	3' UTR (NM_028696, exon 6 of 6)	3' UTR (NM_028696, exon 6 of 6)	7248.0	NM_028696	109019.0	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	5.5	4.95	5.86
chr1-81327	chr1	160204198	160204698	+	5.18	13.027000000000001	intron (NM_009786, intron 5 of 5)	intron (NM_009786, intron 5 of 5)	8444.0	NM_009786	12301.0	Mm.10702	NM_009786	ENSMUSG00000014226	Cacybp	SIP	calcyclin binding protein	protein-coding	3.61	5.38	6.7
chr18-29359	chr18	82462114	82462614	+	5.18	4.7	Intergenic	(CAG)n|Simple_repeat|Simple_repeat	-12759.0	NM_001025245	17196.0	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	3.09	3.88	4.19
chrX-15356	chrX	75108393	75108893	+	5.18	10.59	intron (NM_001030307, intron 14 of 14)	intron (NM_001030307, intron 14 of 14)	12789.0	NM_001030307	245474.0	Mm.291062	NM_001030307	ENSMUSG00000031403	Dkc1	BC068171	dyskeratosis congenita 1, dyskerin	protein-coding	8.07	4.74	9.63
chr9-60787	chr9	25258234	25258734	+	5.12	15.343	intron (NM_001205367, intron 1 of 12)	intron (NM_001205367, intron 1 of 12)	6045.0	NM_009859	235072.0	Mm.270259	NM_009859	ENSMUSG00000001833	Sept7	Cdc10|E430034N22	septin 7	protein-coding	8.59	7.1	5.03
chr3-53487	chr3	135679565	135680065	+	5.12	14.797	intron (NM_008689, intron 1 of 24)	intron (NM_008689, intron 1 of 24)	11732.0	NM_008689	18033.0	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	6.01	7.1	5.03
chr1-108552	chr1	61070716	61071216	+	5.12	16.57	Intergenic	L1Md_F2|LINE|L1	93052.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	3.61	3.23	3.35
chr17-52466	chr17	80205271	80205771	+	5.12	19.987000000000002	intron (NR_036615, intron 2 of 8)	AT_rich|Low_complexity|Low_complexity	1784.0	NR_036615	225027.0	Mm.292016	NM_146083	ENSMUSG00000024097	Srsf7	35kDa|9430065L19Rik|9G8|NX-96|Sfrs7	serine/arginine-rich splicing factor 7	protein-coding	4.64	6.46	3.77
chr8-83422	chr8	121894586	121895086	+	5.12	9.003	intron (NM_011404, intron 2 of 9)	intron (NM_011404, intron 2 of 9)	12850.0	NM_011404	20539.0	Mm.27943	NM_011404	ENSMUSG00000040010	Slc7a5	4F2LC|D0H16S474E|LAT1|TA1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	protein-coding	5.15	4.09	7.96
chr4-61499	chr4	126680769	126681269	+	5.05	14.03	intron (NM_011970, intron 1 of 5)	intron (NM_011970, intron 1 of 5)	3376.0	NM_011970	26445.0	Mm.22233	NM_011970	ENSMUSG00000028837	Psmb2	AU045357|AW108089|C7-I|D4Wsu33e|HC7-I	proteasome (prosome, macropain) subunit, beta type 2	protein-coding	7.56	7.1	6.07
chr10-69369	chr10	80144114	80144614	+	5.05	8.197000000000001	intron (NM_025313, intron 2 of 3)	intron (NM_025313, intron 2 of 3)	2049.0	NM_025313	66043.0	Mm.278560	NM_025313	ENSMUSG00000003072	Atp5d	0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|C85518	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	protein-coding	2.58	3.88	6.28
chr17-51904	chr17	33673568	33674068	+	5.05	17.173	intron (NM_001109913, intron 2 of 16)	intron (NM_001109913, intron 2 of 16)	11640.0	NM_029804	76936.0	Mm.311439	NM_029804	ENSMUSG00000059208	Hnrnpm	2610023M21Rik|AA409009|Hnrpm|mKIAA4193	heterogeneous nuclear ribonucleoprotein M	protein-coding	8.07	7.32	6.7
chr13-51182	chr13	30770676	30771176	+	4.99	9.06	Intergenic	Intergenic	21668.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	3.09	3.88	2.51
chr4-67589	chr4	47983997	47984497	+	4.92	6.39	Intergenic	Intergenic	-67001.0	NM_015743	18124.0	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	3.26	2.58	4.61
chr17-54782	chr17	35207847	35208347	+	4.92	14.547	Intergenic	Intergenic	-2746.0	NM_010735	16992.0	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	3.09	3.44	5.03
