PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr5-22362	chr5	149313413	149314039	+	13.2	10.527000000000001	Intergenic	Intergenic	48668	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	6.79	9.05	6.84	8.09	9.18
chr15-10931	chr15	77864251	77864751	+	13.2	5.537000000000001	Intergenic	Intergenic	-22326	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding	10.5	16.97	11.4	14.44	7.51
chr4-23787	chr4	129508349	129509207	+	13.0	12.957	Intergenic	(TC)n|Simple_repeat|Simple_repeat	-4803	NM_010807	17357	Mm.424974	NM_010807	ENSMUSG00000047945	Marcksl1	AL022768|AW215397|AW536807|D4Bc1|F52|MacMARCKS|Macs2|Macs3|Mlp|Mrp	MARCKS-like 1	protein-coding	12.35	18.1	15.97	12.71	11.68
chrX-5761	chrX	140529056	140529944	+	13.0	8.977	Intergenic	Intergenic	13168	NR_122039	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	16.05	7.35	13.69	19.06	9.18
chr2-29366	chr2	102895753	102896425	+	13.0	6.412999999999999	intron (NM_001177787, intron 1 of 10)	ID4_|SINE|ID	5576	NM_001177787	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	8.64	12.44	11.4	9.24	14.18
chr1-15208	chr1	165730039	165730539	+	12.9	13.777000000000001	Intergenic	Intergenic	-22195	NM_001038846	226594	Mm.265552	NM_178593	ENSMUSG00000040723	Rcsd1	A430105K13Rik|BC025872	RCSD domain containing 1	protein-coding	8.03	14.14	16.88	14.44	15.85
chr12-14044	chr12	108650610	108651246	+	12.9	10.23	intron (NM_007965, intron 2 of 12)	ORR1B2|LTR|ERVL-MaLR	15175	NM_001163396	14026	Mm.238841	NM_007965	ENSMUSG00000021262	Evl	AI528774	Ena-vasodilator stimulated phosphoprotein	protein-coding	8.64	12.44	8.67	9.82	8.34
chr4-14221	chr4	59170119	59170619	+	12.8	7.84	Intergenic	Intergenic	-19181	NM_011673	22234	Mm.198803	NM_011673	ENSMUSG00000028381	Ugcg	AU043821|C80537|Epcs21|GlcT-1|Ugcgl	UDP-glucose ceramide glucosyltransferase	protein-coding	13.58	15.27	12.32	17.33	14.18
chr7-23208	chr7	64032831	64033511	+	12.8	7.98	Intergenic	Intergenic	-94256	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	9.88	8.48	17.79	9.82	10.01
chr15-11711	chr15	80568940	80569440	+	12.8	10.43	Intergenic	B1F|SINE|Alu	-3407	NM_001289442	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	12.35	13.01	10.95	13.29	10.01
chr13-9970	chr13	52584772	52585272	+	12.7	6.64	intron (NM_001198977, intron 1 of 13)	intron (NM_001198977, intron 1 of 13)	1585	NM_001198977	20963	Mm.375031	NM_011518	ENSMUSG00000021457	Syk	Sykb	spleen tyrosine kinase	protein-coding	16.05	7.35	15.05	9.82	16.69
chr7-16279	chr7	128067372	128067872	+	12.7	10.203	intron (NM_008401, intron 2 of 29)	RSINE1|SINE|B4	4982	NM_008401	16409	Mm.262106	NM_008401	ENSMUSG00000030786	Itgam	CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a	integrin alpha M	protein-coding	14.82	9.61	13.23	9.82	8.34
chr10-12748	chr10	51455686	51456186	+	12.7	11.333	Intergenic	Intergenic	-24676	NM_001291893	14727	Mm.439661	NM_008147	ENSMUSG00000089672	Gp49a	gp49	glycoprotein 49 A	protein-coding	12.97	8.48	11.86	13.29	11.68
chr5-14066	chr5	64816237	64816737	+	12.6	14.477	intron (NM_008453, intron 1 of 5)	intron (NM_008453, intron 1 of 5)	12964	NM_008453	16599	Mm.392759	NM_008453	ENSMUSG00000029178	Klf3	9930027G08Rik|AL024007|Bklf|Tef-2	Kruppel-like factor 3 (basic)	protein-coding	12.35	9.61	19.16	11.55	14.18
chr17-15776	chr17	84165256	84165898	+	12.6	8.923	Intergenic	G-rich|Low_complexity|Low_complexity	22370	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	12.35	10.18	12.32	13.29	15.85
chr17-17398	chr17	33565995	33566665	+	12.5	6.563	intron (NM_053214, intron 1 of 27)	intron (NM_053214, intron 1 of 27)	10623	NM_053214	17916	Mm.42019	NM_053214	ENSMUSG00000024300	Myo1f	C330006B10Rik	myosin IF	protein-coding	17.29	14.7	8.21	12.71	14.18
chr16-8118	chr16	19973089	19973589	+	12.3	9.767000000000001	intron (NM_183390, intron 1 of 6)	intron (NM_183390, intron 1 of 6)	9710	NM_183390	239743	Mm.86699	NM_183390	ENSMUSG00000043008	Klhl6	-	kelch-like 6	protein-coding	6.79	8.48	11.86	6.93	10.85
chr14-18360	chr14	73442027	73442801	+	12.3	6.65	Intergenic	Intergenic	-57143	NM_008410	16432	Mm.4266	NM_008410	ENSMUSG00000022108	Itm2b	AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding	11.73	7.35	12.77	15.6	7.51
chr3-14554	chr3	115669197	115669697	+	12.2	24.223000000000003	Intergenic	ORR1D1|LTR|ERVL-MaLR	45608	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding	13.58	18.1	14.6	14.44	22.53
chr2-21233	chr2	102968968	102969468	+	12.2	6.01	Intergenic	Intergenic	-67553	NM_001177786	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	6.17	7.35	6.39	8.09	4.17
chr12-17915	chr12	102424701	102425365	+	12.2	8.213	intron (NM_011175, intron 1 of 13)	RMER5|LTR|ERV1	14664	NM_011175	19141	Mm.17185	NM_011175	ENSMUSG00000021190	Lgmn	AEP|AI746452|AU022324|Prsc1	legumain	protein-coding	10.5	14.14	11.4	12.13	10.85
chr10-20701	chr10	17566868	17567726	+	12.1	10.037	Intergenic	Intergenic	-155931	NM_010828	17684	Mm.272321	NM_010828	ENSMUSG00000039910	Cited2	AI835299|ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding	14.82	10.75	10.04	11.55	13.35
chrX-7159	chrX	140537015	140537941	+	12.1	5.067	Intergenic	B1_Mus2|SINE|Alu	5190	NR_122039	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	13.58	12.44	12.32	12.71	11.68
chr10-23402	chr10	60366811	60367635	+	12.1	17.657	intron (NM_001159572, intron 4 of 6)	(CCCCCT)n|Simple_repeat|Simple_repeat	20372	NM_028732	74048	Mm.273584	NM_028732	ENSMUSG00000020101	4632428N05Rik	Dies1|PD-1H|VISTA	RIKEN cDNA 4632428N05 gene	protein-coding	14.2	6.79	13.23	12.71	16.69
chr4-24071	chr4	101255617	101256315	+	12.0	20.863000000000003	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	9316	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	16.67	14.7	15.97	14.44	18.36
chr11-23505	chr11	17005600	17006100	+	12.0	13.337	intron (NM_019549, intron 1 of 9)	intron (NM_019549, intron 1 of 9)	2868	NM_019549	56193	Mm.98232	NM_019549	ENSMUSG00000020120	Plek	2010300B13Rik	pleckstrin	protein-coding	18.52	9.05	10.04	9.82	13.35
chr13-10438	chr13	52617609	52618109	+	11.9	10.9	intron (NM_001198977, intron 3 of 13)	B1_Mus1|SINE|Alu	20977	NM_011518	20963	Mm.375031	NM_011518	ENSMUSG00000021457	Syk	Sykb	spleen tyrosine kinase	protein-coding	7.41	6.22	6.84	6.35	6.67
chr3-24877	chr3	89880247	89881255	+	11.8	7.343	intron (NM_010559, intron 6 of 9)	intron (NM_010559, intron 6 of 9)	32411	NM_010559	16194	Mm.2856	NM_010559	ENSMUSG00000027947	Il6ra	CD126|IL-6R|Il6r	interleukin 6 receptor, alpha	protein-coding	24.08	18.1	19.62	20.8	15.02
chr10-16547	chr10	84573492	84574118	+	11.8	8.123	Intergenic	Intergenic	-3142	NM_146008	216198	Mm.296142	NM_146008	ENSMUSG00000020034	Tcp11l2	E430026E19Rik	t-complex 11 (mouse) like 2	protein-coding	12.97	11.88	11.86	9.82	13.35
chr14-13385	chr14	63143796	63144434	+	11.6	6.952999999999999	3' UTR (NM_007798, exon 10 of 10)	3' UTR (NM_007798, exon 10 of 10)	21653	NM_007798	13030	Mm.236553	NM_007798	ENSMUSG00000021939	Ctsb	CB	cathepsin B	protein-coding	5.56	9.61	7.76	8.66	6.67
chr15-22463	chr15	31258093	31258969	+	11.5	7.84	intron (NM_146057, intron 2 of 3)	intron (NM_146057, intron 2 of 3)	34146	NM_146057	223453	Mm.222867	NM_146057	ENSMUSG00000039168	Dap	4921531N22Rik|AI789753|AU040360	death-associated protein	protein-coding	11.11	13.57	10.04	10.98	10.01
chr8-17524	chr8	33668292	33668918	+	11.5	14.96	intron (NM_010344, intron 1 of 12)	L1_Mus2|LINE|L1	15367	NM_010344	14782	Mm.283573	NM_010344	ENSMUSG00000031584	Gsr	AI325518|D8Ertd238e|Gr-1|Gr1	glutathione reductase	protein-coding	11.73	6.79	14.6	6.93	8.34
chr11-32513	chr11	83181376	83182280	+	11.4	11.527000000000001	intron (NM_011410, intron 5 of 7)	L1_Mus2|LINE|L1	6642	NM_011410	20558	Mm.38192	NM_011410	ENSMUSG00000000204	Slfn4	AI450778	schlafen 4	protein-coding	14.2	14.7	15.51	14.44	12.51
chr14-12979	chr14	47364915	47365551	+	11.4	13.157	Intergenic	Intergenic	-8627	NM_010705	16854	Mm.248615	NM_010705	ENSMUSG00000050335	Lgals3	GBP|L-34|Mac-2|gal3	lectin, galactose binding, soluble 3	protein-coding	16.67	9.05	11.4	9.24	15.85
chr4-17149	chr4	101173025	101173525	+	11.4	9.32	intron (NM_146145, intron 10 of 24)	B1_Mur3|SINE|Alu	92007	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	8.64	7.92	9.12	8.66	13.35
chr1-19152	chr1	128782159	128782659	+	11.3	6.093	Intergenic	Intergenic	-190110	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	11.11	10.18	14.14	10.4	14.18
chr4-16350	chr4	101237079	101237579	+	11.3	8.27	intron (NM_146145, intron 1 of 24)	intron (NM_146145, intron 1 of 24)	27953	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	12.35	11.31	13.69	7.51	12.51
chr10-30750	chr10	19572293	19573193	+	11.3	13.947000000000001	Intergenic	G-rich|Low_complexity|Low_complexity	-19215	NM_010511	15979	Mm.549	NM_010511	ENSMUSG00000020009	Ifngr1	CD119|IFN-gammaR|Ifgr|Ifngr|Nktar	interferon gamma receptor 1	protein-coding	14.2	12.44	9.12	9.24	5.84
chr15-22961	chr15	66536008	66536638	+	11.2	7.53	intron (NM_172514, intron 7 of 9)	L1MC3|LINE|L1	24723	NM_172514	213068	Mm.132299	NM_172514	ENSMUSG00000036944	Tmem71	AI661017|E430024D12	transmembrane protein 71	protein-coding	8.64	13.01	11.86	15.02	20.02
chr1-30196	chr1	39980487	39981279	+	10.9	17.01	intron (NM_008696, intron 6 of 30)	intron (NM_008696, intron 6 of 30)	79970	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	6.79	8.48	11.4	10.4	17.52
chr1-27396	chr1	165687092	165687748	+	10.9	6.662999999999999	intron (NM_001038846, intron 1 of 5)	intron (NM_001038846, intron 1 of 5)	20674	NM_178593	226594	Mm.265552	NM_178593	ENSMUSG00000040723	Rcsd1	A430105K13Rik|BC025872	RCSD domain containing 1	protein-coding	7.41	7.35	7.3	7.51	12.51
chr8-17043	chr8	33660227	33660977	+	10.9	4.843	intron (NM_010344, intron 1 of 12)	intron (NM_010344, intron 1 of 12)	7364	NM_010344	14782	Mm.283573	NM_010344	ENSMUSG00000031584	Gsr	AI325518|D8Ertd238e|Gr-1|Gr1	glutathione reductase	protein-coding	14.2	9.05	8.67	13.29	13.35
chr5-17662	chr5	124047002	124047502	+	10.8	5.33	Intergenic	L2b|LINE|L2	-14992	NM_177876	330192	Mm.4079	NM_177876	ENSMUSG00000066278	Vps37b	2300007F24Rik|AI415429|BC026744	vacuolar protein sorting 37B (yeast)	protein-coding	11.73	9.05	8.21	9.82	12.51
chr15-13699	chr15	66557326	66557826	+	10.7	5.87	intron (NM_172514, intron 3 of 9)	intron (NM_172514, intron 3 of 9)	3470	NM_172514	213068	Mm.132299	NM_172514	ENSMUSG00000036944	Tmem71	AI661017|E430024D12	transmembrane protein 71	protein-coding	11.73	10.75	15.97	10.98	20.86
chr10-26419	chr10	127327191	127327841	+	10.6	8.807	intron (NM_001285785, intron 10 of 15)	intron (NM_001285785, intron 10 of 15)	3789	NM_146011	216445	Mm.227198	NM_146011	ENSMUSG00000040345	Arhgap9	AU043488	Rho GTPase activating protein 9	protein-coding	6.17	9.05	13.69	9.82	2.5
chr5-18166	chr5	149265434	149265934	+	10.6	10.277000000000001	intron (NM_009663, intron 1 of 4)	ID4_|SINE|ID	626	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	12.35	10.18	11.4	8.66	8.34
chr14-19102	chr14	101607661	101608161	+	10.6	19.757	intron (NM_001081278, intron 1 of 18)	CpG	1280	NM_001081278	210789	Mm.320639	NM_173380	ENSMUSG00000033083	Tbc1d4	5930406J04Rik|A930035N22|AV295684|As160	TBC1 domain family, member 4	protein-coding	14.82	7.35	11.4	10.98	17.52
chr15-19377	chr15	80587260	80587946	+	10.6	10.487	intron (NM_001289442, intron 1 of 7)	RLTR51A_Mm|LTR|ERVK?	15006	NM_001289442	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	16.05	9.61	12.77	10.4	13.35
chr19-10900	chr19	12456906	12457406	+	10.5	4.013	Intergenic	Intergenic	-3623	NM_010821	17476	Mm.3999	NM_010821	ENSMUSG00000046805	Mpeg1	MPS1|Mpg-1	macrophage expressed gene 1	protein-coding	4.94	3.39	4.11	4.62	3.34
chr3-14503	chr3	93514813	93515313	+	10.5	10.337	Intergenic	Intergenic	-5433	NM_016740	20195	Mm.280038	NM_016740	ENSMUSG00000027907	S100a11	EMAPI|Emap1|S100a14|S100c|cal	S100 calcium binding protein A11 (calgizzarin)	protein-coding	9.26	9.61	13.23	9.24	13.35
chr15-13897	chr15	80585861	80586361	+	10.5	5.97	intron (NM_001289442, intron 1 of 7)	intron (NM_001289442, intron 1 of 7)	13514	NM_001289442	17444	Mm.12947	NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding	7.41	3.96	7.3	8.09	10.85
chr2-34529	chr2	131993398	131994150	+	10.5	9.38	3' UTR (NM_175445, exon 11 of 11)	3' UTR (NM_175445, exon 11 of 11)	36214	NM_175445	215653	Mm.204737	NM_175445	ENSMUSG00000027339	Rassf2	3830431H01Rik|9030412M04Rik|AI852669|AW495050	Ras association (RalGDS/AF-6) domain family member 2	protein-coding	16.05	16.4	12.77	16.75	14.18
chr2-23591	chr2	79111485	79111985	+	10.3	8.757	Intergenic	Lx9|LINE|L1	-143691	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	5.56	3.96	6.84	8.09	6.67
chr10-17568	chr10	37323941	37324441	+	10.3	10.363	Intergenic	Intergenic	-185265	NM_008538	17118	Mm.30059	NM_008538	ENSMUSG00000069662	Marcks	Macs|PKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding	9.26	10.75	10.49	9.82	11.68
chr1-30608	chr1	36281229	36281871	+	10.3	9.863	Intergenic	PB1D7|SINE|Alu	-8125	NM_153408	214854	Mm.389110	NM_153408	ENSMUSG00000047180	Neurl3	2010300P06Rik|Lincr	neuralized homolog 3 homolog (Drosophila)	protein-coding	13.58	8.48	10.04	6.93	5.01
chr5-25835	chr5	142963909	142964605	+	10.3	10.133	intron (NM_007984, intron 1 of 4)	intron (NM_007984, intron 1 of 4)	3902	NM_007984	14086	Mm.289707	NM_007984	ENSMUSG00000029581	Fscn1	AI663989|Fan1|fascin-1	fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)	protein-coding	17.29	9.61	9.58	12.71	5.01
chr11-29239	chr11	3329106	3329766	+	10.3	25.593000000000004	intron (NR_037301, intron 1 of 1)	intron (NR_037301, intron 1 of 1)	-1295	NM_178149	216505	Mm.390323	NM_178149	ENSMUSG00000034614	Pik3ip1	1500004A08Rik|5830455E04Rik|Crkd|Hgfl	phosphoinositide-3-kinase interacting protein 1	protein-coding	11.11	11.31	14.6	11.55	25.86
chr4-22693	chr4	101179049	101179549	+	10.2	15.67	intron (NM_146145, intron 7 of 24)	intron (NM_146145, intron 7 of 24)	85983	NM_146145	16451	Mm.289657	NM_146145	ENSMUSG00000028530	Jak1	AA960307|C130039L05Rik	Janus kinase 1	protein-coding	8.03	11.88	14.14	6.93	28.37
chr2-28164	chr2	102986395	102987023	+	10.2	6.11	Intergenic	Intergenic	-85044	NM_001177786	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	12.35	12.44	10.95	9.82	6.67
chr2-27312	chr2	22786950	22787450	+	10.2	9.17	intron (NM_019456, intron 1 of 13)	intron (NM_019456, intron 1 of 13)	12873	NM_019456	54519	Mm.14255	NM_019456	ENSMUSG00000026786	Apbb1ip	9930118P07Rik|Prp48	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	protein-coding	14.82	11.88	15.51	12.71	13.35
chr9-17153	chr9	123936477	123936977	+	10.2	23.013	Intergenic	Intergenic	31965	NM_009912	12768	Mm.274927	NM_009912	ENSMUSG00000025804	Ccr1	Cmkbr1|Mip-1a-R	chemokine (C-C motif) receptor 1	protein-coding	12.97	12.44	14.6	14.44	10.85
chr10-18025	chr10	17522065	17522697	+	10.2	10.203	Intergenic	A-rich|Low_complexity|Low_complexity	-200847	NM_010828	17684	Mm.272321	NM_010828	ENSMUSG00000039910	Cited2	AI835299|ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding	6.79	5.66	7.3	9.24	6.67
chr5-19256	chr5	134224755	134225255	+	10.2	9.4	intron (NR_104383, intron 7 of 11)	intron (NR_104383, intron 7 of 11)	4620	NM_001286037	17969	Mm.425296	NM_010876	ENSMUSG00000015950	Ncf1	NCF-47K|NOXO2|Ncf-1|p47-phox|p47<phox>|p47phox	neutrophil cytosolic factor 1	protein-coding	11.11	9.05	10.49	11.55	7.51
chrX-6108	chrX	140531257	140531907	+	10.2	6.65	Intergenic	Intergenic	11086	NR_122039	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	11.73	10.75	7.3	9.82	15.02
chr1-32089	chr1	181872319	181872943	+	10.1	4.57	Intergenic	L1MB3|LINE|L1	-30230	NM_133815	98386	Mm.4538	NM_133815	ENSMUSG00000004880	Lbr	AI505894|ic	lamin B receptor	protein-coding	8.64	8.48	5.93	10.98	7.51
chr3-17041	chr3	89890595	89891095	+	10.1	10.25	intron (NM_010559, intron 1 of 9)	B1_Mur2|SINE|Alu	22317	NM_010559	16194	Mm.2856	NM_010559	ENSMUSG00000027947	Il6ra	CD126|IL-6R|Il6r	interleukin 6 receptor, alpha	protein-coding	5.56	3.39	5.93	4.62	9.18
chr15-16356	chr15	9522126	9522754	+	10.1	8.363	intron (NM_008372, intron 2 of 7)	intron (NM_008372, intron 2 of 7)	7436	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding	6.79	9.05	10.04	15.02	13.35
chr4-25981	chr4	59167243	59167907	+	9.99	5.61	Intergenic	ORR1A2-int|LTR|ERVL-MaLR	-21975	NM_011673	22234	Mm.198803	NM_011673	ENSMUSG00000028381	Ugcg	AU043821|C80537|Epcs21|GlcT-1|Ugcgl	UDP-glucose ceramide glucosyltransferase	protein-coding	29.64	18.1	21.44	19.64	28.37
chr8-19083	chr8	13665502	13666144	+	9.99	3.53	intron (NM_009025, intron 1 of 23)	intron (NM_009025, intron 1 of 23)	11764	NM_009025	19414	Mm.18517	NM_009025	ENSMUSG00000031453	Rasa3	AI326412|C86362|E130011G04|GAPIII|scat	RAS p21 protein activator 3	protein-coding	13.58	8.48	7.76	10.4	16.69
chr19-11177	chr19	53155906	53156406	+	9.99	5.64	intron (NM_013758, intron 1 of 15)	B1_Mus2|SINE|Alu	12159	NM_013758	27360	Mm.426080	NM_013758	ENSMUSG00000025026	Add3	AI463285|R75380	adducin 3 (gamma)	protein-coding	6.79	11.31	7.3	9.82	4.17
chr1-20972	chr1	39929267	39929767	+	9.99	8.317	intron (NM_008696, intron 2 of 30)	B3|SINE|B2	28604	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	6.79	7.35	3.19	4.62	4.17
chr2-25359	chr2	32088343	32088843	+	9.99	11.67	Intergenic	CpG	-4888	NM_175511	241303	Mm.250441	NM_175511	ENSMUSG00000050592	Fam78a	A130092J06Rik	family with sequence similarity 78, member A	protein-coding	4.94	7.92	7.76	3.47	10.01
chr9-18510	chr9	123948172	123948672	+	9.99	4.667	Intergenic	Intergenic	20270	NM_009912	12768	Mm.274927	NM_009912	ENSMUSG00000025804	Ccr1	Cmkbr1|Mip-1a-R	chemokine (C-C motif) receptor 1	protein-coding	8.03	5.09	5.02	10.98	10.85
chr14-11563	chr14	64275971	64276471	+	9.87	8.323	intron (NM_001253715, intron 2 of 4)	(CAAAA)n|Simple_repeat|Simple_repeat	140735	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	12.35	7.35	5.47	9.24	10.01
chr1-37640	chr1	128561104	128561866	+	9.87	4.95	Intergenic	Intergenic	30814	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	5.56	14.7	5.93	8.66	7.51
chr14-11861	chr14	64269290	64269790	+	9.87	9.917	intron (NM_001253715, intron 2 of 4)	L1MC2|LINE|L1	147416	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	8.03	11.31	8.67	8.09	11.68
chr2-27100	chr2	79231336	79231836	+	9.87	10.517000000000001	Intergenic	Intergenic	-23840	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	20.99	11.88	13.23	14.44	15.85
chr13-13360	chr13	117260796	117261296	+	9.75	10.423	intron (NM_010330, intron 4 of 8)	MTD|LTR|ERVL-MaLR	40473	NM_010330	13723	Mm.274926	NM_010330	ENSMUSG00000021728	Emb	AL022799|Gp70	embigin	protein-coding	8.03	9.05	6.84	9.82	6.67
chr2-26492	chr2	122488159	122488659	+	9.75	9.3	intron (NM_001085518, intron 3 of 17)	intron (NM_001085518, intron 3 of 17)	3468	NM_001085518	381417	Mm.482295	NM_001085518	ENSMUSG00000079071	Gm14085	OTTMUSG00000015615	predicted gene 14085	protein-coding	9.88	5.66	9.58	6.35	18.36
chr1-21037	chr1	85688444	85688944	+	9.75	15.293	intron (NM_013673, intron 11 of 19)	AT_rich|Low_complexity|Low_complexity	38644	NM_013673	20684	Mm.290906	NM_013673	ENSMUSG00000026222	Sp100	A430075G10Rik	nuclear antigen Sp100	protein-coding	10.5	6.22	8.67	11.55	8.34
chr10-18006	chr10	4976719	4977219	+	9.75	10.843	intron (NM_007956, intron 7 of 8)	intron (NM_007956, intron 7 of 8)	92094	NM_022027	64009	Mm.331626	NM_022027	ENSMUSG00000019769	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756	spectrin repeat containing, nuclear envelope 1	protein-coding	7.41	6.22	5.93	8.09	9.18
chr1-22619	chr1	128752520	128753020	+	9.64	9.783	Intergenic	(TTTG)n|Simple_repeat|Simple_repeat	-160471	NM_009911	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	9.26	9.05	9.12	4.04	6.67
