PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr5-21719	chr5	147055338	147056542	+	31.4	13.92	intron (NM_080795, intron 1 of 9)	intron (NM_080795, intron 1 of 9)	20632	NM_080795	140887	Mm.272203	NM_080795	ENSMUSG00000016520	Lnx2	9630046H24|AW209022	ligand of numb-protein X 2	protein-coding	33.96	34.5	21.44	31.77	15.02
chr7-21279	chr7	44814562	44815630	+	30.9	27.89	non-coding (NR_033136, exon 2 of 3)	non-coding (NR_033136, exon 2 of 3)	562	NM_030693	107503	Mm.389890	NM_030693	ENSMUSG00000038539	Atf5	AFTA|Atf7|Atfx|ODA-10	activating transcription factor 5	protein-coding	36.43	26.58	31.48	32.35	11.68
chr1-18601	chr1	64304982	64306438	+	30.9	11.052999999999999	Intergenic	Intergenic	-184321	NM_033563	93691	Mm.29466	NM_033563	ENSMUSG00000025959	Klf7	9830124P08Rik	Kruppel-like factor 7 (ubiquitous)	protein-coding	30.87	25.45	32.85	44.48	10.85
chr10-12173	chr10	93436952	93438542	+	30.9	19.627	Intergenic	(TGGGGG)n|Simple_repeat|Simple_repeat	-15649	NM_008517	16993	Mm.271071	NM_008517	ENSMUSG00000015889	Lta4h	-	leukotriene A4 hydrolase	protein-coding	33.34	34.5	30.56	31.19	17.52
chr13-12557	chr13	52913965	52915599	+	30.8	12.953	intron (NM_016709, intron 3 of 9)	intron (NM_016709, intron 3 of 9)	14895	NM_016709	11992	Mm.252034	NM_016709	ENSMUSG00000021460	Auh	C77140|W91705	AU RNA binding protein/enoyl-coenzyme A hydratase	protein-coding	45.07	28.28	32.39	32.35	19.19
chr1-5699	chr1	171647364	171648016	+	30.8	10.36	intron (NM_144539, intron 2 of 7)	intron (NM_144539, intron 2 of 7)	5347	NM_144539	75345	Mm.164642	NM_144539	0	Slamf7	19A|19A24|4930560D03Rik|CRACC|CS1	SLAM family member 7	protein-coding	38.9	16.4	20.07	31.19	14.18
chr4-41759	chr4	148623600	148624990	+	30.8	7.0729999999999995	intron (NM_001003899, intron 2 of 6)	B3|SINE|B2	2701	NM_001003898	230908	Mm.22453	NM_145556	ENSMUSG00000041459	Tardbp	1190002A23Rik|C85084|TDP-43|Tdp43	TAR DNA binding protein	protein-coding	46.31	42.98	36.5	56.03	18.36
chr4-12197	chr4	62557346	62558364	+	30.7	19.1	Intergenic	Intergenic	-1992	NM_019492	50780	Mm.286753	NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding	44.46	27.15	26.0	40.44	20.86
chr1-18454	chr1	138128148	138129580	+	30.7	11.463	intron (NM_011210, intron 2 of 29)	intron (NM_011210, intron 2 of 29)	46262	NM_001111316	19264	Mm.391573	NM_011210	ENSMUSG00000026395	Ptprc	B220|CD45R|Cd45|L-CA|Ly-5|Lyt-4|T200|loc	protein tyrosine phosphatase, receptor type, C	protein-coding	38.9	27.71	31.48	31.77	15.85
chr17-14521	chr17	17617156	17618498	+	30.6	13.722999999999999	intron (NM_172827, intron 1 of 17)	intron (NM_172827, intron 1 of 17)	6662	NM_172827	240028	Mm.328807	NM_172827	ENSMUSG00000023845	Lnpep	2010309L07Rik|4732490P18Rik|CAP|IRAP|PLAP|gp160|vp165	leucyl/cystinyl aminopeptidase	protein-coding	28.4	22.06	21.44	33.5	15.85
chr15-26831	chr15	79670932	79672082	+	30.4	33.897	intron (NM_172609, intron 2 of 3)	B2_Mm1a|SINE|B2	639	NM_172609	223696	Mm.246435	NM_172609	ENSMUSG00000022427	Tomm22	2310047D01|Tom22	translocase of outer mitochondrial membrane 22 homolog (yeast)	protein-coding	25.93	23.19	36.04	32.93	21.69
chr7-19734	chr7	19859063	19860355	+	30.2	18.703	intron (NM_001033419, intron 1 of 5)	intron (NM_001033419, intron 1 of 5)	1590	NM_001033419	330483	Mm.260192	NM_001033419	ENSMUSG00000014686	Ceacam16	Gm769	carcinoembryonic antigen-related cell adhesion molecule 16	protein-coding	24.7	22.06	25.55	36.97	23.36
chr7-7555	chr7	114139111	114140123	+	30.1	12.09	Intergenic	Intergenic	-21836	NM_025846	66922	Mm.276572	NM_025846	ENSMUSG00000055723	Rras2	2610016H24Rik|C86394|TC21	related RAS viral (r-ras) oncogene homolog 2	protein-coding	38.28	37.33	29.65	39.86	19.19
chr17-10689	chr17	6172414	6173310	+	30.1	19.127	intron (NM_054040, intron 1 of 13)	intron (NM_054040, intron 1 of 13)	34714	NM_054040	68842	Mm.449307	NM_054040	ENSMUSG00000034377	Tulp4	1110057P05Rik|2210038L17Rik|Tusp	tubby like protein 4	protein-coding	35.19	33.37	26.92	38.12	25.03
chr11-38329	chr11	116396651	116398433	+	30.0	6.273	intron (NM_027258, intron 1 of 18)	URR1B|DNA|hAT-Charlie	15490	NM_027258	217340	Mm.426344	NM_027258	ENSMUSG00000052949	Rnf157	2610036E23Rik|A130073L17Rik|mKIAA1917	ring finger protein 157	protein-coding	33.34	26.58	33.3	34.66	21.69
chr9-8018	chr9	40805021	40805931	+	29.6	13.183	TTS (NM_031165)	TTS (NM_031165)	4203	NM_031165	15481	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	37.05	35.63	20.53	42.17	11.68
chr1-9082	chr1	60941490	60942386	+	29.6	15.613	Intergenic	Intergenic	32913	NM_001281976	12477	Mm.390	NM_009843	ENSMUSG00000026011	Ctla4	Cd152|Ctla-4|Ly-56	cytotoxic T-lymphocyte-associated protein 4	protein-coding	30.87	27.15	37.41	34.66	19.19
chr17-7921	chr17	79015600	79016524	+	29.6	25.61	intron (NM_029239, intron 1 of 18)	intron (NM_029239, intron 1 of 18)	4754	NM_029239	75292	Mm.252776	NM_029239	ENSMUSG00000024070	Prkd3	4930557O20Rik|5730497N19Rik|PKD3|Pkcnu|Prkcn	protein kinase D3	protein-coding	23.46	27.15	38.32	35.24	23.36
chr17-33441	chr17	35738975	35740733	+	29.5	23.19	Intergenic	L3|LINE|CR1	-32596	NR_045459	74601	Mm.410840	NR_045459	ENSMUSG00000092171	4833427F10Rik	-	RIKEN cDNA 4833427F10 gene	ncRNA	28.4	23.75	24.18	35.24	21.69
chr1-12981	chr1	51508802	51510266	+	29.3	15.802999999999999	Intergenic	Intergenic	-31135	NM_028696	109019	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	36.43	26.58	36.5	36.97	20.02
chr10-12570	chr10	18922722	18923868	+	29.3	10.57	Intergenic	Intergenic	78224	NM_022032	64058	Mm.28209	NM_022032	ENSMUSG00000019851	Perp	1110017A08Rik|KCP1|KRTCAP1|PIGPC1|THW	PERP, TP53 apoptosis effector	protein-coding	37.05	26.58	22.35	32.93	9.18
chr11-21125	chr11	97118966	97120162	+	29.3	8.963	Intergenic	Intergenic	-4233	NM_019507	57765	Mm.94519	NM_019507	ENSMUSG00000001444	Tbx21	TBT1|Tbet|Tblym	T-box 21	protein-coding	37.05	32.8	19.62	42.17	10.01
chr8-22837	chr8	120331742	120332988	+	29.1	16.633	Intergenic	Intergenic	-104135	NR_110496	434353	Mm.411793	NR_110496	0	A330074K22Rik	-	RIKEN cDNA A330074K22 gene	ncRNA	32.11	22.62	23.27	34.66	20.02
chr11-39116	chr11	58015815	58017039	+	29.0	10.837	intron (NM_028451, intron 1 of 18)	intron (NM_028451, intron 1 of 18)	7363	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	40.13	24.32	17.79	43.9	20.02
chr9-7682	chr9	14906697	14907633	+	28.9	12.64	Intergenic	Intergenic	-3214	NM_176807	64931	Mm.86738	NM_022888	ENSMUSG00000031933	Folr4	0910001L11Rik|C86255|Folbp3|Juno	folate receptor 4 (delta)	protein-coding	40.13	23.75	30.11	38.12	15.85
chr9-5968	chr9	57944447	57945123	+	28.8	13.037	intron (NM_011352, intron 1 of 13)	intron (NM_011352, intron 1 of 13)	4650	NM_011352	20361	Mm.335187	NM_011352	ENSMUSG00000038264	Sema7a	2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	protein-coding	27.79	22.06	15.05	33.5	10.85
chr12-13034	chr12	85693547	85695597	+	28.8	14.043	intron (NM_016767, intron 2 of 2)	intron (NM_016767, intron 2 of 2)	7852	NM_016767	53314	Mm.6672	NM_016767	ENSMUSG00000034266	Batf	B-ATF|SFA-2	basic leucine zipper transcription factor, ATF-like	protein-coding	25.93	31.11	17.79	30.04	16.69
chr12-8258	chr12	17736662	17737906	+	28.7	29.353	intron (NM_016677, intron 1 of 3)	intron (NM_016677, intron 1 of 3)	46470	NM_016677	53602	Mm.313619	NM_016677	ENSMUSG00000071379	Hpcal1	NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3	hippocalcin-like 1	protein-coding	33.34	31.67	25.55	34.66	15.02
chr6-5276	chr6	108552155	108552905	+	28.2	15.413	Intergenic	(TTGG)n|Simple_repeat|Simple_repeat	62787	NR_106121	102465766	0	NR_106121	0	Mir7661	mmu-mir-7661	microRNA mir-7661	ncRNA	38.28	29.41	31.02	35.24	19.19
chr9-7151	chr9	13562992	13563886	+	28.2	10.837	Intergenic	MIRb|SINE|MIR	-56550	NM_001013813	270118	Mm.116898	NM_173776	ENSMUSG00000031925	Maml2	5930431H10|BC032967	mastermind like 2 (Drosophila)	protein-coding	42.6	36.2	31.93	41.59	22.53
chr1-10190	chr1	165188956	165190062	+	28.1	10.913	intron (NM_145512, intron 1 of 7)	intron (NM_145512, intron 1 of 7)	4924	NM_145512	108735	Mm.288369	NM_145512	ENSMUSG00000040848	Sft2d2	2010005O13Rik|AI506168|AW561909|cI-45	SFT2 domain containing 2	protein-coding	33.96	31.67	23.27	31.77	18.36
chr3-8229	chr3	130796245	130797123	+	27.6	14.24	Intergenic	Intergenic	-66286	NM_001005859	68436	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding	32.11	20.93	32.39	31.19	19.19
chr16-12923	chr16	91412378	91413460	+	27.5	8.373	intron (NM_008349, intron 3 of 6)	intron (NM_008349, intron 3 of 6)	6684	NM_008349	16155	Mm.4154	NM_008349	ENSMUSG00000022969	Il10rb	6620401D04Rik|AI528744|CRF2-4|Crfb4|D16H21S58|D21S58h|IL-10R2|Il10r2	interleukin 10 receptor, beta	protein-coding	24.7	26.02	28.28	31.77	20.86
chr11-19319	chr11	58025756	58026764	+	27.4	10.873	intron (NM_028451, intron 1 of 18)	intron (NM_028451, intron 1 of 18)	17196	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	23.46	31.11	27.37	34.66	18.36
chr11-26844	chr11	75414995	75416891	+	27.1	7.172999999999999	intron (NM_011340, intron 3 of 7)	intron (NM_011340, intron 3 of 7)	6680	NM_011340	20317	Mm.2044	NM_011340	ENSMUSG00000000753	Serpinf1	AI195227|EPC-1|Pedf|Pedfl|Sdf3	serine (or cysteine) peptidase inhibitor, clade F, member 1	protein-coding	30.26	31.11	32.85	42.75	26.7
chr13-5458	chr13	101711088	101711858	+	27.1	21.57	intron (NM_001077495, intron 2 of 15)	intron (NM_001077495, intron 2 of 15)	-18843	NM_001024955	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	protein-coding	32.11	26.02	34.21	34.66	20.86
chr13-6631	chr13	30758021	30758781	+	27.0	19.99	intron (NM_013674, intron 7 of 8)	intron (NM_013674, intron 7 of 8)	9143	NM_013674	16364	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	31.49	30.54	14.6	32.93	8.34
chr13-14595	chr13	41355475	41356777	+	26.9	11.41	intron (NM_001111324, intron 2 of 7)	intron (NM_001111324, intron 2 of 7)	2875	NM_017464	18003	Mm.288980	NM_017464	ENSMUSG00000021365	Nedd9	Cas-L|CasL|HEF1|MEF1|Nedd-9|p105	neural precursor cell expressed, developmentally down-regulated gene 9	protein-coding	24.7	26.02	24.18	37.55	19.19
chr1-15565	chr1	171643559	171644773	+	26.9	24.623	intron (NM_144539, intron 2 of 7)	intron (NM_144539, intron 2 of 7)	8871	NM_144539	75345	Mm.164642	NM_144539	0	Slamf7	19A|19A24|4930560D03Rik|CRACC|CS1	SLAM family member 7	protein-coding	40.75	31.67	27.83	41.01	22.53
chr3-13700	chr3	138424015	138424915	+	26.7	17.687	intron (NM_011996, intron 6 of 8)	intron (NM_011996, intron 6 of 8)	8968	NM_011996	26876	Mm.158750	NM_011996	ENSMUSG00000037797	Adh4	Adh2	alcohol dehydrogenase 4 (class II), pi polypeptide	protein-coding	32.72	23.19	21.44	35.81	17.52
chr5-10352	chr5	107719412	107720208	+	26.4	12.853	intron (NM_001267621, intron 6 of 6)	intron (NM_001267621, intron 6 of 6)	4533	NM_010278	14581	Mm.2078	NM_010278	ENSMUSG00000029275	Gfi1	AW495828|Gfi-1|Pal-1|Pal1	growth factor independent 1	protein-coding	37.66	22.62	25.09	38.12	10.01
chr13-5788	chr13	36886551	36887447	+	26.2	8.477	intron (NM_028784, intron 13 of 14)	intron (NM_028784, intron 13 of 14)	-152522	NM_153529	68404	Mm.232930	NM_153529	ENSMUSG00000039114	Nrn1	0710008J23Rik|Cpg15|Nrn	neuritin 1	protein-coding	25.32	17.53	15.97	31.19	19.19
chr2-7986	chr2	154733967	154734599	+	26.2	15.443	Intergenic	Intergenic	-56827	NM_001139511	19383	Mm.221440	NM_023130	ENSMUSG00000027593	Raly	AI663842|Merc	hnRNP-associated with lethal yellow	protein-coding	26.55	14.14	24.63	30.04	17.52
chr3-10473	chr3	32419480	32420622	+	26.1	28.92	Intergenic	Intergenic	-16100	NM_008839	18706	Mm.260521	NM_008839	ENSMUSG00000027665	Pik3ca	6330412C24Rik|caPI3K|p110|p110alpha	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide	protein-coding	34.58	25.45	21.44	31.19	19.19
chr2-14248	chr2	57122738	57123734	+	25.6	34.65	intron (NM_001139509, intron 1 of 7)	intron (NM_001139509, intron 1 of 7)	767	NM_001139509	18227	Mm.3507	NM_013613	ENSMUSG00000026826	Nr4a2	HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR	nuclear receptor subfamily 4, group A, member 2	protein-coding	24.7	19.23	25.09	31.19	20.02
chr10-25824	chr10	81145693	81147137	+	25.5	13.997	intron (NM_010731, intron 2 of 2)	intron (NM_010731, intron 2 of 2)	10144	NM_010731	16969	Mm.20920	NM_010731	ENSMUSG00000035011	Zbtb7a	9030619K07Rik|9130006G12Rik|AI452336|FBI-1|Lrf|Pokemon|Zbtb7	zinc finger and BTB domain containing 7a	protein-coding	37.05	18.1	22.81	33.5	10.01
chr18-9505	chr18	82489722	82491130	+	25.3	6.002999999999999	intron (NM_001025245, intron 1 of 3)	intron (NM_001025245, intron 1 of 3)	15303	NM_001025245	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	32.11	30.54	24.63	31.77	15.85
chr13-16273	chr13	45855868	45857384	+	25.0	11.517000000000001	intron (NM_001199305, intron 2 of 7)	intron (NM_001199305, intron 2 of 7)	108365	NM_009124	20238	Mm.342683	NM_009124	ENSMUSG00000046876	Atxn1	2900016G23Rik|Atx1|C85907|ENSMUSG00000074917|Gm10786|Sca1	ataxin 1	protein-coding	32.72	25.45	21.44	31.19	11.68
chr3-21786	chr3	84546305	84547677	+	24.8	11.417	intron (NM_001293801, intron 2 of 7)	MIRc|SINE|MIR	35634	NM_001293801	99889	Mm.316536	NM_001081093	ENSMUSG00000074513	Arfip1	2310030I10Rik|Arfaptin|D3Ertd598e	ADP-ribosylation factor interacting protein 1	protein-coding	21.61	33.37	24.63	31.19	19.19
chr17-13914	chr17	35215121	35216063	+	24.7	7.403	Intergenic	Intergenic	-10241	NM_010735	16992	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	40.75	28.28	19.62	35.81	10.85
chr5-23059	chr5	53400687	53401925	+	24.7	5.62	Intergenic	Intergenic	134200	NM_001145433	66278	Mm.27900	NM_001145433	0	Smim20	1110067B18Rik|1810013D10Rik|N28078	small integral membrane protein 20	protein-coding	31.49	22.06	21.44	35.24	10.01
chrX-4240	chrX	71365774	71366830	+	24.6	10.61	intron (NM_016985, intron 1 of 14)	intron (NM_016985, intron 1 of 14)	1542	NM_016985	53332	Mm.219672	NM_016985	ENSMUSG00000015214	Mtmr1	AW049210	myotubularin related protein 1	protein-coding	22.23	23.19	23.72	34.66	17.52
chrX-8633	chrX	12062679	12064513	+	24.6	4.157	intron (NM_001168321, intron 1 of 13)	intron (NM_001168321, intron 1 of 13)	16957	NM_175046	71458	Mm.196328	NM_029510	ENSMUSG00000040363	Bcor	5830466J11Rik|8430401K06Rik|BcorR|D930024N20Rik|mKIAA1575	BCL6 interacting corepressor	protein-coding	27.79	26.58	21.9	30.04	20.02
chr19-11702	chr19	36560758	36561960	+	24.4	17.827	intron (NM_172637, intron 1 of 20)	intron (NM_172637, intron 1 of 20)	6720	NM_001163471	226098	Mm.61107	NM_172637	ENSMUSG00000041180	Hectd2	4921524L07|A630025O09Rik|AW212605	HECT domain containing 2	protein-coding	20.99	21.49	19.62	30.04	18.36
chr4-8041	chr4	149662509	149663405	+	24.3	23.15	intron (NM_001029837, intron 3 of 23)	GA-rich|Low_complexity|Low_complexity	359	NM_001164052	18707	Mm.229108	NM_008840	ENSMUSG00000039936	Pik3cd	2410099E07Rik|2610208K16Rik|AW545373|p110delta	phosphatidylinositol 3-kinase catalytic delta polypeptide	protein-coding	29.64	30.54	21.44	30.04	15.02
chr7-18850	chr7	28820037	28820959	+	24.3	7.9270000000000005	intron (NM_177301, intron 9 of 12)	intron (NM_177301, intron 9 of 12)	-4840	NM_016772	51798	Mm.291776	NM_016772	ENSMUSG00000053898	Ech1	AA617331	enoyl coenzyme A hydratase 1, peroxisomal	protein-coding	23.46	29.97	20.07	34.08	13.35
chr2-31872	chr2	32162034	32163076	+	24.0	9.517000000000001	intron (NM_001159634, intron 1 of 31)	intron (NM_001159634, intron 1 of 31)	11407	NM_172661	227723	Mm.25504	NM_172661	ENSMUSG00000039262	Prrc2b	5830434P21Rik|AI173903|Bat2l|Bat2l1|D430039P21|mKIAA0515	proline-rich coiled-coil 2B	protein-coding	21.61	27.15	30.11	31.77	19.19
chr3-16437	chr3	105825292	105826210	+	24.0	27.206999999999997	Intergenic	Intergenic	10184	NR_045845	433637	Mm.331285	NR_045845	0	Gm5547	EG433637	predicted gene 5547	ncRNA	20.38	18.66	23.72	32.93	15.85
chr9-19027	chr9	41142732	41143774	+	23.7	7.09	intron (NM_176860, intron 1 of 13)	B1_Mur4|SINE|Alu	14241	NM_176860	72828	Mm.133615	NM_176860	ENSMUSG00000032020	Ubash3b	2810457I06Rik|BB125008|TULA-2|p70	ubiquitin associated and SH3 domain containing, B	protein-coding	21.61	26.58	17.79	32.35	20.02
chr16-4724	chr16	23272575	23273325	+	23.4	14.173	intron (NM_001252505, intron 2 of 7)	intron (NM_001252505, intron 2 of 7)	-17520	NM_001252506	20440	Mm.149029	NM_145933	ENSMUSG00000022885	St6gal1	AW742324|Siat1|St6Gal-I|St6gal|St6galI	beta galactoside alpha 2,6 sialyltransferase 1	protein-coding	27.79	31.11	28.28	30.62	13.35
chr13-20662	chr13	28719621	28720685	+	23.3	11.513	intron (NR_045053, intron 3 of 8)	B4A|SINE|B4	-9280	NR_105787	102466635	0	NR_105787	miRBase:MI0021897	Mir6368	mmu-mir-6368	microRNA mir-6368	ncRNA	22.23	18.1	24.18	30.62	18.36
chr17-10805	chr17	21537349	21538113	+	23.2	29.69	intron (NM_144515, intron 1 of 4)	intron (NM_144515, intron 1 of 4)	2192	NM_144515	22710	Mm.296100	NM_144515	0	Zfp52	KRAB11|Zfp-52|Zfp76|mszf23-2|mszf24|mszf34|mszf75|zfec29	zinc finger protein 52	protein-coding	35.19	26.02	33.3	32.35	13.35
chr1-17340	chr1	118399683	118400439	+	23.2	18.602999999999998	intron (NM_001293301, intron 1 of 35)	L1M4|LINE|L1	11003	NM_001293300	76707	Mm.138740	NM_029709	ENSMUSG00000064302	Clasp1	1700030C23Rik|5730583A19Rik|B130045P17Rik|CLASP1alpha	CLIP associating protein 1	protein-coding	27.17	24.32	26.0	35.81	14.18
chr18-11739	chr18	32292999	32294137	+	23.0	10.593	Intergenic	Intergenic	53237	NM_133658	13872	Mm.282335	NM_133658	ENSMUSG00000024382	Ercc3	BTF2 p89|Ercc-3|XPB	excision repair cross-complementing rodent repair deficiency, complementation group 3	protein-coding	22.85	18.1	25.09	31.19	12.51
chr15-20410	chr15	36363778	36364866	+	23.0	7.54	Intergenic	Intergenic	-81175	NM_013923	30945	Mm.5181	NM_013923	ENSMUSG00000022280	Rnf19a	AA032313|Dorfin|Rnf19|UIP117|Ubce7ip2|XYbp	ring finger protein 19A	protein-coding	26.55	26.02	15.97	31.19	11.68
chr6-15824	chr6	91712444	91713634	+	22.2	18.913	intron (NM_009320, intron 2 of 14)	intron (NM_009320, intron 2 of 14)	28972	NM_009320	21366	Mm.395650	NM_009320	ENSMUSG00000030096	Slc6a6	AA589629|C80501|Taut	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	protein-coding	32.11	20.93	20.07	30.62	19.19
chr7-13284	chr7	24364977	24365829	+	22.1	25.566999999999997	Intergenic	L1M3e|LINE|L1	-4860	NM_008433	16534	Mm.9911	NM_008433	ENSMUSG00000054342	Kcnn4	IK1|IKCA1|KCA4|KCa3.1|SK4|SKCas|mIKCa1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	protein-coding	30.26	21.49	26.92	33.5	12.51
chr4-32548	chr4	140695955	140696981	+	21.4	15.437000000000001	Intergenic	Intergenic	-5005	NM_173867	108911	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	32.72	18.1	17.34	31.77	8.34
chr13-7994	chr13	5866605	5867361	+	21.2	12.74	intron (NM_011803, intron 3 of 3)	intron (NM_011803, intron 3 of 3)	5494	NM_011803	23849	Mm.275036	NM_011803	ENSMUSG00000000078	Klf6	AI448727|BCD1|C86813|CPBP|Copeb|FM2|FM6|Ierepo1|Ierepo3|R75280|Zf9	Kruppel-like factor 6	protein-coding	29.64	22.62	21.44	30.62	10.85
chr11-19203	chr11	97128358	97129238	+	21.0	14.17	Intergenic	Intergenic	-13467	NM_019507	57765	Mm.94519	NM_019507	ENSMUSG00000001444	Tbx21	TBT1|Tbet|Tblym	T-box 21	protein-coding	37.05	32.24	24.18	38.7	23.36
chr10-23810	chr10	80989132	80990078	+	20.8	12.737	intron (NM_001038655, intron 2 of 3)	intron (NM_001038655, intron 2 of 3)	11760	NM_001038655	14708	Mm.222496	NM_010319	ENSMUSG00000048240	Gng7	AI840417	guanine nucleotide binding protein (G protein), gamma 7	protein-coding	30.87	30.54	28.28	34.66	20.02
chr19-15180	chr19	53490825	53492231	+	20.7	9.66	Intergenic	Intergenic	-26732	NR_028427	381232	Mm.248624	NR_028427	ENSMUSG00000097636	5830416P10Rik	4833407H14Rik|5430437C04Rik|ENSMUSG00000074788|Gm10758	RIKEN cDNA 5830416P10 gene	ncRNA	22.85	22.62	17.34	30.04	10.01
chr6-14805	chr6	31085212	31086166	+	18.9	8.103	Intergenic	Intergenic	-22596	NR_029532	387223	0	NR_029532	miRBase:MI0000143	Mir29b-1	Mirn29b|Mirn29b-1	microRNA 29b-1	ncRNA	19.14	14.14	13.69	32.93	17.52
chr9-16697	chr9	118479773	118480563	+	18.6	9.117	intron (NM_010136, intron 1 of 5)	intron (NM_010136, intron 1 of 5)	1979	NM_010136	13813	Mm.200692	NM_010136	ENSMUSG00000032446	Eomes	C77258|TBR-2|Tbr2	eomesodermin homolog (Xenopus laevis)	protein-coding	16.05	16.97	19.62	30.62	5.01
chr1-22168	chr1	39572368	39573422	+	17.5	10.197000000000001	intron (NM_001033135, intron 1 of 6)	intron (NM_001033135, intron 1 of 6)	4452	NM_001033135	67702	Mm.28614	NM_001033135	ENSMUSG00000048234	Rnf149	1600023E10Rik|AV037261|C76763|Gm15832|Greul4|OTTMUSG00000026591	ring finger protein 149	protein-coding	12.97	16.97	20.53	32.35	9.18
chr6-10565	chr6	140630483	140631109	+	16.8	6.553	intron (NM_001005605, intron 1 of 7)	intron (NM_001005605, intron 1 of 7)	6498	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	19.76	26.58	24.18	30.04	13.35
chr2-25505	chr2	127309638	127310272	+	16.3	16.5	Intergenic	Intergenic	-26204	NM_010090	13537	Mm.4729	NM_010090	ENSMUSG00000027368	Dusp2	PAC1	dual specificity phosphatase 2	protein-coding	20.38	18.66	13.23	31.19	10.85
chr15-13349	chr15	66793318	66793944	+	16.0	9.66	intron (NM_001029841, intron 3 of 7)	intron (NM_001029841, intron 3 of 7)	38198	NM_009192	20491	Mm.7601	NM_009192	ENSMUSG00000022372	Sla	Slap|Slap-1	src-like adaptor	protein-coding	26.55	27.15	22.35	30.04	20.02
chr9-20611	chr9	114507676	114508426	+	15.0	12.837	Intergenic	Intergenic	-11507	NM_009916	12773	Mm.1337	NM_009916	ENSMUSG00000047898	Ccr4	C-C CKR-4|CHEMR1|Cmkbr4|LESTR|Sdf1r	chemokine (C-C motif) receptor 4	protein-coding	27.79	27.71	26.0	31.77	15.85
chr2-18740	chr2	23048544	23049044	+	15.0	12.6	Intergenic	RMER19B2|LTR|ERVK	-8553	NM_145994	11308	Mm.205647	NM_007380	ENSMUSG00000058835	Abi1	E3B1|NAP1|Ssh3bp1	abl-interactor 1	protein-coding	19.14	16.4	15.97	30.62	9.18
